replication,estimator,truth,estimate,se,df,covered,sign_error,converged
0,marginal,0.20763140095586305,-0.10296473598068581,0.04603921668279759,27.2286675208805,false,true,true
0,recorded_belief,0.20763140095586305,0.26257583941283763,0.07777108972548741,28.051509707426533,true,false,true
0,policy_log,0.20763140095586305,0.3844923911665732,0.0923987789874426,28.27096467063772,true,false,true
0,oracle_state,0.20763140095586305,0.3361907422702378,0.0887737799737345,27.903894391905673,true,false,true
1,marginal,0.2175231024720281,-0.29299079935890077,0.04960857970550571,24.656886830401703,false,true,true
1,recorded_belief,0.2175231024720281,0.11361150003734341,0.07458038044446906,27.615440754681078,true,false,true
1,policy_log,0.2175231024720281,0.30099431328089293,0.09594041483771933,27.78025909837492,true,false,true
1,oracle_state,0.2175231024720281,0.24946155134550518,0.0847173860986171,27.519073335061954,true,false,true
2,marginal,0.21887290638601106,-0.16934505488480273,0.04459620309929984,26.454724849922467,false,true,true
2,recorded_belief,0.21887290638601106,0.10550552159241165,0.06771534530326635,28.110010404614478,true,false,true
2,policy_log,0.21887290638601106,0.1706511166147857,0.07619712267713824,28.163229110351722,true,false,true
2,oracle_state,0.21887290638601106,0.18879737325509094,0.07663788028821741,28.001673044331074,true,false,true
3,marginal,0.21094381963230585,-0.17889568757578167,0.039096050112285716,27.070610462234086,false,true,true
3,recorded_belief,0.21094381963230585,0.12227821387604201,0.05302038678979961,28.169581419967034,true,false,true
3,policy_log,0.21094381963230585,0.15262637467896942,0.06025790084121851,28.41267952011254,true,false,true
3,oracle_state,0.21094381963230585,0.18175313233013288,0.05866800193945116,28.235339824878114,true,false,true
4,marginal,0.21270516637704648,-0.16216218813238897,0.052469075410187055,26.45712074906491,false,true,true
4,recorded_belief,0.21270516637704648,0.2561952737317776,0.0636179807884952,27.67247361667356,true,false,true
4,policy_log,0.21270516637704648,0.28292371162530866,0.06583070608517722,27.74384279486612,true,false,true
4,oracle_state,0.21270516637704648,0.3038041434040101,0.06640783126442235,27.53190418738556,true,false,true
5,marginal,0.20604098193222287,-0.24623347002484197,0.02885138563089837,27.887222487420757,false,true,true
5,recorded_belief,0.20604098193222287,0.09207379444619768,0.05170653906274004,28.18598006082375,false,false,true
5,policy_log,0.20604098193222287,0.15888861897672252,0.059299397537237265,28.18657498066134,true,false,true
5,oracle_state,0.20604098193222287,0.2041442942992375,0.05410188019550163,27.762920319083683,true,false,true
6,marginal,0.20692253725040508,-0.16637813006605973,0.0497282378947006,26.37221741614863,false,true,true
6,recorded_belief,0.20692253725040508,0.135495016034096,0.08135634669216313,28.094602398898267,true,false,true
6,policy_log,0.20692253725040508,0.149839780895324,0.0779075218868751,28.207219022340777,true,false,true
6,oracle_state,0.20692253725040508,0.19139493206213498,0.07832482347324185,28.017620813949538,true,false,true
7,marginal,0.21431368342953255,-0.24101760122759644,0.036694282750654936,27.118435721132354,false,true,true
7,recorded_belief,0.21431368342953255,0.16182255293926698,0.060876553583123987,28.233930426690918,true,false,true
7,policy_log,0.21431368342953255,0.229846333924026,0.06378115837821761,28.111205751598526,true,false,true
7,oracle_state,0.21431368342953255,0.23792626853837187,0.06153015662530894,28.182568906431175,true,false,true
8,marginal,0.2090580442075157,-0.12555511108002923,0.03857444326143729,27.623303355591002,false,true,true
8,recorded_belief,0.2090580442075157,0.03916235876119556,0.05708055938470795,28.617960561248527,false,false,true
8,policy_log,0.2090580442075157,0.1394057919536118,0.06768803881796714,28.639412351026323,true,false,true
8,oracle_state,0.2090580442075157,0.14494855845119528,0.059556989901062236,28.544351843731988,true,false,true
9,marginal,0.21878028731370935,-0.2276052793719389,0.039885623142529164,25.578642690495524,false,true,true
9,recorded_belief,0.21878028731370935,0.10243001603139507,0.05539005338986881,27.993183996725136,false,false,true
9,policy_log,0.21878028731370935,0.19482087314511087,0.0674602381932946,27.588478332959387,true,false,true
9,oracle_state,0.21878028731370935,0.2102544500795434,0.06291661566115105,27.631687570906372,true,false,true
10,marginal,0.23650867290926578,-0.24636846121689643,0.04180460459687631,25.393762107546138,false,true,true
10,recorded_belief,0.23650867290926578,0.14804372288001022,0.05966117948133571,27.88410575748913,true,false,true
10,policy_log,0.23650867290926578,0.25987322224349285,0.07239893179576282,27.73687463821293,true,false,true
10,oracle_state,0.23650867290926578,0.2798664024196666,0.0536252906876064,27.606138180622718,true,false,true
11,marginal,0.22430987564151242,-0.244241413137412,0.049183098413582,26.959603097770447,false,true,true
11,recorded_belief,0.22430987564151242,-0.0021355067303501407,0.053916938997194255,27.96181842155736,false,true,true
11,policy_log,0.22430987564151242,0.07657570081295272,0.06755630688596027,27.878603614754976,false,false,true
11,oracle_state,0.22430987564151242,0.10732027468886848,0.060174138423634706,27.744483586710473,true,false,true
12,marginal,0.2288250597635727,-0.19535599901524303,0.05618269062246527,27.40015570003987,false,true,true
12,recorded_belief,0.2288250597635727,0.12121875577781364,0.06780727903389076,28.51084821169185,true,false,true
12,policy_log,0.2288250597635727,0.23129027923087941,0.08736782267636582,28.302235086973788,true,false,true
12,oracle_state,0.2288250597635727,0.2364441071704074,0.07700392918190943,28.357555642200914,true,false,true
13,marginal,0.20604845834496618,-0.19471824153990827,0.053509509149849505,27.31876870312207,false,true,true
13,recorded_belief,0.20604845834496618,0.03763027013964829,0.07022327115831868,28.40199539408058,false,false,true
13,policy_log,0.20604845834496618,0.07682497223229073,0.09097282139154647,28.60108542602074,true,false,true
13,oracle_state,0.20604845834496618,0.08898105815576104,0.077798385522604,28.48699772662161,true,false,true
14,marginal,0.2054191533783328,-0.16241989860856668,0.04204648174944325,27.584894895941588,false,true,true
14,recorded_belief,0.2054191533783328,0.07665553169977879,0.06579645054302861,28.341219244583865,true,false,true
14,policy_log,0.2054191533783328,0.1371222766490993,0.07099778157156512,28.233163348271205,true,false,true
14,oracle_state,0.2054191533783328,0.13265793965283737,0.06728260649084175,28.14997895691083,true,false,true
15,marginal,0.2265929935416894,-0.2773512942680494,0.04748011457541445,23.455202539314875,false,true,true
15,recorded_belief,0.2265929935416894,0.1067146335050353,0.05667062355864129,27.567710991341,false,false,true
15,policy_log,0.2265929935416894,0.16766355929624793,0.06418933449738944,27.48553414091921,true,false,true
15,oracle_state,0.2265929935416894,0.2020449390013586,0.06147916739485868,27.241787353654406,true,false,true
16,marginal,0.21139215591166877,-0.25239249870455255,0.04266580931934123,25.449729252898532,false,true,true
16,recorded_belief,0.21139215591166877,0.08080108576459756,0.05569410462417886,27.33254668063106,false,false,true
16,policy_log,0.21139215591166877,0.20534965672074093,0.05814999097465561,27.47383810539886,true,false,true
16,oracle_state,0.21139215591166877,0.1930961365097011,0.05703408544946751,26.95553740955609,true,false,true
17,marginal,0.21099286979459794,-0.19068762669956768,0.041213789708189494,26.95487709056457,false,true,true
17,recorded_belief,0.21099286979459794,0.12818138921379083,0.06164461730396806,28.26807060537821,true,false,true
17,policy_log,0.21099286979459794,0.147923402332438,0.06618490125840715,28.37846264468379,true,false,true
17,oracle_state,0.21099286979459794,0.19748539499085652,0.0622734305607231,28.18852338139225,true,false,true
18,marginal,0.22410589026428104,-0.16306376835615233,0.043385696436247574,26.81080393257825,false,true,true
18,recorded_belief,0.22410589026428104,0.24504675575876467,0.06726881743576926,28.342678401711733,true,false,true
18,policy_log,0.22410589026428104,0.3068362835320798,0.08176989067812378,28.274185509850387,true,false,true
18,oracle_state,0.22410589026428104,0.3535931483673402,0.07222589405003178,28.093757966471873,true,false,true
19,marginal,0.20832953952840935,-0.19033492947221245,0.041602614280259534,27.62690295346315,false,true,true
19,recorded_belief,0.20832953952840935,0.04434985399236762,0.06062717682472057,28.373524705343726,false,false,true
19,policy_log,0.20832953952840935,0.14520330050538197,0.06868144638107508,28.215050754159652,true,false,true
19,oracle_state,0.20832953952840935,0.13755811386188288,0.06615391901854636,28.299686542340844,true,false,true
20,marginal,0.2078324569955769,-0.11049191356343765,0.04873256853226811,28.04137315013897,false,true,true
20,recorded_belief,0.2078324569955769,0.1670166534865663,0.060954554311869406,28.51305623456246,true,false,true
20,policy_log,0.2078324569955769,0.24971869767289434,0.06507224035566257,28.58957513022901,true,false,true
20,oracle_state,0.2078324569955769,0.20342653089076398,0.06474343987385965,28.482790845818634,true,false,true
21,marginal,0.22491655952771686,-0.2696195282262787,0.04461589197587042,20.404375636279656,false,true,true
21,recorded_belief,0.22491655952771686,0.09095968438964083,0.07187643812433579,27.174725475916304,true,false,true
21,policy_log,0.22491655952771686,0.1803820915475246,0.07462305645246559,27.395617817080012,true,false,true
21,oracle_state,0.22491655952771686,0.1997820201593022,0.06844707027506267,27.121590780474783,true,false,true
22,marginal,0.21153293683938965,-0.1286795870446469,0.0462546303271765,27.561302451466567,false,true,true
22,recorded_belief,0.21153293683938965,0.24844599036778298,0.05792483230099595,28.443277665450804,true,false,true
22,policy_log,0.21153293683938965,0.3384647356227649,0.0686978895643339,28.459549564308404,true,false,true
22,oracle_state,0.21153293683938965,0.34709976080878485,0.06097057256808888,28.35708015920554,false,false,true
23,marginal,0.20984011065235136,-0.15301725257289553,0.0689709022994073,25.425949617544312,false,true,true
23,recorded_belief,0.20984011065235136,0.23706590392834814,0.05455243407937221,28.169384409891723,true,false,true
23,policy_log,0.20984011065235136,0.3392409917865769,0.060526053623093407,28.335512910172476,false,false,true
23,oracle_state,0.20984011065235136,0.3201812393307409,0.05843916390523641,27.98193929189879,true,false,true
24,marginal,0.21844884272308873,-0.17020594145742704,0.04008237546013567,24.70160897755578,false,true,true
24,recorded_belief,0.21844884272308873,0.1139357873668629,0.06172467042107298,28.455080000705394,true,false,true
24,policy_log,0.21844884272308873,0.25780929280079506,0.07382408688169498,28.21047642134384,true,false,true
24,oracle_state,0.21844884272308873,0.23270170597966064,0.06846993026942318,28.028311224638575,true,false,true
25,marginal,0.20857283017670591,-0.28058440799142714,0.04754473739732655,27.441019653959504,false,true,true
25,recorded_belief,0.20857283017670591,0.056412831539662145,0.07062187542408607,28.192897880882523,false,false,true
25,policy_log,0.20857283017670591,0.1652826035721109,0.07047102624278846,28.332199935618235,true,false,true
25,oracle_state,0.20857283017670591,0.18976171635175135,0.06948986645385889,27.968211718379166,true,false,true
26,marginal,0.22160003645964185,-0.1644178414743404,0.04084585815259249,27.000385307865,false,true,true
26,recorded_belief,0.22160003645964185,0.18082520356643628,0.058857090643781466,28.19751666227849,true,false,true
26,policy_log,0.22160003645964185,0.28776381201816315,0.07259594809924064,28.142051462616696,true,false,true
26,oracle_state,0.22160003645964185,0.3075463298689373,0.06665455200727456,28.03397736471122,true,false,true
27,marginal,0.21068293834729251,-0.21350507306378663,0.053982427692913844,23.763826130482492,false,true,true
27,recorded_belief,0.21068293834729251,0.08869096849576484,0.06024087915319031,28.211272284775465,true,false,true
27,policy_log,0.21068293834729251,0.20684327015732792,0.06945617091203318,27.919101477700156,true,false,true
27,oracle_state,0.21068293834729251,0.185092215130978,0.06325892484341684,27.986022951810536,true,false,true
28,marginal,0.21530372547368565,-0.17115242155159865,0.031413728354784336,24.9188593854315,false,true,true
28,recorded_belief,0.21530372547368565,0.17283598337610973,0.05276122427494101,28.249871329435692,true,false,true
28,policy_log,0.21530372547368565,0.2246503418408431,0.06369957839927003,28.334569895266142,true,false,true
28,oracle_state,0.21530372547368565,0.23001022165249294,0.0575159177732863,28.21101278236784,true,false,true
29,marginal,0.22406860199943443,-0.19766153996751687,0.045781694028442385,26.434093599823232,false,true,true
29,recorded_belief,0.22406860199943443,0.03645093494310208,0.07140150066117033,28.136083610588635,false,false,true
29,policy_log,0.22406860199943443,0.16292482097444375,0.07104617915644258,28.16179166531092,true,false,true
29,oracle_state,0.22406860199943443,0.13744555578404333,0.07335351140252522,28.08352983109004,true,false,true
30,marginal,0.20880984018098334,-0.1927945119409901,0.04640625589095303,27.72128159212251,false,true,true
30,recorded_belief,0.20880984018098334,0.11636564208008576,0.0658560668303817,28.348950536956043,true,false,true
30,policy_log,0.20880984018098334,0.22934225792792973,0.07420686237484067,28.231982026525465,true,false,true
30,oracle_state,0.20880984018098334,0.2041447990355605,0.06431039813659357,28.270445218033785,true,false,true
31,marginal,0.23810316122246075,-0.26415773621801053,0.0481441680267896,24.828276854009253,false,true,true
31,recorded_belief,0.23810316122246075,0.176253044668564,0.08474564383464825,27.46839704621994,true,false,true
31,policy_log,0.23810316122246075,0.25376559922045233,0.1005497421567091,27.389901432205683,true,false,true
31,oracle_state,0.23810316122246075,0.25329962757171953,0.09403119184080258,27.377117534304087,true,false,true
32,marginal,0.21589865697996716,-0.17635334566128166,0.04830286923784375,27.227661690112214,false,true,true
32,recorded_belief,0.21589865697996716,0.1864836366679903,0.06980414557606095,27.98465117866105,true,false,true
32,policy_log,0.21589865697996716,0.29091494549121033,0.0831034269197853,28.094728534542426,true,false,true
32,oracle_state,0.21589865697996716,0.26823780784659385,0.08016066562084356,28.054124931826568,true,false,true
33,marginal,0.2184812623665724,-0.17511511832778526,0.05235173852471606,25.64102142883718,false,true,true
33,recorded_belief,0.2184812623665724,0.2645170648891225,0.0708061703688378,27.94801094215072,true,false,true
33,policy_log,0.2184812623665724,0.3330206203888945,0.0721486466394128,27.687966526803386,true,false,true
33,oracle_state,0.2184812623665724,0.3385871507546034,0.0744366926139112,27.75420845032537,true,false,true
34,marginal,0.22862264520016617,-0.22865024737886203,0.039610928167373126,26.56755098880073,false,true,true
34,recorded_belief,0.22862264520016617,0.08972438559108581,0.05986271967825475,28.082365583445657,false,false,true
34,policy_log,0.22862264520016617,0.23378394414214776,0.08026594262158901,28.025275244891173,true,false,true
34,oracle_state,0.22862264520016617,0.1927212248404091,0.06735498396443816,27.95206906576879,true,false,true
35,marginal,0.22704148897118384,-0.2818411692861933,0.043675194671448404,26.899274697817265,false,true,true
35,recorded_belief,0.22704148897118384,0.09296955985493782,0.07752589640544742,27.87066719169191,true,false,true
35,policy_log,0.22704148897118384,0.17604264700076425,0.08144336895262208,28.01509796563158,true,false,true
35,oracle_state,0.22704148897118384,0.17295586556874143,0.0792336012720687,27.626823175884045,true,false,true
36,marginal,0.21465280978820497,-0.1846562798192641,0.04578528141671935,26.795064417028964,false,true,true
36,recorded_belief,0.21465280978820497,0.20969800851600512,0.0519658736823714,28.080676565137395,true,false,true
36,policy_log,0.21465280978820497,0.2523793203890703,0.0645258681167059,28.067349107570458,true,false,true
36,oracle_state,0.21465280978820497,0.279966164196316,0.05976978222278957,27.905526924438185,true,false,true
37,marginal,0.2220912427261321,-0.2248277448596591,0.04636780195432521,26.40912498875665,false,true,true
37,recorded_belief,0.2220912427261321,0.1833462656460202,0.07753608921883258,27.95066356774184,true,false,true
37,policy_log,0.2220912427261321,0.31197002756478887,0.08295340613565994,28.006999269320897,true,false,true
37,oracle_state,0.2220912427261321,0.30930752333271866,0.07912258910251642,28.009064792517346,true,false,true
38,marginal,0.2243516101956142,-0.23718936671659235,0.04406958874712527,23.67555090923641,false,true,true
38,recorded_belief,0.2243516101956142,0.02163516991097482,0.0704412305380751,28.211258410126078,false,false,true
38,policy_log,0.2243516101956142,0.08995311977656094,0.10149977151394339,28.298288361549954,true,false,true
38,oracle_state,0.2243516101956142,0.09428303743360826,0.08209893633051558,28.294370325572345,true,false,true
39,marginal,0.22411201506530176,-0.2286231123516761,0.052985044722588866,25.939569981818018,false,true,true
39,recorded_belief,0.22411201506530176,0.22722432513810356,0.0864956178558559,28.081396903640854,true,false,true
39,policy_log,0.22411201506530176,0.2859162231037175,0.08207911397468079,28.27292862290413,true,false,true
39,oracle_state,0.22411201506530176,0.3474718429757732,0.08357772031910907,27.762027706149656,true,false,true
40,marginal,0.2208055672507243,-0.262006437887732,0.05140766600947174,25.59819792115737,false,true,true
40,recorded_belief,0.2208055672507243,0.08536737685229702,0.06365144446634355,27.7295125307976,false,false,true
40,policy_log,0.2208055672507243,0.15809439286960505,0.06798239606363837,27.90134078179297,true,false,true
40,oracle_state,0.2208055672507243,0.1910701314703517,0.06694552982584158,27.529685031854253,true,false,true
41,marginal,0.22578832242140537,-0.23584829176136965,0.03792252485961494,26.594705497648103,false,true,true
41,recorded_belief,0.22578832242140537,0.14331202641676014,0.05667116795031115,28.197421767215346,true,false,true
41,policy_log,0.22578832242140537,0.2852741453102948,0.06483741172571997,28.130333613414,true,false,true
