architecture,n_people,compliance,replication,truth,estimate,se,df,covered,detected
tutor,30,0.7,34,0.07364044334883528,0.06572661605509167,0.020399662890739422,28.99014261001275,true,true
tutor,30,0.7,35,0.07568565781336913,0.048583562274512056,0.02309320022158362,28.98844597267295,true,true
tutor,30,0.7,36,0.0711359715344915,0.059512541146608845,0.022326301767054177,28.99602087287357,true,true
tutor,30,0.7,37,0.07213612881634467,0.05152213513558135,0.020152260703681736,28.994888405510814,true,true
tutor,30,0.7,38,0.07282318389818686,0.059100314779051324,0.023839276299146835,28.995549710405044,true,true
tutor,30,0.7,39,0.07303552995037214,0.09116136450811971,0.02116667265970684,28.993293389625812,true,true
tutor,30,0.7,40,0.07188528462527875,0.050173910831377164,0.022794846253595014,28.99113868676885,true,true
tutor,30,0.7,41,0.0744450544889823,0.04972209138427548,0.024851474019763994,28.97792858350692,true,false
tutor,30,0.7,42,0.07420083230638733,0.0631477855213255,0.03622159340746327,28.99638720725205,true,false
tutor,30,0.7,43,0.07337953404945666,0.06148595120687865,0.0307021007748464,28.996540781917634,true,false
tutor,30,0.7,44,0.07547450189626029,0.08612300644363523,0.02742575606470178,28.99145693097381,true,true
tutor,30,0.7,45,0.07136502397908868,0.07747030356446356,0.025063082768294304,28.982837100782117,true,true
tutor,30,0.7,46,0.07360051337115721,0.09821634324860137,0.02278592115488744,28.986862613341756,true,true
tutor,30,0.7,47,0.07249591140611338,0.12457178967951886,0.027412913195333677,28.994172720216852,true,true
tutor,30,0.7,48,0.07565716063309352,0.06873186367085389,0.024551795652535232,28.991903500695663,true,true
tutor,30,0.7,49,0.07398641624302076,0.06818614926516471,0.02656820669852982,28.9907562886766,true,true
tutor,30,0.7,50,0.07316630578123089,0.0617310654113662,0.02278889012386253,28.993118066985684,true,true
tutor,30,0.7,51,0.07696494717133452,0.08959498781605013,0.029580458980869005,28.997400234058855,true,true
tutor,30,0.7,52,0.07493058140789309,0.0722892070651904,0.021717635864485784,28.996193696741024,true,true
tutor,30,0.7,53,0.07130894418806295,0.08836459006841033,0.02457432014888669,28.9982865812479,true,true
tutor,30,0.7,54,0.07434448111099712,0.0630497340904239,0.02029630061581153,28.996615113212336,true,true
tutor,30,0.7,55,0.07443227286758955,0.04251916257175191,0.028993442748336457,28.98174552704771,true,false
tutor,30,0.7,56,0.07276646522566821,0.08380960561716319,0.026130330729124584,28.98587462614392,true,true
tutor,30,0.7,57,0.07324537097661485,0.08598688724818203,0.02413095388668366,28.992745924475773,true,true
tutor,30,0.7,58,0.07062956356904428,0.0712514510642603,0.022542887176348687,28.977323678037305,true,true
tutor,30,0.7,59,0.07023495057077365,0.05004503416628765,0.025985977149733063,28.996033649858877,true,false
tutor,30,0.7,60,0.06992524614065299,0.0684486470672162,0.02219543731632678,28.993363867636145,true,true
tutor,30,0.7,61,0.0746718896416524,0.08475750900488649,0.022967600377906044,28.986660881119008,true,true
tutor,30,0.7,62,0.07382197775099063,0.10934791448951978,0.02458503147349763,28.992237281253193,true,true
tutor,30,0.7,63,0.07024621961019711,0.05378473754130842,0.023065119362810062,28.997531379975555,true,true
tutor,30,0.7,64,0.07137762884656229,0.09406704198764027,0.027358873892022684,28.9882648869499,true,true
tutor,30,0.7,65,0.0753788533672633,0.07337332511081392,0.023366580794629027,28.99370358679134,true,true
tutor,30,0.7,66,0.0712819481069624,0.07792224344043884,0.026169333615101098,28.992405889217927,true,true
tutor,30,0.7,67,0.07265632109812677,0.06359384987989607,0.028162478335678674,28.996243539321608,true,true
tutor,30,0.7,68,0.07378061619211712,0.08005729448682264,0.02812779662869665,28.989706429404297,true,true
tutor,30,0.7,69,0.07440903200273555,0.043990631748843385,0.02451217868982927,28.99176023273992,true,false
tutor,30,0.7,70,0.07261665455343262,0.07590494006766026,0.03056868515921775,28.982489849407433,true,true
tutor,30,0.7,71,0.07276521731816059,0.06272616228133807,0.024016934471262793,28.995470096020984,true,true
tutor,30,0.7,72,0.07233704419281277,0.09053919158856523,0.021558177108324472,28.99620331560839,true,true
tutor,30,0.7,73,0.06951527638102369,0.05669806918095591,0.029554383094470723,28.991690883376364,true,false
tutor,30,0.7,74,0.07257118803467476,0.0860512461240395,0.024644123182029576,28.988082949978256,true,true
tutor,30,0.7,75,0.07433617310434688,0.08575638682755825,0.024112792850068045,28.992543092291537,true,true
tutor,30,0.7,76,0.07429531953194755,0.09484805296819901,0.024432724668211583,28.990625170086698,true,true
tutor,30,0.7,77,0.07368257549094659,0.08282095219885129,0.027302093313783925,28.991142365992584,true,true
tutor,30,0.7,78,0.0722800839789788,0.022150665733834084,0.022326708948405796,28.99402177597308,false,false
tutor,30,0.7,79,0.07233785154486515,0.07037150141566906,0.023803695054737554,28.9942352893714,true,true
tutor,30,0.7,80,0.07280667652852861,0.0524112597057815,0.01557401066745446,28.997523705770774,true,true
tutor,30,0.7,81,0.07514552231320944,0.045930194122845304,0.027044154824350793,28.990481897126273,true,false
tutor,30,0.7,82,0.07143262689305052,0.10383077462067625,0.019737145713450137,28.996967702471412,true,true
tutor,30,0.7,83,0.07218866816400574,0.08968517737373949,0.02314516463998135,28.995622885937532,true,true
tutor,30,0.7,84,0.07283759179695243,0.07234642532229721,0.022533251302271184,28.9975511295333,true,true
tutor,30,0.7,85,0.07190339629335397,0.06961536074312137,0.02840408485374992,28.992004105176484,true,true
tutor,30,0.7,86,0.0712240510664482,0.06007678632247165,0.022179951029100777,28.99545312637663,true,true
tutor,30,0.7,87,0.07218608515901591,0.07184106190986032,0.025151363045343825,28.9864166572977,true,true
tutor,30,0.7,88,0.07124726680109765,0.026695590325805284,0.024297896454043885,28.99700636364715,true,false
tutor,30,0.7,89,0.07368946246888382,0.10404776011736815,0.029513969808238356,28.98461644018998,true,true
tutor,30,0.7,90,0.07177424478166877,0.016439748205027693,0.027301386859849938,28.99278807684685,true,false
tutor,30,0.7,91,0.07133228897820593,0.08701056112854827,0.023230105020442142,28.997771487234623,true,true
tutor,30,0.7,92,0.07357892142956651,0.03816454628487637,0.026857181227220802,28.98673407864016,true,false
tutor,30,0.7,93,0.07374098498218327,0.08256032035428142,0.022015115683038666,28.986219086639167,true,true
tutor,30,0.7,94,0.07335613429095031,0.04175135184048526,0.01856339256034469,28.995796977922915,true,true
tutor,30,0.7,95,0.07204686316689406,0.08332500904058678,0.024696596661970893,28.992261487300453,true,true
tutor,30,0.7,96,0.07278254655752804,0.04624530380261892,0.025317066906535547,28.986865935229986,true,false
tutor,30,0.7,97,0.07393399832987514,0.09275186523430079,0.020616698909883227,28.997901838997926,true,true
tutor,30,0.7,98,0.07357502423551077,0.041999050936220673,0.020953679942543303,28.99011163757385,true,false
tutor,30,0.7,99,0.07508544203637256,0.08787798054963968,0.02255101992975719,28.990884834345493,true,true
tutor,30,0.7,100,0.07474133248496458,0.04351127208027448,0.024157221183077063,28.9920827515547,true,false
tutor,30,0.7,101,0.0727367292507895,0.08903658136049879,0.024135789626661106,28.996063657544216,true,true
tutor,30,0.7,102,0.07437406053284422,0.08315764749272116,0.027546039123656697,28.991997886594007,true,true
tutor,30,0.7,103,0.07009371450047408,0.08677009539722583,0.02140892922018565,28.9918902686112,true,true
tutor,30,0.7,104,0.07448344372644983,0.08914951009197196,0.025799323060422638,28.995354521798493,true,true
tutor,30,0.7,105,0.07422600200022958,0.02754884508020417,0.024675369694275442,28.98123835907987,true,false
tutor,30,0.7,106,0.07392344671670195,0.08529086721059777,0.025388331966027373,28.993855832816433,true,true
tutor,30,0.7,107,0.07367890227280108,0.07118101921331725,0.028619677916569726,28.996510424044903,true,true
tutor,30,0.7,108,0.07228890380418074,0.03557802910966878,0.019618020067157713,28.995037669299126,true,false
tutor,30,0.7,109,0.07556308246232517,0.08077981176846968,0.024093333842949007,28.99391972342169,true,true
tutor,30,0.7,110,0.07310399669879133,0.07184331771932952,0.022913362334691854,28.992796926172204,true,true
tutor,30,0.7,111,0.07148422055876298,0.07741027475495155,0.02373726821512276,28.989615280264324,true,true
tutor,30,0.7,112,0.07443066162573211,0.07572972661484932,0.025817597179950438,28.994986630053432,true,true
tutor,30,0.7,113,0.07118346643792971,0.08415666858185951,0.024597795991659795,28.996003889045113,true,true
tutor,30,0.7,114,0.07325352740423537,0.06573311885615306,0.025070088482698465,28.995015029664973,true,true
tutor,30,0.7,115,0.07240088989062948,0.06034241817622063,0.024559660286597486,28.994970425038876,true,true
tutor,30,0.7,116,0.07258543145310613,0.06982302226511919,0.022227716272972025,28.992747727301996,true,true
tutor,30,0.7,117,0.07307450711312889,0.11526141646636896,0.02402226566875039,28.986322243356263,true,true
tutor,30,0.7,118,0.07118913272347378,0.05366870468625312,0.01853099958028066,28.99403495639484,true,true
tutor,30,0.7,119,0.07057130074226302,0.06549943555147458,0.02368830257394675,28.991318298245382,true,true
tutor,30,0.7,120,0.07150266514308597,0.08904774653061703,0.025622407082129515,28.994197300130235,true,true
tutor,30,0.7,121,0.07422090376361246,0.03775206273620077,0.028086640307957392,28.99157102816896,true,false
tutor,30,0.7,122,0.0751455181681523,0.08419228821454691,0.030006265917570916,28.986967969668054,true,true
tutor,30,0.7,123,0.07342897225982095,0.06089627284595474,0.035169486581012654,28.9891433202943,true,false
tutor,30,0.7,124,0.07071953042278055,0.0907536675421131,0.028838718639595414,28.997445273905726,true,true
tutor,30,0.7,125,0.07417923825433094,0.12227610344417529,0.02527944682290295,28.990483514166126,true,true
tutor,30,0.7,126,0.07468647939306249,0.09196196832462171,0.02264819330893299,28.984909095569147,true,true
tutor,30,0.7,127,0.07089669429471461,0.06593809359191048,0.023553189737701655,28.995251974587056,true,true
tutor,30,0.7,128,0.07322183144741581,0.08400103981099075,0.02328805264715329,28.99357519131129,true,true
tutor,30,0.7,129,0.07434399803924124,0.07635808818571713,0.027008669458005497,28.98572501474259,true,true
tutor,30,0.7,130,0.07114036131270711,0.10923035930866754,0.02216130097718881,28.99493792463835,true,true
tutor,30,0.7,131,0.06986446505470742,0.08360556665440276,0.0209168798416857,28.991418670202417,true,true
tutor,30,0.7,132,0.07182535139490463,0.08643891620283452,0.02316976356018038,28.996121106806896,true,true
tutor,30,0.7,133,0.07135359441479555,0.08918908617182357,0.02294410796105428,28.99183779792519,true,true
tutor,30,0.7,134,0.07418776368355497,0.06617083106362086,0.025329982513192104,28.993886121886153,true,true
tutor,30,0.7,135,0.07442730876582707,0.11611761999246105,0.020796243820658353,28.979963823764372,true,true
tutor,30,0.7,136,0.06878719411813108,0.03328614329234516,0.02426614703957672,28.9928087712236,true,false
tutor,30,0.7,137,0.0705549225486278,0.06358510705442957,0.025351911479939104,28.990654126534235,true,true
tutor,30,0.7,138,0.07129628417758423,0.02331258097081322,0.017318993679574016,28.99539038918761,false,false
tutor,30,0.7,139,0.0730123491247552,0.07424680895913284,0.02222043252035447,28.997994119291008,true,true
tutor,30,0.7,140,0.07301249407548846,0.05600649935073353,0.022278122076452415,28.998255351403525,true,true
tutor,30,0.7,141,0.07252789966094343,0.09924575002402526,0.01856380430499025,28.992701297167383,true,true
tutor,30,0.7,142,0.07190401124960719,0.029717207198932095,0.02633544782987394,28.98904305447722,true,false
tutor,30,0.7,143,0.07525922560482737,0.07799462095891052,0.02285575464016606,28.991951945400817,true,true
tutor,30,0.7,144,0.07125826655672665,0.11666462887576368,0.018186662689443713,28.98992437511217,false,true
tutor,30,0.7,145,0.07390506270654776,0.13522200715498614,0.02753988131380158,28.991834328351803,false,true
tutor,30,0.7,146,0.07478019720470665,0.09889998612394738,0.025056279241070938,28.994136787768774,true,true
tutor,30,0.7,147,0.07262686514207728,0.05401218445232483,0.027182455404615224,28.98917978198268,true,false
tutor,30,0.7,148,0.07407334067875461,0.057390563155218476,0.027669527590145182,28.993329883811352,true,true
tutor,30,0.7,149,0.07245775822548825,0.07058032880162729,0.024942669746361498,28.997355567855777,true,true
tutor,30,0.7,150,0.07398339024230624,0.07979197545007406,0.01917462818993892,28.996989692009166,true,true
tutor,30,0.7,151,0.07458009806370397,0.07792030300271971,0.021823666164045886,28.991395953921504,true,true
tutor,30,0.7,152,0.07224098908136295,0.0709170399548302,0.02473510947327282,28.993424647322552,true,true
tutor,30,0.7,153,0.07291824425745791,0.05876400092908011,0.02582355037558627,28.99450901432047,true,true
tutor,30,0.7,154,0.07388801785046517,0.05843453977912351,0.02262378841752071,28.994363452071234,true,true
tutor,30,0.7,155,0.07336562070494217,0.09566056452408735,0.020810712581874113,28.99626236895458,true,true
tutor,30,0.7,156,0.07348536128169586,0.04922936781867813,0.023806394157354815,28.99199135908827,true,true
tutor,30,0.7,157,0.07496056986596976,0.07522564566057131,0.030168277878380924,28.978712165028856,true,true
tutor,30,0.7,158,0.07178729255819302,0.06201572133372832,0.0318170361571334,28.992926814527898,true,false
tutor,30,0.7,159,0.07056988014179041,0.04601283068338679,0.026894944637795286,28.985469980224085,true,false
tutor,30,0.7,160,0.07554599430374061,0.06362651661450476,0.029734535600729188,28.991036335058002,true,true
tutor,30,0.7,161,0.0730885900418626,0.07849745294522006,0.025879291511116925,28.997645398025263,true,true
tutor,30,0.7,162,0.07379641016309561,0.09301512609001433,0.019204850980780275,28.995126602050476,true,true
tutor,30,0.7,163,0.07066175542608712,0.05506843845517478,0.02132562985764777,28.990792943098686,true,true
tutor,30,0.7,164,0.0712469411805117,0.10990997871252102,0.026484160821618908,28.992403308639187,true,true
tutor,30,0.7,165,0.07340389743761902,0.10764170858180781,0.022772366726863214,28.994733237873863,true,true
tutor,30,0.7,166,0.07429848422800867,0.08069396207646527,0.023932050982680517,28.987792772626413,true,true
tutor,30,0.7,167,0.07217172053383701,0.10543374881394971,0.021921230490722976,28.989375935197753,true,true
tutor,30,0.7,168,0.07055804704743718,0.07304120793107668,0.0225265003388213,28.987094008556564,true,true
tutor,30,0.7,169,0.06777080873512305,0.12161653147692614,0.02303657737425697,28.99370903313262,false,true
tutor,30,0.7,170,0.07184199583680549,0.10431139394297564,0.021914249746233808,28.995547357641055,true,true
tutor,30,0.7,171,0.07439867766556711,0.06810051527037522,0.028447615739402573,28.991694850877742,true,true
tutor,30,0.7,172,0.07234411214111472,0.07605613520930679,0.025346596902923676,28.995033711560346,true,true
tutor,30,0.7,173,0.07157685190996145,0.09363999982703812,0.02523931562379615,28.994631037397582,true,true
tutor,30,0.7,174,0.0744410866808089,0.05813529614581152,0.02384093802479709,28.991278141953075,true,true
tutor,30,0.7,175,0.07384113487850115,0.08931158591287766,0.02400843133544296,28.99619691589495,true,true
tutor,30,0.7,176,0.07349389151478436,0.09063338525771958,0.027793986308524952,28.995365777916177,true,true
tutor,30,0.7,177,0.07121840357005806,0.07197960723702186,0.028160530481591513,28.986232343112537,true,true
tutor,30,0.7,178,0.07708703940558004,0.08119176699662731,0.02291502917615714,28.992743988647245,true,true
tutor,30,0.7,179,0.07526338529536715,0.1338846687152041,0.023796448165516872,28.99579664129171,false,true
tutor,30,0.7,180,0.07218019970931666,0.049584093752988063,0.024912597416189432,28.99222943555823,true,false
tutor,30,0.7,181,0.07361744736095606,0.05670693287714983,0.021435520087780262,28.994912450988696,true,true
tutor,30,0.7,182,0.07266518969033832,0.07514121360940468,0.02294568143206456,28.97205745378809,true,true
tutor,30,0.7,183,0.07376885898932198,0.08282825050368037,0.02260414660193432,28.9888624201427,true,true
tutor,30,0.7,184,0.07316462879892846,0.06479459146507938,0.024413992158672904,28.98679190373798,true,true
tutor,30,0.7,185,0.07021781961265089,0.05302400733265316,0.020982027425715907,28.99523174604318,true,true
tutor,30,0.7,186,0.07407014933552182,0.0273439619734649,0.027658793940678918,28.993275197262502,true,false
tutor,30,0.7,187,0.0727058094750865,0.06824862156790504,0.02494263976569481,28.99178621123026,true,true
tutor,30,0.7,188,0.07420077030307638,0.06662772915162088,0.022903653288402725,28.991141775944886,true,true
tutor,30,0.7,189,0.06891859495645986,0.11069508367685808,0.019408103370368315,28.990372848991218,false,true
tutor,30,0.7,190,0.07067669382395766,0.04781611225151543,0.021432148226971412,28.99514421963377,true,true
tutor,30,0.7,191,0.07299276136597779,0.08545271700900925,0.026293233529308405,28.98867461113454,true,true
tutor,30,0.7,192,0.07223237584018592,0.09565345054321289,0.023087362612122235,28.98765669504876,true,true
tutor,30,0.7,193,0.07118733097674931,0.06939630029150107,0.023247135759446983,28.992952531717027,true,true
tutor,30,0.7,194,0.0689402485930678,0.08219827313888035,0.017369595159394235,28.99665225303318,true,true
tutor,30,0.7,195,0.07454705720625186,0.04411204126400757,0.022034340556784427,28.99541269915423,true,false
tutor,30,0.7,196,0.0715453841583005,0.08386178521456022,0.02506841811723771,28.98944143036818,true,true
tutor,30,0.7,197,0.07584736771273183,0.03750557100797851,0.025710022186171525,28.990949620960468,true,false
tutor,30,0.7,198,0.07649986795744594,0.045316163349719885,0.024961724797408085,28.99588321464106,true,false
tutor,30,0.7,199,0.07406675040216047,0.08453853425112312,0.021647288969422557,28.989652953061242,true,true
tutor,30,0.7,200,0.07588537302795922,0.041638940999565464,0.028665526065821297,28.993567866966025,true,false
tutor,30,0.7,201,0.07153541057549286,0.06779422622784508,0.02774011673562225,28.997672579081488,true,true
tutor,30,0.7,202,0.07459053239146203,0.0470466427142892,0.029050709134434066,28.989181133099603,true,false
tutor,30,0.7,203,0.07393430895462293,0.05256593417028006,0.029011557009202507,28.99063246372898,true,false
tutor,30,0.7,204,0.07090682150037098,0.07108207025178222,0.020842454293825828,28.993841499487953,true,true
tutor,30,0.7,205,0.07430768406179805,0.12254991980072379,0.02867936107286577,28.994151842502937,true,true
tutor,30,0.7,206,0.07218723319414798,0.06471972791327105,0.02254918277354006,28.989873197229134,true,true
tutor,30,0.7,207,0.07398688944265586,0.11970060724170618,0.018324746905246013,28.994117320252396,false,true
tutor,30,0.7,208,0.07509328817035488,0.09707786703259176,0.02515791936751352,28.992136471765335,true,true
tutor,30,0.7,209,0.0730249724003406,0.060190732680724994,0.023278908625571203,28.995391054580764,true,true
tutor,30,0.7,210,0.07142565805984533,0.07333290267886484,0.016654872344204635,28.99619280537849,true,true
tutor,30,0.7,211,0.07139757747460049,0.05607187530836623,0.022031775724216513,28.987196155779202,true,true
tutor,30,0.7,212,0.07106304463754352,0.022398664436437454,0.01925938520910223,28.996627656772585,false,false
tutor,30,0.7,213,0.0729474472710965,0.04311835747465341,0.026225389637505852,28.995732609518054,true,false
tutor,30,0.7,214,0.07286344679689882,0.08403506120534841,0.02644342031015513,28.996042166315334,true,true
tutor,30,0.7,215,0.07304748404236323,0.0645735801006769,0.028280056744850655,28.99193421735051,true,true
tutor,30,0.7,216,0.07057217385850562,0.03137558676099917,0.01976885282547932,28.994768915374713,true,false
tutor,30,0.7,217,0.0716496269319494,0.03086821394593845,0.027529060002091828,28.993672978411297,true,false
tutor,30,0.7,218,0.07178143900753116,0.028591507262040346,0.021349243066083576,28.995334237358183,true,false
tutor,30,0.7,219,0.07478735305020426,0.07073956367091155,0.023751350156920217,28.99425824684541,true,true
tutor,30,0.7,220,0.0748373436505494,0.07138805379510847,0.033426950763301926,28.99446325275283,true,true
tutor,30,0.7,221,0.07055484050901774,0.052132523597957635,0.025488071492044254,28.977281321068435,true,true
tutor,30,0.7,222,0.06904545073598266,0.06770276762365608,0.02666990544380765,28.99693182149083,true,true
tutor,30,0.7,223,0.07395852667102112,0.06967859095056701,0.025802631232028344,28.9962417117596,true,true
tutor,30,0.7,224,0.0722021726800844,0.08287895335978711,0.02629996379267781,28.985567657211444,true,true
tutor,30,0.7,225,0.07244199986384782,0.06920532062749409,0.022677337845659666,28.991182935877774,true,true
tutor,30,0.7,226,0.07403711757510081,0.06643053779957876,0.025745243183297697,28.993549325591484,true,true
tutor,30,0.7,227,0.07248522231002344,0.08306037428179074,0.024515334697682693,28.992955403466674,true,true
tutor,30,0.7,228,0.0729841390779704,0.05287342247622006,0.019672328455362417,28.995616733545862,true,true
tutor,30,0.7,229,0.0726790428666424,0.08301020609318308,0.02644522945999247,28.987043044203947,true,true
tutor,30,0.7,230,0.07263529339640967,0.10661368151827413,0.02578289169490843,28.985992517149157,true,true
tutor,30,0.7,231,0.07219099462937774,0.06915587117032958,0.026123318236143042,28.994391608022116,true,true
tutor,30,0.7,232,0.07484219657555224,0.04544668702804267,0.022411738382325908,28.991144175523782,true,false
tutor,30,0.7,233,0.07425567511882436,0.10300455613460796,0.01883080464385637,28.995433375301896,true,true
tutor,30,0.7,234,0.07675405587508564,0.08003453975195232,0.020714535378348883,28.987956934652992,true,true
tutor,30,0.7,235,0.07373735478678255,0.04945519451918379,0.026186594216122475,28.99414660178324,true,false
tutor,30,0.7,236,0.0747492382235404,0.07898052402789654,0.026761551559937317,28.98131750905407,true,true
tutor,30,0.7,237,0.0758108769452065,0.05192248075255884,0.024922689480388862,28.992351606895852,true,true
tutor,30,0.7,238,0.07423976706895219,0.0822659754613684,0.025738111420851993,28.99106164458963,true,true
tutor,30,0.7,239,0.07250485234123671,0.06387431033483577,0.022646233978099152,28.983405973105423,true,true
tutor,30,0.7,240,0.07096937150354286,0.06926940605568765,0.024216775709589678,28.979009480328866,true,true
tutor,30,0.7,241,0.0734482382698974,0.035510879838091806,0.01881624212155605,28.990636043440993,true,false
tutor,30,0.7,242,0.0728508128926941,0.09627339317861756,0.025172326104861302,28.99274083763759,true,true
tutor,30,0.7,243,0.06872890258385812,0.036358447909159985,0.017891529334742008,28.995250442959605,true,false
tutor,30,0.7,244,0.06991926155666085,0.08600520882772839,0.01985120957687804,28.990337637778286,true,true
tutor,30,0.7,245,0.07035140297028945,0.09511134420000032,0.021073199817058345,28.99658012798541,true,true
tutor,30,0.7,246,0.07498967941427688,0.10313336081171559,0.024087841720762723,28.993385595913047,true,true
tutor,30,0.7,247,0.07533379452989111,0.08041328505249351,0.02480676180315298,28.99700079504611,true,true
tutor,30,0.7,248,0.07041449497037895,0.060161589431681914,0.027626420259688624,28.99230018662723,true,true
tutor,30,0.7,249,0.07139447961045285,0.03030885946248118,0.017259394427728534,28.996025889002276,false,false
tutor,30,0.7,250,0.07273612253751555,0.07750797497220265,0.02192448560977514,28.993776568894045,true,true
tutor,30,0.7,251,0.0759536244914025,0.09222896418745605,0.024384731040499437,28.99261675610639,true,true
tutor,30,0.7,252,0.07357486805047106,0.09319608210265001,0.02639026005227226,28.997584710046027,true,true
tutor,30,0.7,253,0.07515563277159844,0.1063943377029915,0.02257160650317067,28.995716712976325,true,true
tutor,30,0.7,254,0.07256850750285775,0.07706218297276579,0.02562316179072187,28.993824617817715,true,true
tutor,30,0.7,255,0.07118381698160828,0.08069424964127242,0.027818183380279065,28.989313938505816,true,true
tutor,30,0.7,256,0.0751055181313922,0.0816163608903273,0.02215220892170028,28.996588979925527,true,true
tutor,30,0.7,257,0.07367112118688005,0.0865873186935006,0.024643022113001786,28.987667341901382,true,true
tutor,30,0.7,258,0.06923841341840246,0.09565822182698994,0.02434761284415009,28.997770733000372,true,true
tutor,30,0.7,259,0.07177601879407396,0.04179967528333651,0.02485423199301658,28.991176398415018,true,false
tutor,30,0.7,260,0.07319299194088323,0.09636070075408942,0.019926077473055453,28.997391935903273,true,true
tutor,30,0.7,261,0.073975244219499,0.06591474313635606,0.03024979421689971,28.990504387200712,true,true
tutor,30,0.7,262,0.07413239786609357,0.10337760331887184,0.02227771005778381,28.986821029937015,true,true
tutor,30,0.7,263,0.07204723349483765,0.08372255548070923,0.028511043604518227,28.99574377059972,true,true
tutor,30,0.7,264,0.07233325778793227,0.08023215782231771,0.02092369966576401,28.993198743906603,true,true
tutor,30,0.7,265,0.07189902354376185,0.04527477620628119,0.027065956923150333,28.993214864915466,true,false
tutor,30,0.7,266,0.06985818046705246,0.08723831821442633,0.020998822005366756,28.997259464538978,true,true
tutor,30,0.7,267,0.0740266761307678,0.08054947553388618,0.024761829573103425,28.99881675819457,true,true
tutor,30,0.7,268,0.07232638697437155,0.058313167039443184,0.021089660016744297,28.99475666520817,true,true
tutor,30,0.7,269,0.07245021544312329,0.13154266223425465,0.02346676943194988,28.991825324024337,false,true
tutor,30,0.7,270,0.06835525343126786,0.04027705913642764,0.024272128807044116,28.992643833027163,true,false
tutor,30,0.7,271,0.0694260510672178,0.11356870815663662,0.018334584868474765,28.998057607408192,false,true
tutor,30,0.7,272,0.07067410410145876,0.05900523171200254,0.022182124850908886,28.98710685844154,true,true
