study,replication,n_participants,n_items,n_stages,adaptivity,state_reliability,context_strength,true_delay_coefficient_per_sd,failure_rate,planned_actual_spearman,true_randomized_risk_difference,estimator,estimate,standard_error,ci_low,ci_high,converged,truth,bias,squared_error,covered,sign_error
parameter_recovery,2,12,100,2,0.0,0.5,0.0,0.13929225017559688,0.11041666666666666,0.3818645202889792,,schedule_conditioned,0.1319832634399119,0.059491685075432836,0.015379560692063546,0.24858696618776027,True,0.13929225017559688,-0.007308986735684975,5.34212871024189e-05,True,False
parameter_recovery,2,12,100,2,0.0,0.5,0.0,0.13929225017559688,0.11041666666666666,0.3818645202889792,,oracle,0.13341725709488797,0.06206778215293744,0.011764404075130588,0.25507011011464537,True,0.13929225017559688,-0.005874993080708907,3.451554369837753e-05,True,False
parameter_recovery,3,12,100,2,0.0,0.5,0.0,0.13985289492282235,0.10166666666666667,0.4107864289559772,,naive,0.031167611400683352,0.0867680293672868,-0.13889772615919876,0.20123294896056548,True,0.13985289492282235,-0.10868528352213899,0.011812490854287738,True,False
parameter_recovery,3,12,100,2,0.0,0.5,0.0,0.13985289492282235,0.10166666666666667,0.4107864289559772,,history,0.08975452944652164,0.0929156817393621,-0.09236020676262809,0.2718692656556714,True,0.13985289492282235,-0.05009836547630071,0.0025098462233969993,True,False
parameter_recovery,3,12,100,2,0.0,0.5,0.0,0.13985289492282235,0.10166666666666667,0.4107864289559772,,schedule_conditioned,0.07358845618122967,0.1016846728235422,-0.12571350255291303,0.27289041491537236,True,0.13985289492282235,-0.06626443874159268,0.004390975841738289,True,False
parameter_recovery,3,12,100,2,0.0,0.5,0.0,0.13985289492282235,0.10166666666666667,0.4107864289559772,,oracle,0.07929973335289545,0.09564989751080019,-0.10817406576827293,0.2667735324740638,True,0.13985289492282235,-0.060553161569926905,0.0036666853761136726,True,False
parameter_recovery,4,12,100,2,0.0,0.5,0.0,0.13896845932617846,0.09666666666666666,0.39380058052093414,,naive,0.11773478119549143,0.06877959944587124,-0.017073233718416195,0.25254279610939906,True,0.13896845932617846,-0.021233678130687036,0.0004508690869576169,True,False
parameter_recovery,4,12,100,2,0.0,0.5,0.0,0.13896845932617846,0.09666666666666666,0.39380058052093414,,history,0.21596070198511635,0.08281510742973563,0.05364309142283452,0.3782783125473982,True,0.13896845932617846,0.07699224265893789,0.0059278054296527756,True,False
parameter_recovery,4,12,100,2,0.0,0.5,0.0,0.13896845932617846,0.09666666666666666,0.39380058052093414,,schedule_conditioned,0.19538809975916904,0.09090908273737514,0.01720629759391379,0.3735699019244243,True,0.13896845932617846,0.05641964043299058,0.0031831758265879456,True,False
parameter_recovery,4,12,100,2,0.0,0.5,0.0,0.13896845932617846,0.09666666666666666,0.39380058052093414,,oracle,0.1949552007579249,0.08428606649519889,0.029754510427335096,0.36015589108851476,True,0.13896845932617846,0.05598674143174645,0.0031345152161452346,True,False
parameter_recovery,5,12,100,2,0.0,0.5,0.0,0.13831149625157677,0.09458333333333334,0.3877468242616014,,naive,-0.023404098439109625,0.08496593616268466,-0.18993733331797155,0.1431291364397523,True,0.13831149625157677,-0.1617155946906864,0.026151933566162355,True,True
parameter_recovery,5,12,100,2,0.0,0.5,0.0,0.13831149625157677,0.09458333333333334,0.3877468242616014,,history,0.018034021151255707,0.07208467634723502,-0.12325194448932492,0.15931998679183634,True,0.13831149625157677,-0.12027747510032105,0.01446667101650835,True,False
parameter_recovery,5,12,100,2,0.0,0.5,0.0,0.13831149625157677,0.09458333333333334,0.3877468242616014,,schedule_conditioned,0.01208512681032644,0.08388339062231086,-0.15232631880940284,0.17649657243005573,True,0.13831149625157677,-0.12622636944125032,0.01593309634231901,True,False
parameter_recovery,5,12,100,2,0.0,0.5,0.0,0.13831149625157677,0.09458333333333334,0.3877468242616014,,oracle,0.03453024897846497,0.07294857701848896,-0.1084489619777734,0.17750945993470332,True,0.13831149625157677,-0.1037812472731118,0.010770547285562777,True,False
parameter_recovery,6,12,100,2,0.0,0.5,0.0,0.1381993697415338,0.1025,0.3783397557881521,,naive,0.0017240475016272539,0.045023052211039465,-0.08652113483201009,0.0899692298352646,True,0.1381993697415338,-0.13647532223990655,0.018625513580486332,False,False
parameter_recovery,6,12,100,2,0.0,0.5,0.0,0.1381993697415338,0.1025,0.3783397557881521,,history,0.08538193602265294,0.04615338011295007,-0.0050786889987291944,0.17584256104403506,True,0.1381993697415338,-0.052817433718880855,0.002789681304648372,True,False
parameter_recovery,6,12,100,2,0.0,0.5,0.0,0.1381993697415338,0.1025,0.3783397557881521,,schedule_conditioned,0.09682902639547035,0.06638841000428335,-0.03329225721292502,0.22695031000386573,True,0.1381993697415338,-0.041370343346063446,0.001711505308571176,True,False
parameter_recovery,6,12,100,2,0.0,0.5,0.0,0.1381993697415338,0.1025,0.3783397557881521,,oracle,0.0921527742098844,0.05183674408007023,-0.009447244187053255,0.19375279260682204,True,0.1381993697415338,-0.0460465955316494,0.0021202889600553144,True,False
parameter_recovery,7,12,100,2,0.0,0.5,0.0,0.13510605155728134,0.09083333333333334,0.37178074249665666,,naive,0.028196077050713905,0.04917191248722684,-0.0681808714242507,0.1245730255256785,True,0.13510605155728134,-0.10690997450656743,0.011429742648994897,False,False
parameter_recovery,7,12,100,2,0.0,0.5,0.0,0.13510605155728134,0.09083333333333334,0.37178074249665666,,history,0.07629270342985234,0.04802797647833776,-0.017842130467689662,0.17042753732739435,True,0.13510605155728134,-0.058813348127429,0.003459009917958156,True,False
parameter_recovery,7,12,100,2,0.0,0.5,0.0,0.13510605155728134,0.09083333333333334,0.37178074249665666,,schedule_conditioned,0.09415654954439333,0.0562160376692311,-0.01602688428729962,0.20433998337608628,True,0.13510605155728134,-0.04094950201288801,0.0016768617151035191,True,False
parameter_recovery,7,12,100,2,0.0,0.5,0.0,0.13510605155728134,0.09083333333333334,0.37178074249665666,,oracle,0.0780025992816967,0.050394178116744105,-0.02076998982712175,0.17677518839051515,True,0.13510605155728134,-0.05710345227558464,0.0032608042617899725,True,False
parameter_recovery,8,12,100,2,0.0,0.5,0.0,0.13944003485279646,0.09916666666666667,0.3969986453122648,,naive,-0.043714467194140544,0.05151090403427964,-0.14467583910132864,0.05724690471304754,True,0.13944003485279646,-0.183154502046937,0.03354557162006145,False,True
parameter_recovery,8,12,100,2,0.0,0.5,0.0,0.13944003485279646,0.09916666666666667,0.3969986453122648,,history,0.013440916976737584,0.05358219098365568,-0.09158017735122756,0.11846201130470271,True,0.13944003485279646,-0.12599911787605889,0.01587577770554498,False,False
parameter_recovery,8,12,100,2,0.0,0.5,0.0,0.13944003485279646,0.09916666666666667,0.3969986453122648,,schedule_conditioned,0.020417915075849745,0.057269130155315165,-0.09182958002856798,0.13266541018026748,True,0.13944003485279646,-0.11902211977694671,0.01416626499619785,False,False
parameter_recovery,8,12,100,2,0.0,0.5,0.0,0.13944003485279646,0.09916666666666667,0.3969986453122648,,oracle,0.029853109544517024,0.04998359743105039,-0.06811474142034174,0.12782096050937578,True,0.13944003485279646,-0.10958692530827943,0.012009294198522416,False,False
parameter_recovery,9,12,100,2,0.0,0.5,0.0,0.1399071594468449,0.09208333333333334,0.40074687078938726,,naive,-0.0010386955032603846,0.05480526129883835,-0.10845700764898356,0.10637961664246279,True,0.1399071594468449,-0.14094585495010528,0.019865734027616117,False,True
parameter_recovery,9,12,100,2,0.0,0.5,0.0,0.1399071594468449,0.09208333333333334,0.40074687078938726,,history,0.05815216832781932,0.06291213209486411,-0.06515561057811434,0.18145994723375297,True,0.1399071594468449,-0.08175499111902558,0.006683878572871951,True,False
parameter_recovery,9,12,100,2,0.0,0.5,0.0,0.1399071594468449,0.09208333333333334,0.40074687078938726,,schedule_conditioned,0.08824722482061857,0.07064957736225295,-0.05022594680939722,0.22672039645063435,True,0.1399071594468449,-0.051659934626226325,0.002668748845585978,True,False
parameter_recovery,9,12,100,2,0.0,0.5,0.0,0.1399071594468449,0.09208333333333334,0.40074687078938726,,oracle,0.049582852920583315,0.06538492801388134,-0.0785716059866241,0.17773731182779073,True,0.1399071594468449,-0.09032430652626158,0.00815848034945006,True,False
parameter_recovery,10,12,100,2,0.0,0.5,0.0,0.1386566057493086,0.09958333333333333,0.40796214461148345,,naive,0.07947831057465833,0.06071012658493191,-0.03951353753180821,0.1984701586811249,True,0.1386566057493086,-0.05917829517465027,0.0035020706197780357,True,False
parameter_recovery,10,12,100,2,0.0,0.5,0.0,0.1386566057493086,0.09958333333333333,0.40796214461148345,,history,0.1303678468893948,0.0472253124127394,0.037806234560425575,0.222929459218364,True,0.1386566057493086,-0.008288758859913814,6.870352343779975e-05,True,False
parameter_recovery,10,12,100,2,0.0,0.5,0.0,0.1386566057493086,0.09958333333333333,0.40796214461148345,,schedule_conditioned,0.15210087936327935,0.061619960991988486,0.03132575581898192,0.27287600290757674,True,0.1386566057493086,0.013444273613970742,0.00018074849300730991,True,False
parameter_recovery,10,12,100,2,0.0,0.5,0.0,0.1386566057493086,0.09958333333333333,0.40796214461148345,,oracle,0.12595084652321528,0.048479269219932924,0.030931478852146754,0.2209702141942838,True,0.1386566057493086,-0.012705759226093322,0.00016143631751145557,True,False
parameter_recovery,11,12,100,2,0.0,0.5,0.0,0.13863216386652175,0.1075,0.3733903478108242,,naive,0.0946402362840215,0.06414204410823175,-0.03107817016811272,0.22035864273615574,True,0.13863216386652175,-0.04399192758250024,0.0019352896924239456,True,False
parameter_recovery,11,12,100,2,0.0,0.5,0.0,0.13863216386652175,0.1075,0.3733903478108242,,history,0.17404411856898155,0.06035245289045545,0.055753310903688874,0.29233492623427426,True,0.13863216386652175,0.03541195470245981,0.0012540065358490652,True,False
parameter_recovery,11,12,100,2,0.0,0.5,0.0,0.13863216386652175,0.1075,0.3733903478108242,,schedule_conditioned,0.2072007845338041,0.0735802767594417,0.06298344208529838,0.35141812698230984,True,0.13863216386652175,0.06856862066728237,0.004701655740213662,True,False
parameter_recovery,11,12,100,2,0.0,0.5,0.0,0.13863216386652175,0.1075,0.3733903478108242,,oracle,0.17077945835601524,0.056963882915271,0.05913024784208408,0.2824286688699464,True,0.13863216386652175,0.032147294489493494,0.0010334485429942188,True,False
parameter_recovery,12,12,100,2,0.0,0.5,0.0,0.14007385396363056,0.09833333333333333,0.4110779810899272,,naive,0.06110306476991168,0.09200061023432542,-0.11921813128936615,0.2414242608291895,True,0.14007385396363056,-0.07897078919371889,0.006236385545878788,True,False
parameter_recovery,12,12,100,2,0.0,0.5,0.0,0.14007385396363056,0.09833333333333333,0.4110779810899272,,history,0.12832166195003145,0.08992455330699341,-0.04793046253167563,0.3045737864317385,True,0.14007385396363056,-0.011752192013599116,0.00013811401712450285,True,False
parameter_recovery,12,12,100,2,0.0,0.5,0.0,0.14007385396363056,0.09833333333333333,0.4110779810899272,,schedule_conditioned,0.09714958281231223,0.09721869456014455,-0.0933990585255711,0.2876982241501955,True,0.14007385396363056,-0.04292427115131833,0.0018424930538718993,True,False
parameter_recovery,12,12,100,2,0.0,0.5,0.0,0.14007385396363056,0.09833333333333333,0.4110779810899272,,oracle,0.14738115484057085,0.09059080090117447,-0.0301768149257311,0.3249391246068728,True,0.14007385396363056,0.007307300876940287,5.339664610613229e-05,True,False
parameter_recovery,13,12,100,2,0.0,0.5,0.0,0.13722208819790124,0.085,0.38388557706346826,,naive,0.12646453820962958,0.08611597332014474,-0.0423227694978541,0.2952518459171133,True,0.13722208819790124,-0.010757549988271664,0.00011572488175016368,True,False
parameter_recovery,13,12,100,2,0.0,0.5,0.0,0.13722208819790124,0.085,0.38388557706346826,,history,0.20649108873455238,0.08720757923609809,0.035564233431800124,0.37741794403730466,True,0.13722208819790124,0.06926900053665114,0.004798194435346575,True,False
parameter_recovery,13,12,100,2,0.0,0.5,0.0,0.13722208819790124,0.085,0.38388557706346826,,schedule_conditioned,0.2132446666975514,0.09750606435297099,0.02213278056572826,0.40435655282937455,True,0.13722208819790124,0.07602257849965016,0.005779432441735471,True,False
parameter_recovery,13,12,100,2,0.0,0.5,0.0,0.13722208819790124,0.085,0.38388557706346826,,oracle,0.2144765954878402,0.09170768265698016,0.034729537480159084,0.39422365349552135,True,0.13722208819790124,0.07725450728993896,0.005968258896611232,True,False
parameter_recovery,14,12,100,2,0.0,0.5,0.0,0.13716747252640263,0.10875,0.40172422338962205,,naive,0.11020825124061202,0.0706539276893579,-0.02827344703052946,0.2486899495117535,True,0.13716747252640263,-0.026959221285790605,0.0007267996123362252,True,False
parameter_recovery,14,12,100,2,0.0,0.5,0.0,0.13716747252640263,0.10875,0.40172422338962205,,history,0.16147631309540642,0.056655810956017884,0.05043092362161136,0.2725217025692015,True,0.13716747252640263,0.024308840569003787,0.0005909197298092444,True,False
parameter_recovery,14,12,100,2,0.0,0.5,0.0,0.13716747252640263,0.10875,0.40172422338962205,,schedule_conditioned,0.10648132228186684,0.06837400322740829,-0.027531724043853414,0.2404943686075871,True,0.13716747252640263,-0.03068615024453579,0.0009416398168302239,True,False
parameter_recovery,14,12,100,2,0.0,0.5,0.0,0.13716747252640263,0.10875,0.40172422338962205,,oracle,0.1642422542013857,0.05528459864929438,0.0558844408487687,0.2726000675540027,True,0.13716747252640263,0.02707478167498306,0.0007330438027479986,True,False
parameter_recovery,15,12,100,2,0.0,0.5,0.0,0.1396588240371872,0.08625,0.3983346325233737,,naive,0.1574419298707948,0.06585883424268894,0.028358614755124467,0.28652524498646514,True,0.1396588240371872,0.017783105833607593,0.0003162388530892884,True,False
parameter_recovery,15,12,100,2,0.0,0.5,0.0,0.1396588240371872,0.08625,0.3983346325233737,,history,0.19738454666724467,0.07903905230709171,0.042468004145344906,0.35230108918914443,True,0.1396588240371872,0.05772572263005746,0.0033322590531623276,True,False
parameter_recovery,15,12,100,2,0.0,0.5,0.0,0.1396588240371872,0.08625,0.3983346325233737,,schedule_conditioned,0.2311427113810465,0.10452687329003142,0.026270039732584904,0.4360153830295081,True,0.1396588240371872,0.09148388734385929,0.008369301643543938,True,False
parameter_recovery,15,12,100,2,0.0,0.5,0.0,0.1396588240371872,0.08625,0.3983346325233737,,oracle,0.21314794987854183,0.08227094718798297,0.051896893390095206,0.3743990063669884,True,0.1396588240371872,0.07348912584135461,0.005400651616926455,True,False
parameter_recovery,16,12,100,2,0.0,0.5,0.0,0.13703240145670506,0.10833333333333334,0.39060834298755953,,naive,0.09152342946622581,0.06395783658976104,-0.03383393024970581,0.21688078918215742,True,0.13703240145670506,-0.04550897199047925,0.002071066531630225,True,False
parameter_recovery,16,12,100,2,0.0,0.5,0.0,0.13703240145670506,0.10833333333333334,0.39060834298755953,,history,0.14361556644203322,0.061305972304951384,0.02345586072432851,0.26377527215973795,True,0.13703240145670506,0.006583164985328155,4.333806122405065e-05,True,False
parameter_recovery,16,12,100,2,0.0,0.5,0.0,0.13703240145670506,0.10833333333333334,0.39060834298755953,,schedule_conditioned,0.14727689369866206,0.06064388869959704,0.028414871847451867,0.26613891554987223,True,0.13703240145670506,0.010244492241957004,0.00010494962129551725,True,False
parameter_recovery,16,12,100,2,0.0,0.5,0.0,0.13703240145670506,0.10833333333333334,0.39060834298755953,,oracle,0.146622119969117,0.06470962765554174,0.019791249764255198,0.27345299017397884,True,0.13703240145670506,0.009589718512411943,9.196270114729633e-05,True,False
parameter_recovery,17,12,100,2,0.0,0.5,0.0,0.13723793605528858,0.12125,0.3960476590360519,,naive,0.13007029337098341,0.07511320559132789,-0.01715158958801924,0.27729217632998604,True,0.13723793605528858,-0.00716764268430517,5.137510164987342e-05,True,False
parameter_recovery,17,12,100,2,0.0,0.5,0.0,0.13723793605528858,0.12125,0.3960476590360519,,history,0.159765224914986,0.07871123757403654,0.005491199269874375,0.3140392505600976,True,0.13723793605528858,0.022527288859697403,0.0005074787433682467,True,False
parameter_recovery,17,12,100,2,0.0,0.5,0.0,0.13723793605528858,0.12125,0.3960476590360519,,schedule_conditioned,0.14687782503541644,0.0895054945467736,-0.028552944276259817,0.3223085943470927,True,0.13723793605528858,0.009639888980127853,9.292745954919042e-05,True,False
parameter_recovery,17,12,100,2,0.0,0.5,0.0,0.13723793605528858,0.12125,0.3960476590360519,,oracle,0.17005773608172975,0.08191137932548836,0.009511432603772546,0.330604039559687,True,0.13723793605528858,0.032819800026441165,0.0010771392737755874,True,False
parameter_recovery,18,12,100,2,0.0,0.5,0.0,0.1372474163944483,0.10375,0.387297333732176,,naive,0.12489391920246719,0.05280768363733487,0.021390859273290846,0.22839697913164353,True,0.1372474163944483,-0.012353497191981103,0.000152608892872285,True,False
parameter_recovery,18,12,100,2,0.0,0.5,0.0,0.1372474163944483,0.10375,0.387297333732176,,history,0.18551788099311242,0.05200166194415231,0.0835946235825739,0.28744113840365093,True,0.1372474163944483,0.04827046459866413,0.002330037752570887,True,False
parameter_recovery,18,12,100,2,0.0,0.5,0.0,0.1372474163944483,0.10375,0.387297333732176,,schedule_conditioned,0.1711598507606879,0.06688190362141319,0.04007131966271804,0.30224838185865777,True,0.1372474163944483,0.03391243436623961,0.0011500532046445095,True,False
parameter_recovery,18,12,100,2,0.0,0.5,0.0,0.1372474163944483,0.10375,0.387297333732176,,oracle,0.18873034570455527,0.05326639314589111,0.0843282151386087,0.2931324762705018,True,0.1372474163944483,0.05148292931010698,0.002650492010349472,True,False
parameter_recovery,19,12,100,2,0.0,0.5,0.0,0.1397329435973011,0.10666666666666667,0.41581701837101015,,naive,0.12821757074283333,0.08818266970777458,-0.044620461884404855,0.30105560337007153,True,0.1397329435973011,-0.01151537285446777,0.0001326038119774132,True,False
parameter_recovery,19,12,100,2,0.0,0.5,0.0,0.1397329435973011,0.10666666666666667,0.41581701837101015,,history,0.18365972420280616,0.06373200475308567,0.058744994886758245,0.30857445351885404,True,0.1397329435973011,0.04392678060550506,0.0019295620543641756,True,False
parameter_recovery,19,12,100,2,0.0,0.5,0.0,0.1397329435973011,0.10666666666666667,0.41581701837101015,,schedule_conditioned,0.20308704103663025,0.07306328310583163,0.05988300614920025,0.3462910759240603,True,0.1397329435973011,0.06335409743932915,0.004013741662352013,True,False
parameter_recovery,19,12,100,2,0.0,0.5,0.0,0.1397329435973011,0.10666666666666667,0.41581701837101015,,oracle,0.17746787136001338,0.06507569987841456,0.04991949959832084,0.30501624312170594,True,0.1397329435973011,0.037734927762712284,0.0014239247732571142,True,False
parameter_recovery,20,12,100,2,0.0,0.5,0.0,0.138083754057348,0.08458333333333333,0.40628628147331275,,naive,0.13732371810177338,0.057068040492100604,0.0254703587372562,0.24917707746629056,True,0.138083754057348,-0.0007600359555746117,5.776546537662131e-07,True,False
parameter_recovery,20,12,100,2,0.0,0.5,0.0,0.138083754057348,0.08458333333333333,0.40628628147331275,,history,0.17984484874099463,0.05344903636211121,0.07508473747125666,0.2846049600107326,True,0.138083754057348,0.04176109468364664,0.0017439890291764996,True,False
parameter_recovery,20,12,100,2,0.0,0.5,0.0,0.138083754057348,0.08458333333333333,0.40628628147331275,,schedule_conditioned,0.20180115417850472,0.07038865535590265,0.06383938968093553,0.3397629186760739,True,0.138083754057348,0.06371740012115673,0.004059907078199584,True,False
parameter_recovery,20,12,100,2,0.0,0.5,0.0,0.138083754057348,0.08458333333333333,0.40628628147331275,,oracle,0.17119292947291098,0.05740793573966205,0.05867337542317337,0.2837124835226486,True,0.138083754057348,0.03310917541556299,0.0010962174966985209,True,False
parameter_recovery,21,12,100,2,0.0,0.5,0.0,0.13813639076231687,0.11666666666666667,0.41604417813266975,,naive,0.17393639289582954,0.06481136732154283,0.046906112945605594,0.3009666728460535,True,0.13813639076231687,0.03580000213351267,0.0012816401527595118,True,False
parameter_recovery,21,12,100,2,0.0,0.5,0.0,0.13813639076231687,0.11666666666666667,0.41604417813266975,,history,0.23060006967379118,0.07922905800198163,0.0753111159899072,0.38588902335767516,True,0.13813639076231687,0.0924636789114743,0.008549531917844218,True,False
parameter_recovery,21,12,100,2,0.0,0.5,0.0,0.13813639076231687,0.11666666666666667,0.41604417813266975,,schedule_conditioned,0.23723284056716382,0.08056022136266212,0.07933480669634604,0.39513087443798156,True,0.13813639076231687,0.09909644980484694,0.009820106363924549,True,False
parameter_recovery,21,12,100,2,0.0,0.5,0.0,0.13813639076231687,0.11666666666666667,0.41604417813266975,,oracle,0.238082700515026,0.07604257305574279,0.08903925732577014,0.3871261437042819,True,0.13813639076231687,0.09994630975270913,0.00998926483318448,True,False
parameter_recovery,22,12,100,2,0.0,0.5,0.0,0.13565595747318393,0.10666666666666667,0.4115066851574106,,naive,-0.00579676456913181,0.06178758494714292,-0.12690043106553192,0.11530690192726831,True,0.13565595747318393,-0.14145272204231574,0.020008872573180635,False,True
parameter_recovery,22,12,100,2,0.0,0.5,0.0,0.13565595747318393,0.10666666666666667,0.4115066851574106,,history,0.04089243952311126,0.050771019862570335,-0.058618759407526595,0.14040363845374912,True,0.13565595747318393,-0.09476351795007268,0.008980124334273747,True,False
parameter_recovery,22,12,100,2,0.0,0.5,0.0,0.13565595747318393,0.10666666666666667,0.4115066851574106,,schedule_conditioned,0.05467084125033347,0.06482718366685294,-0.07239043873669829,0.18173212123736524,True,0.13565595747318393,-0.08098511622285046,0.0065585890496285965,True,False
parameter_recovery,22,12,100,2,0.0,0.5,0.0,0.13565595747318393,0.10666666666666667,0.4115066851574106,,oracle,0.03838766010377619,0.0507521220857519,-0.06108649918429753,0.1378618193918499,True,0.13565595747318393,-0.09726829736940773,0.00946112167314353,True,False
parameter_recovery,23,12,100,2,0.0,0.5,0.0,0.13783634177359083,0.105,0.4367332685300814,,naive,0.1902847183027244,0.07516523138615874,0.04296086478585326,0.3376085718195955,True,0.13783634177359083,0.05244837652913356,0.002750832200541768,True,False
parameter_recovery,23,12,100,2,0.0,0.5,0.0,0.13783634177359083,0.105,0.4367332685300814,,history,0.27917584849254967,0.07342461394837306,0.13526360515373848,0.42308809183136087,True,0.13783634177359083,0.14133950671895884,0.01997685615955861,True,False
parameter_recovery,23,12,100,2,0.0,0.5,0.0,0.13783634177359083,0.105,0.4367332685300814,,schedule_conditioned,0.3344618749476749,0.08477360899457441,0.16830560131830904,0.5006181485770407,True,0.13783634177359083,0.19662553317408404,0.038661600295992825,False,False
parameter_recovery,23,12,100,2,0.0,0.5,0.0,0.13783634177359083,0.105,0.4367332685300814,,oracle,0.27634965138560724,0.07669933987061385,0.1260189452392041,0.4266803575320104,True,0.13783634177359083,0.1385133096120164,0.019185936939674318,True,False
parameter_recovery,24,12,100,2,0.0,0.5,0.0,0.13575233260803127,0.11833333333333333,0.392950047387161,,naive,0.05725832280232172,0.07144491592955997,-0.0827737124196158,0.19729035802425926,True,0.13575233260803127,-0.07849400980570954,0.006161309575378826,True,False
parameter_recovery,24,12,100,2,0.0,0.5,0.0,0.13575233260803127,0.11833333333333333,0.392950047387161,,history,0.1652631552217801,0.07187315173691483,0.02439177781742702,0.30613453262613316,True,0.13575233260803127,0.02951082261374882,0.0008708886513401488,True,False
parameter_recovery,24,12,100,2,0.0,0.5,0.0,0.13575233260803127,0.11833333333333333,0.392950047387161,,schedule_conditioned,0.16934620004605389,0.059725787544048184,0.05228365645971944,0.28640874363238833,True,0.13575233260803127,0.03359386743802262,0.0011285479294434362,True,False
parameter_recovery,24,12,100,2,0.0,0.5,0.0,0.13575233260803127,0.11833333333333333,0.392950047387161,,oracle,0.1703775121076183,0.07122870798771758,0.030769244451691852,0.3099857797635448,True,0.13575233260803127,0.034625179499587044,0.001198903055378623,True,False
parameter_recovery,25,12,100,2,0.0,0.5,0.0,0.13790461753086677,0.10166666666666667,0.4061651356189471,,naive,0.17609170947449013,0.10127694271085064,-0.022411098238777127,0.3745945171877574,True,0.13790461753086677,0.03818709194362335,0.0014582539911107435,True,False
parameter_recovery,25,12,100,2,0.0,0.5,0.0,0.13790461753086677,0.10166666666666667,0.4061651356189471,,history,0.33015931467298154,0.10300221290148405,0.1282749773860728,0.5320436519598903,True,0.13790461753086677,0.19225469714211477,0.03696186857320627,True,False
parameter_recovery,25,12,100,2,0.0,0.5,0.0,0.13790461753086677,0.10166666666666667,0.4061651356189471,,schedule_conditioned,0.36865538335805437,0.10155594142856846,0.1696057381580602,0.5677050285580485,True,0.13790461753086677,0.2307507658271876,0.05324591592983356,False,False
parameter_recovery,25,12,100,2,0.0,0.5,0.0,0.13790461753086677,0.10166666666666667,0.4061651356189471,,oracle,0.3394734266783826,0.10249772621435108,0.1385778832982545,0.5403689700585107,True,0.13790461753086677,0.20156880914751582,0.04062998482114766,False,False
parameter_recovery,26,12,100,2,0.0,0.5,0.0,0.13950087767184755,0.095,0.38392412568127177,,naive,0.1505970263044016,0.08650464183448502,-0.01895207169118901,0.32014612429999223,True,0.13950087767184755,0.011096148632554065,0.00012312451447573145,True,False
parameter_recovery,26,12,100,2,0.0,0.5,0.0,0.13950087767184755,0.095,0.38392412568127177,,history,0.18421568405663286,0.08478754839201938,0.01803208920827487,0.35039927890499084,True,0.13950087767184755,0.04471480638478531,0.0019994139100288372,True,False
