study,replication,n_participants,n_items,n_stages,perturbation_log_days,perturbation_compliance,context_strength,estimator,truth,estimate,standard_error,normal_ci_low,normal_ci_high,participant_t_ci_low,participant_t_ci_high,converged,bias,squared_error,normal_covered,participant_t_covered,normal_detected_positive,participant_t_detected_positive,failure_rate,planned_actual_spearman,lpm_estimate,lpm_standard_error,absolute_estimate_difference,absolute_standard_error_difference
micro_randomized_wcls,28,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005127147333254981,0.008615077960177261,0.013075575063069594,-0.01701304916343914,0.034243205083793665,-0.020164068713303195,0.03739422463365772,true,0.00348793062692228,1.2165660058222448e-5,true,true,false,false,0.11666666666666667,0.7311616538475093,0.008615077960186658,0.013075575063068934,9.396997069366364e-15,6.591949208711867e-16
micro_randomized_wcls,29,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.0047458068547684825,0.016487042917987,0.014575577758265118,-0.012081089488212633,0.04505517532418663,-0.015593587427716271,0.04856767326369027,true,0.011741236063218516,0.00013785662429222304,true,true,false,false,0.105,0.7480345465337754,0.016487042917995087,0.014575577758265184,8.087280845003875e-15,6.591949208711867e-17
micro_randomized_wcls,29,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.0047458068547684825,0.017685137721116906,0.014827738259034403,-0.011377229266590523,0.046747504708824335,-0.014950494144740832,0.050320769586974644,true,0.012939330866348422,0.00016742628326883702,true,true,false,false,0.105,0.7480345465337754,0.017685137721124927,0.014827738259034294,8.021361352916756e-15,1.0928757898653885e-16
micro_randomized_wcls,30,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005564333986256938,0.002750217314416943,0.014523344421675268,-0.025715537752066583,0.03121597238090047,-0.029215448232589994,0.03471588286142388,true,-0.0028141166718399953,7.919252642727812e-6,true,true,false,false,0.12583333333333332,0.7774367773327738,0.002750217314427337,0.014523344421674456,1.0394029387184034e-14,8.118505867571457e-16
micro_randomized_wcls,30,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005564333986256938,0.0032661775561807957,0.01435989334508922,-0.024879213400194077,0.031411568512555665,-0.028339734596859244,0.03487208970922084,true,-0.0022981564300761427,5.28152297710032e-6,true,true,false,false,0.12583333333333332,0.7774367773327738,0.003266177556191116,0.014359893345088604,1.032030363945502e-14,6.158268339717665e-16
micro_randomized_wcls,31,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005070022029769993,-0.009559748777078325,0.012038920914623354,-0.0331560337697401,0.01403653621558345,-0.03605723505368118,0.016937737499524527,true,-0.014629770806848318,0.00021403019386091127,true,true,false,false,0.11791666666666667,0.728092197585451,-0.009559748777068113,0.012038920914622987,1.0212317103075463e-14,3.677613769070831e-16
micro_randomized_wcls,31,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005070022029769993,-0.010396014630210766,0.011446246782154995,-0.032830658323234556,0.012038629062813026,-0.03558903393648057,0.014797004676059043,true,-0.01546603665998076,0.00023919828996786882,true,true,false,false,0.11791666666666667,0.728092197585451,-0.010396014630200363,0.011446246782154727,1.0403136685432912e-14,2.688821387764051e-16
micro_randomized_wcls,32,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005146809548263922,-0.008532234777432037,0.012020397797415983,-0.03209221446036736,0.015027744905503288,-0.034988951947942826,0.01792448239307875,true,-0.013679044325695958,0.00018711625366435477,true,true,false,false,0.12583333333333332,0.7399662838483132,-0.008532234777421164,0.012020397797415537,1.0873246747422627e-14,4.458239333260394e-16
micro_randomized_wcls,32,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005146809548263922,-0.007607390991910805,0.01274179447278049,-0.032581308158560564,0.017366526174738956,-0.03565189153943832,0.02043710955561671,true,-0.012754200540174726,0.0001626696314189933,true,true,false,false,0.12583333333333332,0.7399662838483132,-0.00760739099189991,0.012741794472779807,1.0894930790872337e-14,6.83481049534862e-16
micro_randomized_wcls,33,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004775529015123392,0.010073091546726523,0.011044964084706019,-0.011575038059297273,0.03172122115275032,-0.014236710497456546,0.03438289359090959,true,0.005297562531603131,2.8064168776245374e-5,true,true,false,false,0.10875,0.7019369291557168,0.010073091546735174,0.011044964084705372,8.651065974696337e-15,6.47051856539349e-16
