replication,learner_family,scheduler_family,n_stages,failure_rate,selected_family,selected_parameter,rl_parameter_within_family,bayesian_parameter_within_family,rl_nll,bayesian_nll,rl_state_rmse,bayesian_state_rmse,rl_state_correlation,bayesian_state_correlation,rl_unsigned_pe_correlation,bayesian_unsigned_pe_correlation,rl_policy_rmse,bayesian_policy_rmse
96,RL,RL,8,0.08770833333333333,RL,0.25,0.25,0.65,2703.866729224196,2706.646166413815,0.2411997335175134,0.5846606887606415,0.9769315521354787,0.9449296137812708,0.9896487548384325,0.9757730246389011,0.1991370163037767,0.3201587285980456
97,RL,RL,8,0.09645833333333333,RL,0.25,0.25,0.65,2881.9893327396308,2891.3468575074294,0.22543429190686826,0.5979805681184042,0.9812429241638,0.9501435308136211,0.9902434300584085,0.9752387377872924,0.1994708430373688,0.32104982720201536
98,RL,RL,8,0.09770833333333333,RL,0.25,0.25,0.45,2942.541012859936,2946.004086393086,0.23064698278306028,0.5717806729214362,0.9769363011002039,0.9420507580532615,0.9903056871223607,0.9768245964137814,0.19755151109166552,0.3146467755184142
99,RL,RL,8,0.08385416666666666,RL,0.25,0.25,0.65,2655.50210174303,2668.528461730692,0.23680346949402234,0.6166597310923246,0.9756978722361223,0.9366722086960573,0.9904031123671246,0.9766532640694241,0.19821164917011913,0.3268393292648471
0,RL,Bayesian,2,0.11541666666666667,Bayesian,0.65,0.25,0.65,830.7412683320299,830.5256199362116,0.3088297418580712,0.345249068579049,0.9401820564061965,0.924390218993079,0.9623063496869757,0.9458270549609311,0.21192102336305926,0.2055666889492621
1,RL,Bayesian,2,0.11416666666666667,RL,0.3,0.3,0.65,818.7199543838617,820.0266917281341,0.2917730601259592,0.3230658314971036,0.9476167670879548,0.9352279752867783,0.9655039488087321,0.9508303346390151,0.20164086830346256,0.1983648036768064
2,RL,Bayesian,2,0.12291666666666666,RL,0.3,0.3,0.65,851.3304338726405,852.1185094464838,0.30099380545444854,0.3226765602605992,0.9377387223808793,0.9251663071836146,0.9587739524097764,0.9445480445086699,0.20644470741749682,0.20279045330163634
3,RL,Bayesian,2,0.10083333333333333,RL,0.3,0.3,0.65,765.564752712485,766.6811037440118,0.3032266500184606,0.34641863264924,0.9422771968759323,0.9254924356692843,0.9679016865440009,0.9513360946461584,0.20497316953133107,0.1988507025796384
4,RL,Bayesian,2,0.10625,Bayesian,0.65,0.3,0.65,795.9405456616919,795.5998871003876,0.3094849581380227,0.34746349863158266,0.9314115500438419,0.9152577952158316,0.9663616951714827,0.9527661361173793,0.20384976107374955,0.19899858858405228
5,RL,Bayesian,2,0.1225,RL,0.3,0.3,0.65,852.89246397202,853.2098812578552,0.3009855753039247,0.34462122636685166,0.955442509135024,0.9405205151325929,0.9666746697043048,0.948409316486132,0.20722751539737347,0.20309271801107023
6,RL,Bayesian,2,0.11166666666666666,Bayesian,0.65,0.2,0.65,817.2064890256095,817.0575395771949,0.2994481810173981,0.34090609903836816,0.945372463749249,0.9305770811253855,0.9669669643287631,0.952066916610555,0.2099944658632192,0.20490311608697487
7,RL,Bayesian,2,0.1175,Bayesian,0.65,0.2,0.65,850.1772737893974,849.9968356647497,0.30702125954738185,0.3394691491445506,0.9326334516277933,0.9185948238048313,0.963255099933409,0.94953520997645,0.20472660409689383,0.19984809830192943
8,RL,Bayesian,2,0.10958333333333334,RL,0.3,0.3,0.65,815.3776930442909,815.5881305652991,0.2992708951074233,0.3471036126893417,0.930236695783876,0.9072893557743761,0.962708395039648,0.9432563877863722,0.20017759788449646,0.19489589005905297
9,RL,Bayesian,2,0.11208333333333333,RL,0.3,0.3,0.65,807.3011941454814,809.5899106988729,0.3024778090547156,0.3451054935493282,0.951318446156231,0.9359932685531069,0.9614094690775931,0.9437006148992464,0.19952715425296577,0.19470409216063014
10,RL,Bayesian,2,0.12125,RL,0.3,0.3,0.65,865.3926182367463,866.5960806293681,0.30111271367346265,0.34286416474890336,0.9436581865283671,0.9291051225604608,0.9593572392357286,0.9408795177949859,0.2035025526569136,0.19963399572421653
11,RL,Bayesian,2,0.12375,Bayesian,0.65,0.25,0.65,872.3345495452988,871.4408299265638,0.3065337110240878,0.3412356735465948,0.9396044597563685,0.9255688166278757,0.960091396360026,0.9438394957034291,0.20713929135354986,0.20319904648112522
12,RL,Bayesian,2,0.12083333333333333,RL,0.25,0.25,0.65,859.9365501759412,859.9394675605272,0.29938975080498426,0.33441981750463246,0.9391802814348339,0.9252966148725897,0.9650222948566582,0.9512306368041455,0.20496557263703621,0.2007434614455465
13,RL,Bayesian,2,0.12416666666666666,RL,0.3,0.3,0.65,868.5373118058378,869.2010367867279,0.2952814537317345,0.3372395384170225,0.9529610434261849,0.94054329997021,0.9653158611334901,0.9495070427092832,0.20471633859223082,0.20054404398494663
14,RL,Bayesian,2,0.10541666666666667,RL,0.3,0.3,0.65,778.3149407805845,778.5068059058699,0.3042106994397896,0.3444260341526223,0.9406819080614096,0.9234556624314543,0.9658547246149489,0.9484713227478376,0.20920662307476692,0.2020569825276316
15,RL,Bayesian,2,0.125,Bayesian,0.65,0.25,0.65,881.0038671353358,880.9307350111822,0.2918815828037782,0.3261361084754444,0.9440323502073354,0.9308350885764877,0.9588203854606907,0.942281524340522,0.20341276059293908,0.1990169029348614
16,RL,Bayesian,2,0.10541666666666667,RL,0.25,0.25,0.65,780.616688273703,781.333547403485,0.30942917715227636,0.3568312210711285,0.9461422192570095,0.9309632175961121,0.9662622940061762,0.9499518093140543,0.20911970964911802,0.20212616382868961
17,RL,Bayesian,2,0.09916666666666667,Bayesian,0.45,0.2,0.45,766.5291783383477,765.7140557111813,0.3080463753194917,0.3509810692400781,0.937768481077581,0.9182158477008312,0.9706441096369646,0.9540989304887697,0.2045513683736832,0.19815577731117465
18,RL,Bayesian,2,0.105,Bayesian,0.45,0.2,0.45,788.5927340613695,788.1785931215376,0.2935428379239447,0.3365172512308641,0.9427371482601874,0.92906765184494,0.9691295449455942,0.9552867258817546,0.20468386582588843,0.20021096454437956
19,RL,Bayesian,2,0.11,RL,0.3,0.3,0.65,783.1420920338566,784.4631874529508,0.29492731744033945,0.3507418194650505,0.9605184782371431,0.9476979613720093,0.973818799192222,0.9589667900368486,0.20521325764670725,0.1975789888812003
20,RL,Bayesian,2,0.12041666666666667,Bayesian,0.65,0.3,0.65,861.9777942821224,861.3740045829738,0.31054845290166666,0.3448610174035593,0.9419509443863074,0.9262626165109222,0.9647542734729522,0.9482558978267839,0.20217293757392243,0.1973885882481178
21,RL,Bayesian,2,0.11125,RL,0.15,0.15,0.2,826.4314054270598,826.6768496739331,0.30940641514359296,0.34173546242026864,0.9306084611806481,0.9123480657438281,0.9661719167537214,0.9502255669767674,0.20720543775797123,0.20209410767791364
22,RL,Bayesian,2,0.11541666666666667,RL,0.3,0.3,0.65,830.2678878098852,830.3423859961763,0.29875969752276793,0.33546822998393555,0.9468306843702889,0.9332935375458761,0.9622586022080862,0.9459127977239326,0.2054098253285379,0.20057390461056773
23,RL,Bayesian,2,0.12208333333333334,RL,0.15,0.15,0.2,868.5991270240361,869.2590343059011,0.2921738035880932,0.3301747495342231,0.9529492447178481,0.938964674218444,0.9707753801808177,0.9573719289781777,0.2074953545020371,0.20097090970276435
24,RL,Bayesian,2,0.11375,RL,0.4,0.4,0.65,813.3854366824551,815.0082107820972,0.29905857438076466,0.3435368033988107,0.9523419310390862,0.939728761242135,0.9692917704920286,0.9551735656087764,0.20812978400699528,0.20054166201617263
25,RL,Bayesian,2,0.10958333333333334,RL,0.3,0.3,0.65,797.958214482364,798.3246205191637,0.29802843946648455,0.32657076874964064,0.9398279956156511,0.9255999867130039,0.9658499080983903,0.9521463952278026,0.20223336105049364,0.1975206279187162
26,RL,Bayesian,2,0.12583333333333332,RL,0.25,0.25,0.65,876.722739366453,878.3702386908807,0.29300182132881714,0.33147076187296337,0.9455767270472624,0.9285044024166168,0.9648009167655023,0.9482249310654582,0.1999949944903262,0.19396447568616754
27,RL,Bayesian,2,0.10875,RL,0.3,0.3,0.65,798.2213142589474,799.3318765879278,0.3104929268174902,0.33878861186384585,0.9366187030230105,0.9227084988071176,0.9632539505904069,0.9474084579990639,0.20494661900141894,0.19972802927634256
28,RL,Bayesian,2,0.10916666666666666,RL,0.4,0.4,0.65,805.5155799832899,806.6351766977648,0.302614597109147,0.3523524946530841,0.9418245907647864,0.9237082722381644,0.9630694288717457,0.9450911312355189,0.20797339211145713,0.20150955132620624
29,RL,Bayesian,2,0.11375,RL,0.2,0.2,0.65,831.4080319317139,831.4499561367504,0.30289987515111855,0.346447914219064,0.9450473669869583,0.9306628431680024,0.9708733510769813,0.9579553964137516,0.20553954893940707,0.19752518725800652
30,RL,Bayesian,2,0.10666666666666667,RL,0.3,0.3,0.65,798.9347064412179,800.8341355419498,0.3152490154330566,0.34926581261625367,0.9241203585052017,0.9046699466212125,0.9555258566375416,0.9372054312152983,0.20079189841386874,0.19601654245503428
31,RL,Bayesian,2,0.105,RL,0.4,0.4,0.65,764.1155738306347,769.0397755891745,0.2928457959787441,0.3302241966891516,0.9419761505908703,0.9280714202784954,0.9621548669947797,0.9471108973810064,0.2105128998882973,0.20436890156346801
32,RL,Bayesian,2,0.12833333333333333,Bayesian,0.45,0.2,0.45,915.6214123578156,914.7361294775296,0.3076076714088146,0.3442165006129536,0.9332195586997625,0.9115381997767831,0.9648773366870528,0.9466345635530682,0.20540316611007398,0.20031246857494983
33,RL,Bayesian,2,0.11208333333333333,Bayesian,0.45,0.2,0.45,838.3928700404283,838.2451668547119,0.2932877094990053,0.3266380454758381,0.9256039570970611,0.9049722589527383,0.962081372224775,0.9450528019781249,0.20595296024218282,0.2004560491604067
34,RL,Bayesian,2,0.12125,RL,0.25,0.25,0.65,856.9219165065645,857.1418166232265,0.30408843583434186,0.3416426268093831,0.9449565419971703,0.9301417744049972,0.9647548126655202,0.949085344756557,0.2062195822660421,0.20048593780290042
35,RL,Bayesian,2,0.11333333333333333,RL,0.4,0.4,0.65,822.1759416074665,823.96483542893,0.29551116406852,0.3358917615618724,0.936055079514597,0.918972556672409,0.957382095073646,0.9376641330724372,0.20365600267253725,0.1996075494707806
36,RL,Bayesian,2,0.11583333333333333,Bayesian,0.65,0.25,0.65,836.9256040431883,836.088952689257,0.3081631348700606,0.3326954532450394,0.928978910067686,0.9128416271668821,0.9659209617303239,0.9522176745907738,0.20773315450950075,0.20240711981016143
37,RL,Bayesian,2,0.11041666666666666,Bayesian,0.3,0.2,0.3,815.6706646665655,815.199490405794,0.30112994688008693,0.33197333745704843,0.9407916352305586,0.9264850800782155,0.9680273207967753,0.9529127066377906,0.2061995186131738,0.20128239247697838
38,RL,Bayesian,2,0.11416666666666667,RL,0.3,0.3,0.65,826.1670227325662,827.7726843974885,0.2999824334010602,0.33934947353217615,0.9435065321277553,0.9282638681826498,0.9635383949841992,0.9469965396014047,0.2057855468818788,0.1999825278778657
39,RL,Bayesian,2,0.10916666666666666,Bayesian,0.65,0.25,0.65,813.0396034060584,812.4085735244532,0.3114292982045018,0.3468844531629615,0.9205433880280582,0.9010888845304301,0.9638547749162243,0.9482478239509724,0.2016045947310255,0.19665209566532074
40,RL,Bayesian,2,0.11416666666666667,RL,0.3,0.3,0.65,825.5923443960162,825.9631393340951,0.3005811446248605,0.3331847661943988,0.9215399672341064,0.9010159021882232,0.9541696587076871,0.9340789837061256,0.19551854298612434,0.191865103015938
41,RL,Bayesian,2,0.10333333333333333,Bayesian,0.65,0.25,0.65,780.1229019566921,779.790235082788,0.30503813835870974,0.3391518611821051,0.9419604062895166,0.9269847213158466,0.9652120009607209,0.9494859331808222,0.20617170911604477,0.2008265216443102
42,RL,Bayesian,2,0.1225,Bayesian,0.65,0.3,0.65,870.7903455141922,870.1584783340327,0.2971315887778012,0.3504643748360418,0.952580680246297,0.9328673142010225,0.9696892650600479,0.9528349799456247,0.20853715414641663,0.20135582965116877
43,RL,Bayesian,2,0.11041666666666666,Bayesian,0.65,0.25,0.65,826.7017736135961,826.1411389849229,0.3057867220492007,0.3464636931167799,0.925431606728925,0.9074575527914569,0.955321227430614,0.9354970659216452,0.20593734621637272,0.20198915347961216
44,RL,Bayesian,2,0.14416666666666667,Bayesian,0.65,0.3,0.65,977.3264098649274,975.8054861497747,0.302112815437449,0.3381552507079864,0.9434130309174141,0.9279060222593708,0.9646949564369655,0.947523383246304,0.20155045575437186,0.19588070067559873
45,RL,Bayesian,2,0.11958333333333333,RL,0.25,0.25,0.65,858.783810223818,858.8229349050271,0.29513305320733435,0.3356831479579392,0.9470620787944675,0.9315387246638391,0.9681259770774648,0.9525034922334618,0.20663062745729754,0.20108378435845195
46,RL,Bayesian,2,0.10625,RL,0.3,0.3,0.65,791.678208134223,791.6834449776513,0.3022485109798037,0.33164675318041975,0.933372537751779,0.9176194248557407,0.964137102388766,0.9482611139325087,0.2026348212086186,0.19898949249042136
47,RL,Bayesian,2,0.11375,Bayesian,0.45,0.2,0.45,828.1370220538815,827.7380381121818,0.2852464206522257,0.32339908128427186,0.9504670188741342,0.938349425392924,0.9681626019520514,0.9543965240552003,0.20162812229148533,0.19813617079739634
48,RL,Bayesian,2,0.10875,RL,0.25,0.25,0.65,792.000734886387,792.2860031922824,0.2895291008547261,0.3321106098293855,0.9425167641435874,0.9271588753496958,0.9621102504173862,0.943974141206025,0.20093450360620282,0.19504081042994229
49,RL,Bayesian,2,0.12125,Bayesian,0.65,0.25,0.65,869.6979029924121,869.4160518848591,0.3062683216024352,0.3487406502041105,0.9419102457046477,0.9207264995822645,0.9638288698153135,0.9434327587516358,0.20059640214962388,0.19435042569632738
50,RL,Bayesian,2,0.12583333333333332,RL,0.3,0.3,0.65,889.12590018958,889.2573921603511,0.30231088919976784,0.33040721902938036,0.9328272014108846,0.9169135815427114,0.9543546738897222,0.9360163392556251,0.200853861103468,0.1974923417706835
51,RL,Bayesian,2,0.12041666666666667,Bayesian,0.65,0.25,0.65,862.3372421882141,862.2137368086917,0.2921406827860652,0.3226775832095068,0.9489656869367112,0.9362252588720923,0.9684453071762844,0.954453962218955,0.2069909457170127,0.2016027399067587
52,RL,Bayesian,2,0.10666666666666667,RL,0.25,0.25,0.65,784.8208817692919,785.5321379483472,0.30209715915619634,0.33340033796621943,0.9354778758367231,0.9202539192979556,0.9635484300935102,0.9491781251439467,0.20608336143089323,0.20112545873345386
53,RL,Bayesian,2,0.10625,RL,0.3,0.3,0.65,780.6414697549515,781.3811304024478,0.30178272210634954,0.3489236702078505,0.9489812474110515,0.9329416878299993,0.9694374636234081,0.9534864340583213,0.20150255891184493,0.19582033083916767
54,RL,Bayesian,2,0.12291666666666666,Bayesian,0.02,0.1,0.02,857.8511053141268,857.3744615892151,0.29003190479364455,0.3270704329445181,0.9515153971962792,0.9381942857856485,0.9680236729891163,0.9505660331269494,0.20071351586864108,0.19648865996735415
55,RL,Bayesian,2,0.10125,Bayesian,0.65,0.25,0.65,779.3990350019872,778.9274210332331,0.3085181450064008,0.3488663266801392,0.9312947852127815,0.9147888349286533,0.9657181186679445,0.9500946188065561,0.20837750968495483,0.20252098380358083
56,RL,Bayesian,2,0.13,Bayesian,0.65,0.3,0.65,908.3525458859472,908.2688003460838,0.2957496670489884,0.34042755709438527,0.9393549149098404,0.9171146345118358,0.9632030048354393,0.9428689252835245,0.20422036431214785,0.19899884303536014
57,RL,Bayesian,2,0.09416666666666666,RL,0.3,0.3,0.65,718.5275200128945,720.3394923179599,0.3027368423095667,0.32820107746014077,0.9460010877530031,0.9346762246939457,0.9665390838995006,0.9528603307987393,0.20498760285673476,0.19920562225692226
58,RL,Bayesian,2,0.11625,RL,0.3,0.3,0.65,825.6385747956468,826.6210424742245,0.29507785220232824,0.32205118325439563,0.9459070064363102,0.9321950752832289,0.962846731637192,0.947470125735876,0.20356831428501662,0.19953179774181734
59,RL,Bayesian,2,0.11125,RL,0.4,0.4,0.65,800.5545760529047,804.753168723429,0.30287369650714413,0.3384479213333489,0.9443410404197042,0.929690174947959,0.9609584075566974,0.9431777947824169,0.2011400008474176,0.19674661446942696
60,RL,Bayesian,2,0.10916666666666666,RL,0.3,0.3,0.65,793.5577244307829,793.89486940866,0.30446995612916644,0.34454019785938433,0.9437872838746568,0.9282564398752116,0.9685932042501944,0.953678364108916,0.20715506063600939,0.19937375252070963
61,RL,Bayesian,2,0.1075,RL,0.3,0.3,0.65,789.6259555906418,789.761850958266,0.29847934007431765,0.33812496146483084,0.9489284881673358,0.9358889009758262,0.9681409137766652,0.9543767439995754,0.20850214901317726,0.20254343246038178
62,RL,Bayesian,2,0.115,RL,0.4,0.4,0.65,832.7521423673904,834.3074238205829,0.29654335621987954,0.3367513703476807,0.9444887223353982,0.9289918330705911,0.9617956858292148,0.9442349571407235,0.20647666197084547,0.20082141246609148
63,RL,Bayesian,2,0.13333333333333333,RL,0.25,0.25,0.65,906.0625772029492,906.3744114252961,0.3033320456017419,0.33395499321086897,0.9250771118028297,0.9078657040163601,0.95613352713337,0.9382251187297952,0.2009315313883205,0.19724268657088018
64,RL,Bayesian,2,0.1175,Bayesian,0.65,0.25,0.65,849.0934786933726,848.6982987361495,0.30484029773702526,0.3398965954300733,0.9383637302002873,0.9218442439605898,0.963299869806016,0.9459628759770312,0.2024127267846344,0.19738076466601248
65,RL,Bayesian,2,0.1275,Bayesian,0.3,0.2,0.3,895.9558093952871,895.8404456070527,0.29149606907394143,0.32680317636565903,0.9423543522406577,0.9281132957377138,0.9591463585926515,0.9420029066157143,0.20272258657321876,0.1967540581220231
66,RL,Bayesian,2,0.105,Bayesian,0.65,0.3,0.65,786.0311709621974,785.5807957194577,0.29873112729441814,0.32884296438227467,0.930485102293619,0.9121256577008581,0.9642169819925863,0.9484352390214131,0.2013102839152258,0.1944963423456374
67,RL,Bayesian,2,0.1125,RL,0.3,0.3,0.65,819.4320233772276,819.6960699131337,0.29631987798223325,0.32894293719404744,0.9408992007843714,0.9270003138936649,0.962481188983787,0.9480438125717044,0.2069864314512238,0.2021395054392144
68,RL,Bayesian,2,0.10791666666666666,RL,0.4,0.4,0.65,798.3268680530053,801.3050759642289,0.29783952839303385,0.33978140568905685,0.9268622352072978,0.9048881391278408,0.9586650849400252,0.9401111741470086,0.20959432489551394,0.20389310826792156
69,RL,Bayesian,2,0.12708333333333333,RL,0.3,0.3,0.65,886.3142302296808,887.0445360434016,0.2888385432610654,0.32313725107358277,0.9409659454112888,0.9257984341494324,0.951916613716087,0.9325364180282488,0.20628148580012282,0.2024774807451115
70,RL,Bayesian,2,0.10958333333333334,Bayesian,0.12,0.15,0.12,820.8153443106477,820.1870390233142,0.2961064854826427,0.342833786998256,0.9420710707539065,0.9245786639417204,0.9708990041093515,0.955449273878447,0.20467277329427036,0.19915049799788867
71,RL,Bayesian,2,0.12125,RL,0.3,0.3,0.65,858.6238318440139,859.0485994131925,0.30814219522734954,0.3471176792213162,0.9415968609057735,0.9271016091306086,0.962100219780306,0.9460605403908242,0.20409314448745364,0.19952911861783967
72,RL,Bayesian,2,0.10875,Bayesian,0.65,0.25,0.65,824.7787898749696,824.2315329738035,0.29196183489281774,0.33528502873391225,0.9355359015075602,0.9172396028950499,0.9562994339045618,0.9373063620021499,0.203947021079337,0.19875632801069273
73,RL,Bayesian,2,0.12458333333333334,RL,0.15,0.15,0.02,885.6195181392593,885.7146130651419,0.29808012205246404,0.3380349275658502,0.9352765816137373,0.9178218890757652,0.9633161813475012,0.9460475332680096,0.2086593353540505,0.20302730059144097
74,RL,Bayesian,2,0.08875,RL,0.3,0.3,0.65,702.5949623695642,704.4184929830432,0.3147148550846977,0.35283677192000235,0.9239347836319434,0.9053427878810458,0.9627209004781878,0.9473536237449712,0.2056081324719007,0.19896802218250084
75,RL,Bayesian,2,0.11333333333333333,RL,0.4,0.4,0.65,820.6755975709377,822.2413503406112,0.30665694239776725,0.3453095517020459,0.9423242721566054,0.9285230709303164,0.9671189145310516,0.9534743021737545,0.20764591787747805,0.20173825201327092
76,RL,Bayesian,2,0.11541666666666667,Bayesian,0.45,0.2,0.45,831.5739046325386,831.3126403194854,0.2979342381923213,0.3373946919327084,0.9477496760015885,0.9331585533915002,0.971457087035248,0.9568706699448261,0.21162313122582066,0.20292857218944182
77,RL,Bayesian,2,0.13458333333333333,Bayesian,0.65,0.25,0.65,922.789840786997,922.6435926176026,0.2890215440759866,0.33423769917083673,0.9467098759706312,0.9300374472458903,0.9639170886908267,0.9467748497242802,0.2006310241678027,0.19762875696014354
78,RL,Bayesian,2,0.11583333333333333,Bayesian,0.65,0.3,0.65,842.4333285233597,842.0712432923938,0.3148451692229591,0.3511452396814207,0.9204579414608556,0.8998745167256168,0.9604124197586003,0.9443819921053347,0.20869506501189491,0.20547807402856008
79,RL,Bayesian,2,0.135,RL,0.4,0.4,0.65,916.5254168694927,919.268756684422,0.3133136203767188,0.354544042945955,0.9264360591522188,0.9048672625993479,0.9503065230337138,0.9289897109031272,0.20483412930349945,0.2005572117228491
80,RL,Bayesian,2,0.11666666666666667,Bayesian,0.65,0.2,0.65,864.1606653462072,862.5977570240689,0.3002701779277497,0.34478868470788115,0.942692261586726,0.926990344159855,0.96252276807723,0.9448239285804952,0.20629786389269578,0.2023982357071981
81,RL,Bayesian,2,0.10375,Bayesian,0.65,0.3,0.65,782.1026224448888,781.9802522397848,0.3000250531093907,0.35383658918829053,0.9472374133113991,0.932398520008268,0.9681456572573508,0.9514744514123795,0.20645658999281427,0.19988100502059228
82,RL,Bayesian,2,0.10458333333333333,Bayesian,0.65,0.25,0.65,778.9257175507712,778.6452478218654,0.31995369147080155,0.3557574566267325,0.9239430447051223,0.9048517594055548,0.9602984461396157,0.9425038888188098,0.2018280717960492,0.19618610760586436
83,RL,Bayesian,2,0.1125,Bayesian,0.65,0.25,0.65,825.3715988981737,824.9691579294732,0.30163903560630745,0.33311011191629364,0.9433520568936661,0.9304953014509714,0.9686981220204856,0.9548069503548554,0.20921817168920356,0.20319337038067783
84,RL,Bayesian,2,0.1025,Bayesian,0.12,0.15,0.12,778.0960288318709,777.2681071385547,0.30693469439546595,0.34689157170792956,0.9325500650296302,0.9154502425196066,0.9684020517588009,0.9537643164645648,0.20778457391637797,0.2028868263444123
85,RL,Bayesian,2,0.12125,RL,0.3,0.3,0.65,866.1879106541405,866.2048803028055,0.3023799147081675,0.3323654947438035,0.9308550062268,0.9122016337070924,0.9515082392669412,0.9306747291829881,0.1980707903482215,0.1928420764446071
86,RL,Bayesian,2,0.11083333333333334,RL,0.3,0.3,0.65,812.7064669834124,813.1271221089197,0.2943722037216421,0.3323654841841139,0.9394163093065044,0.9222202485451139,0.9708033575703411,0.95703727328549,0.2051233899935732,0.19793813766445492
87,RL,Bayesian,2,0.12541666666666668,Bayesian,0.45,0.2,0.45,889.259067907472,888.6771711041656,0.3076470582936636,0.3421816321479659,0.9334324822265181,0.9157748144145031,0.9623921235367437,0.9453570121227447,0.20691615833438598,0.20122834720990546
88,RL,Bayesian,2,0.09583333333333334,RL,0.3,0.3,0.65,738.6473015997697,739.1932726692792,0.3018817305511987,0.3407846521308346,0.9410869866580652,0.9273075949955556,0.9613466536025979,0.9458471203195344,0.20723309016141067,0.20225488010536577
89,RL,Bayesian,2,0.12416666666666666,Bayesian,0.65,0.3,0.65,873.2994011007686,873.2401733637148,0.2947062505460989,0.3317294814159334,0.9499817956685576,0.9342934022501297,0.9661342940603461,0.9500553194693361,0.20782374921094068,0.20067004916657605
90,RL,Bayesian,2,0.12583333333333332,RL,0.3,0.3,0.65,885.5044456722641,887.155723122124,0.2847466271560439,0.3416256231825896,0.9374869040816248,0.9124919616485849,0.9565731632757536,0.9349162263793176,0.20219744386735905,0.19835298964620024
91,RL,Bayesian,2,0.11666666666666667,Bayesian,0.65,0.25,0.65,842.4505507159037,842.2636879644494,0.29644144993531923,0.34261288181684335,0.9457063516373412,0.9306781099059177,0.9614839962179327,0.9431378787326539,0.203165441963354,0.19815848806106262
92,RL,Bayesian,2,0.08458333333333333,RL,0.3,0.3,0.65,682.060203145837,683.33194987331,0.3123638795120414,0.36323131348451043,0.9323021966754844,0.9074945444155389,0.9731438717224143,0.9572853787916386,0.20622556645260995,0.19993527619546142
93,RL,Bayesian,2,0.10375,RL,0.3,0.3,0.65,768.0634184311256,768.2583374644345,0.3015961665582736,0.3389580010676217,0.9401363288380138,0.9254205601185737,0.9634433276481986,0.9476870667536388,0.20931312761394358,0.20328647445265394
94,RL,Bayesian,2,0.10541666666666667,Bayesian,0.65,0.3,0.65,806.087351040326,805.5725494875207,0.29980746416303,0.3361059126594779,0.9352894337837329,0.9192185490833477,0.9615837678024398,0.9445030481347229,0.20250223975309603,0.19911595698223192
95,RL,Bayesian,2,0.13166666666666665,Bayesian,0.3,0.2,0.3,920.0154591886626,919.1624405355064,0.3019104366964257,0.3371564614531221,0.9379394763948854,0.9193729830391405,0.9643278338651768,0.947085026366027,0.20020116296128387,0.1955508033928869
96,RL,Bayesian,2,0.10166666666666667,RL,0.3,0.3,0.65,776.7005203211213,777.6179095502287,0.298675912160282,0.33530874464613003,0.9273518577125057,0.9106229156478888,0.9563025003583925,0.9365967545847926,0.20333599599845034,0.19777551051510503
97,RL,Bayesian,2,0.12833333333333333,RL,0.3,0.3,0.65,888.6899329184869,888.7577484984056,0.3020205426534529,0.337350273927747,0.9400466851335495,0.9219700740840752,0.9638599513472828,0.9465128231002249,0.20736278447182058,0.20267134942308845
98,RL,Bayesian,2,0.10666666666666667,RL,0.3,0.3,0.65,790.1863547269054,790.2513606055601,0.29377929082609683,0.34454459728984416,0.9502091565900669,0.9330882385179703,0.970980798185718,0.9553558998657556,0.2053538614873826,0.19753130335775418
99,RL,Bayesian,2,0.09458333333333334,RL,0.3,0.3,0.65,735.1058198227961,735.9332880062627,0.31228376133177876,0.34460737020827725,0.9442707331557547,0.9323582720664796,0.9662935167324784,0.9530147041294315,0.20378599058458338,0.19786565746569545
0,RL,Bayesian,8,0.08760416666666666,RL,0.25,0.25,0.45,2738.3788020212237,2746.447461347393,0.23618303978909994,0.5992677550116863,0.9776318880661526,0.9437633283402008,0.990645831509374,0.9766116622368853,0.3223469766214453,0.19707926091356717
1,RL,Bayesian,8,0.089375,RL,0.25,0.25,0.65,2739.998371670523,2743.9836695917484,0.2346383636634349,0.5971885855037913,0.9778657487441514,0.9438384394960407,0.9899515568287011,0.9744542996304151,0.3207450824550337,0.199892889659679
2,RL,Bayesian,8,0.08510416666666666,RL,0.25,0.25,0.65,2668.201275111408,2671.9383773806867,0.24365627499980838,0.6161378918776835,0.974421444416925,0.9326813938318936,0.9898951547299907,0.9751637274727353,0.32452707398315517,0.19674270872087177
3,RL,Bayesian,8,0.07979166666666666,RL,0.3,0.3,0.65,2501.505517442989,2512.2294048398808,0.2506071680182507,0.6209267484736041,0.9747302492095355,0.9391175068586292,0.9898716575419958,0.9751802212552874,0.33232785229283923,0.2004294026393123
4,RL,Bayesian,8,0.0834375,RL,0.25,0.25,0.65,2623.922354211315,2633.1700160925247,0.24723798118778628,0.6298268102681286,0.976153120716104,0.9347070302135212,0.9906870694460678,0.9738498633598577,0.3352933788315835,0.19856546997151397
5,RL,Bayesian,8,0.08625,RL,0.25,0.25,0.65,2661.7617741332797,2664.138810774493,0.2450300855853109,0.6340457304625622,0.9780964101561476,0.935339740659716,0.9917252354809635,0.9756228526878272,0.3404559517323934,0.19994251892101897
6,RL,Bayesian,8,0.09416666666666666,RL,0.2,0.2,0.45,2847.581355719997,2850.2183615163226,0.2309969331421179,0.5905205849427568,0.979377805142122,0.9463452388450039,0.9910312179787348,0.9772769145392453,0.32376484398820415,0.19959544220714612
