replication,learner_family,scheduler_family,n_stages,failure_rate,selected_family,selected_parameter,rl_parameter_within_family,bayesian_parameter_within_family,rl_nll,bayesian_nll,rl_state_rmse,bayesian_state_rmse,rl_state_correlation,bayesian_state_correlation,rl_unsigned_pe_correlation,bayesian_unsigned_pe_correlation,rl_policy_rmse,bayesian_policy_rmse
14,Bayesian,Bayesian,2,0.13458333333333333,RL,0.15,0.15,0.06,929.36376402887,929.7814501225511,0.34235772955985366,0.2907958992402214,0.9405003695923958,0.939899108964909,0.9590392541764811,0.9570375138071093,0.20881593205828247,0.203231355636669
15,Bayesian,Bayesian,2,0.11791666666666667,RL,0.3,0.3,0.65,846.2440618106123,847.2717173883393,0.35170497403912926,0.2993398858777166,0.9259545115658844,0.9296833925652476,0.9481380919704436,0.9487354337792243,0.20135363193479192,0.19687358872960536
16,Bayesian,Bayesian,2,0.0975,RL,0.15,0.15,0.12,745.9005492191143,746.2173045599898,0.3672197541532877,0.30927595975946276,0.9204510213670724,0.9201972935403746,0.9567627096391612,0.9554253084244523,0.20554587050680964,0.20057716235001008
17,Bayesian,Bayesian,2,0.12708333333333333,Bayesian,0.02,0.1,0.02,892.1669648357201,892.0558445771087,0.34580281402670804,0.2930220313672084,0.9242824138003344,0.9266594504393652,0.9553190062278095,0.9555630400620635,0.20591063305491603,0.20142315519434026
18,Bayesian,Bayesian,2,0.12958333333333333,Bayesian,0.06,0.15,0.06,900.993940452533,900.470935669213,0.35002389594019623,0.2950254240063773,0.9413207931348524,0.9445760410345015,0.9575969853211014,0.9592223692642723,0.20919329875844392,0.2034477453899861
19,Bayesian,Bayesian,2,0.1175,Bayesian,0.02,0.15,0.02,857.4380451787613,857.0993439797417,0.355556209442046,0.3093020149938354,0.9120217858451207,0.9104138011092241,0.955197674517099,0.9520613836300045,0.20799806038757873,0.2031095266345119
20,Bayesian,Bayesian,2,0.11833333333333333,RL,0.25,0.25,0.65,840.4800578076286,841.5069985074293,0.3500727335183825,0.2971663640239026,0.9373532512705727,0.9375004230150439,0.9536397888595421,0.9530310522664344,0.20287472976617843,0.1987155632680647
21,Bayesian,Bayesian,2,0.11541666666666667,RL,0.15,0.15,0.02,840.1810966070609,840.2558502840476,0.33938325856712875,0.2939638942322202,0.93082678792026,0.9256485890734434,0.9605131121575801,0.9550163583843408,0.21091676261309789,0.20521630587600437
22,Bayesian,Bayesian,2,0.13083333333333333,Bayesian,0.02,0.15,0.02,926.6221289576999,926.3726733155277,0.3417684975957234,0.2916240489124498,0.9304946888406653,0.9337489897198274,0.9560515293841657,0.9573932973082405,0.20181128350259026,0.19654362695658878
23,Bayesian,Bayesian,2,0.105,Bayesian,0.65,0.25,0.65,799.2037857467635,798.6115689767619,0.3527302508255161,0.30105812424361134,0.9289597325825558,0.926668912920842,0.9616065675552541,0.9591512119112707,0.20112918626179363,0.19635323500616378
24,Bayesian,Bayesian,2,0.12958333333333333,RL,0.15,0.15,0.02,914.8367463558661,915.336208846024,0.3504060104035596,0.29112961145868926,0.9349860895092007,0.9383810912220047,0.9573352659261845,0.9600234450507305,0.20500919377869103,0.2005676365446397
25,Bayesian,Bayesian,2,0.09708333333333333,RL,0.15,0.15,0.2,740.2749197239486,740.4515394702229,0.3704759628721658,0.30760274324658804,0.925211319603375,0.9289262548863828,0.9622884144904696,0.963109026258556,0.2058274761763995,0.1985756504036679
26,Bayesian,Bayesian,2,0.13083333333333333,Bayesian,0.45,0.2,0.45,910.509044521452,910.1671943361536,0.35223208300596426,0.29715610786564145,0.9363168839347047,0.9377775588123424,0.9604642493980582,0.9604593103008982,0.20738363448233577,0.2003619948820597
27,Bayesian,Bayesian,2,0.10583333333333333,Bayesian,0.65,0.25,0.65,800.358861704847,800.2267854781869,0.3567512857082976,0.30780458177381004,0.9093476654930541,0.906621494522117,0.9480865405234222,0.9451894351889274,0.2064651084955315,0.20127806395636266
28,Bayesian,Bayesian,2,0.11416666666666667,RL,0.1,0.1,0.02,848.4676802100362,848.693665203936,0.3544425400987332,0.2950820618759304,0.9266084264943248,0.929557655325277,0.9639374636053402,0.9643781411132787,0.21014965236204342,0.20560822304315096
29,Bayesian,Bayesian,2,0.12541666666666668,RL,0.2,0.2,0.3,887.2636738257901,887.4346311707328,0.3500868349942173,0.29733594559434023,0.9222731440759329,0.9254398307155632,0.9474430794356217,0.9487946363962343,0.20239497034540363,0.19837949796600454
30,Bayesian,Bayesian,2,0.1225,Bayesian,0.45,0.2,0.45,875.434399627499,874.6229081605625,0.3601885776612966,0.30674525943452485,0.9253232104432567,0.9271136431747214,0.9557589116796972,0.9557225629114067,0.20780916888931514,0.20407412029887825
31,Bayesian,Bayesian,2,0.12041666666666667,RL,0.1,0.1,0.02,855.719027787529,855.9759771227968,0.3474992437844824,0.2874218871805848,0.9353226895453044,0.9383561418559612,0.9633331244012046,0.9644620678993248,0.20599707934983474,0.20018220840299028
32,Bayesian,Bayesian,2,0.11833333333333333,Bayesian,0.06,0.15,0.06,867.2373476063165,866.8774213671444,0.336159771423708,0.2887744166086346,0.9247476851708224,0.9248303696702433,0.952805980995653,0.9511459896836091,0.20047329939500524,0.1978391497262093
33,Bayesian,Bayesian,2,0.1025,RL,0.3,0.3,0.65,771.3946998004975,771.5336759133974,0.35150578902241364,0.2978505549926753,0.9252979954415544,0.9249539422510447,0.9569690729598619,0.9546796699822957,0.20104566002220667,0.19642021246066985
34,Bayesian,Bayesian,2,0.12,RL,0.1,0.1,0.02,851.3730598984549,851.9015836931464,0.34536669117550994,0.29164486606321566,0.9270878478350119,0.9277746327074039,0.9593551406477363,0.957628145626457,0.2064556271628443,0.20144651393486188
35,Bayesian,Bayesian,2,0.11583333333333333,RL,0.1,0.1,0.02,850.137321011849,850.7692821549012,0.3577388122632801,0.3023329808327077,0.9221933751689748,0.922182528803532,0.9570472634578915,0.9555995066642032,0.20591542346002029,0.2017933471043443
36,Bayesian,Bayesian,2,0.1225,RL,0.1,0.1,0.02,873.0483783718257,873.5224283248251,0.3414838288456904,0.2911802061460122,0.925267342346885,0.9240199416699435,0.9587965694403751,0.9570965680410097,0.2052550487017111,0.20202535751831718
37,Bayesian,Bayesian,2,0.1175,Bayesian,0.65,0.25,0.65,847.0535623747254,846.7226929997371,0.3404460583582417,0.2878604187850889,0.9323270259462553,0.9339083083741575,0.9570420130001667,0.9578250957240202,0.20843076946607353,0.20186171126763625
38,Bayesian,Bayesian,2,0.11875,Bayesian,0.45,0.2,0.45,852.9644150599502,852.773569028619,0.33345206953426926,0.29007218743849583,0.9298205654978541,0.9288951584310601,0.9555593598003529,0.9527924167557972,0.20952503502311723,0.20314636365005487
39,Bayesian,Bayesian,2,0.10166666666666667,Bayesian,0.45,0.2,0.45,788.8662537245709,788.115567820683,0.3479876024112562,0.2902075945788438,0.9243671713712354,0.9289784336087621,0.9595055358408249,0.961689461711418,0.20439216240194524,0.19822175858647562
40,Bayesian,Bayesian,2,0.12416666666666666,Bayesian,0.06,0.15,0.06,886.0900000578121,885.9175529368913,0.33355524817421384,0.28505901649766013,0.9138152787952029,0.9152348774183543,0.9478877800260032,0.9464669287241558,0.20413922066574056,0.1988962851348634
41,Bayesian,Bayesian,2,0.11708333333333333,Bayesian,0.3,0.2,0.3,850.8587936112745,850.164921842163,0.3490902713585832,0.2994087663277205,0.9304455800863963,0.9324527288637847,0.9551982573668945,0.9543259546916604,0.20532635721656667,0.19986228325985764
42,Bayesian,Bayesian,2,0.12833333333333333,Bayesian,0.65,0.2,0.65,902.7840725364395,901.3407137794084,0.3584566381986839,0.31040534525873725,0.9215046425193241,0.9205274127947666,0.9505821076669113,0.9479122054189427,0.21098315620497188,0.2063058661003611
43,Bayesian,Bayesian,2,0.11208333333333333,Bayesian,0.45,0.2,0.45,820.0242465154729,819.8138115558031,0.3590380387584274,0.2950983012503705,0.9325680278780544,0.9325043764993699,0.9626397944376908,0.962174671062021,0.19839353754841238,0.19278530527127696
44,Bayesian,Bayesian,2,0.12208333333333334,Bayesian,0.45,0.2,0.45,874.2206490425782,873.6401662634557,0.33020993690343226,0.28541398323334677,0.9282495936605585,0.9255613180577406,0.9525114703640967,0.9487729367264911,0.2030095520129481,0.1996587828708575
45,Bayesian,Bayesian,2,0.11583333333333333,Bayesian,0.65,0.25,0.65,830.6986271870303,829.685941538952,0.3604431172312446,0.29960736753658307,0.9280736289165356,0.9317520238427703,0.958014866929417,0.9586643040815171,0.20032444948901165,0.19507110767059582
46,Bayesian,Bayesian,2,0.11041666666666666,Bayesian,0.45,0.2,0.45,813.5276208302719,813.2679640491913,0.34412432900677736,0.2882910995184879,0.924837320834647,0.924381796392576,0.9589698198414326,0.9571835859062237,0.2046619330720683,0.200305682255622
47,Bayesian,Bayesian,2,0.11541666666666667,Bayesian,0.3,0.2,0.3,838.1886076284362,837.3538834862113,0.34750943347102,0.2933301145923772,0.9422183427521053,0.9445996658351897,0.9620512479451045,0.9626902108869196,0.2080610216966496,0.2008344978290393
48,Bayesian,Bayesian,2,0.12583333333333332,Bayesian,0.12,0.15,0.12,880.4199269688045,880.0564189360812,0.34126132548380034,0.2923545965813423,0.9233622981937474,0.9246971127469122,0.947325297277513,0.945747619367405,0.1986075333299576,0.1938887500774554
49,Bayesian,Bayesian,2,0.11375,Bayesian,0.45,0.15,0.45,834.5470289027869,833.5422255430847,0.37066072168088804,0.3105769671823469,0.9264524779138901,0.9287386413923316,0.9630102653938483,0.9641291883029142,0.20758209430633828,0.2025987722348869
50,Bayesian,Bayesian,2,0.11791666666666667,Bayesian,0.65,0.3,0.65,853.854582494025,853.6112490745668,0.3529064594186915,0.29751407532131074,0.9321834518615717,0.9334853844301665,0.959622843002236,0.9602805248950317,0.20764003606102238,0.2020620925446816
51,Bayesian,Bayesian,2,0.11541666666666667,RL,0.15,0.15,0.12,848.4284950874755,848.730864726204,0.36137008380027985,0.30140862764729937,0.9286531621138219,0.9323909855293039,0.9599941918547941,0.9623984054542557,0.2058383246512855,0.2004006524288692
52,Bayesian,Bayesian,2,0.11083333333333334,Bayesian,0.02,0.15,0.02,821.272232674496,821.2664284154745,0.35754812463185853,0.29590475802335225,0.933712885230231,0.9333532461845001,0.9646564479974087,0.9634979687337694,0.20188432182065494,0.19819196549227
53,Bayesian,Bayesian,2,0.10458333333333333,Bayesian,0.45,0.2,0.45,782.5391433202042,782.4042852729658,0.35792211175916017,0.3040046881088478,0.9287569286232664,0.9310910371987814,0.9548876520004417,0.9556746218364903,0.2044792983861694,0.1994383970012169
54,Bayesian,Bayesian,2,0.13041666666666665,Bayesian,0.45,0.15,0.45,916.2636794966693,915.30342560905,0.3442888602790624,0.28885481611371505,0.9458787111970018,0.9486804210214599,0.9632397439241649,0.9638943430823165,0.20679838601902317,0.1995944800874826
55,Bayesian,Bayesian,2,0.125,Bayesian,0.3,0.2,0.3,883.7076390528248,882.7484303412652,0.342438874489656,0.2886122064509621,0.935844292934502,0.9352130024355457,0.9577219113381985,0.9560611062574291,0.2057209429689998,0.20073771629437528
56,Bayesian,Bayesian,2,0.12708333333333333,Bayesian,0.45,0.2,0.45,908.4078880407486,907.9273438560905,0.3460738495776091,0.29792933712095493,0.9303681272386094,0.9335578497889769,0.9520515628618256,0.9524008526565925,0.20266885572871252,0.19751382869819234
57,Bayesian,Bayesian,2,0.11875,RL,0.3,0.3,0.65,832.2758413960546,832.5653805661898,0.35738354891722174,0.3010704146001728,0.9346375577307567,0.93571260818351,0.9603157907764047,0.9596726941470258,0.20543557445683866,0.20007244761132345
58,Bayesian,Bayesian,2,0.09833333333333333,Bayesian,0.3,0.2,0.3,757.9762352891237,757.2254031645523,0.3712705197407869,0.31281009372013197,0.9254756480317151,0.9289744072667775,0.9577114617233987,0.9588188584158771,0.20473987195145066,0.19929068694829882
59,Bayesian,Bayesian,2,0.14583333333333334,Bayesian,0.02,0.15,0.02,986.2253130094466,985.7569699472592,0.3320790875541063,0.2928668199376414,0.9350993176515507,0.9339393756848905,0.9516708179777112,0.9481537571253246,0.20464973262589098,0.20013693052997128
60,Bayesian,Bayesian,2,0.12083333333333333,Bayesian,0.12,0.15,0.12,867.0764604205284,866.6080897024963,0.34066423833401066,0.28939875720722513,0.9335638980947566,0.9368402561497843,0.958185577411851,0.9590260566215424,0.2067650695227156,0.19997319191466498
61,Bayesian,Bayesian,2,0.09958333333333333,Bayesian,0.06,0.15,0.06,772.1587287145026,771.802339715053,0.345503627937839,0.2971780147839847,0.9203871106035965,0.9165026001063712,0.9643024035399288,0.9611468109057426,0.20479429823628914,0.19919041070163387
62,Bayesian,Bayesian,2,0.11708333333333333,RL,0.25,0.25,0.65,844.2754585933897,844.6839988429881,0.3443266444955054,0.29601645490575124,0.9331694978232906,0.9345431405222557,0.9541545601600727,0.9537360178654063,0.20283295316885833,0.19918613967236204
63,Bayesian,Bayesian,2,0.11166666666666666,Bayesian,0.45,0.2,0.45,814.3497353392999,814.276231745142,0.35765350220993974,0.3048839283143679,0.9198703998201077,0.9213248661927778,0.9548131438493269,0.9539685179600212,0.2064326864722448,0.20107800442747034
64,Bayesian,Bayesian,2,0.12416666666666666,Bayesian,0.06,0.15,0.06,879.3747125630523,879.2333136813079,0.3349361211852283,0.2871208522757873,0.9308501930336851,0.9343593936767964,0.9506450380699095,0.9508284632371211,0.2064520711381238,0.20355055103689626
65,Bayesian,Bayesian,2,0.09916666666666667,RL,0.25,0.25,0.65,747.5584533095898,748.6542177408223,0.3619865966217914,0.2969422234597104,0.9331706597462118,0.9365809047177339,0.9563445275948643,0.9571394222277586,0.20865760794760765,0.2011005459181355
66,Bayesian,Bayesian,2,0.10333333333333333,Bayesian,0.65,0.25,0.65,775.257982727109,774.8965722103892,0.3487987848131481,0.2947325880860614,0.9373293203758536,0.9374914279716233,0.9591605593195647,0.9584541088683683,0.20362515536659667,0.19849891186376167
67,Bayesian,Bayesian,2,0.12583333333333332,Bayesian,0.45,0.2,0.45,889.8433927522858,889.5165880406041,0.32930196560874764,0.288181694792414,0.929811873673801,0.9292855395176015,0.9537672967713228,0.9520408793505017,0.20562441139623103,0.20041490306195991
68,Bayesian,Bayesian,2,0.10125,Bayesian,0.02,0.15,0.02,778.6448613255656,778.1396343592468,0.36625243228081866,0.2978447070614769,0.9203575833946382,0.9213352610199699,0.9637884676162695,0.964016276600708,0.2097518692912638,0.20188283573591023
69,Bayesian,Bayesian,2,0.12083333333333333,Bayesian,0.45,0.2,0.45,873.9454560300842,872.7018136593639,0.345590579926689,0.29050040052059806,0.9362649541327125,0.9421631107246187,0.9575069221791652,0.9613053850859593,0.20450818737329662,0.1975822587073997
70,Bayesian,Bayesian,2,0.10208333333333333,Bayesian,0.02,0.1,0.02,775.5619230821599,775.2904183056899,0.34679943916273437,0.2919317799471086,0.9320390532359247,0.9335309367264936,0.9617901207495421,0.9615157884165887,0.20113036158134415,0.1947300363292295
71,Bayesian,Bayesian,2,0.09958333333333333,Bayesian,0.65,0.25,0.65,753.013367744842,752.5212809751617,0.3789163615220901,0.31314278357451125,0.9325565854150069,0.9357458331089009,0.9636111442388238,0.9654404404371819,0.20241183687512992,0.1947212381683594
72,Bayesian,Bayesian,2,0.10458333333333333,RL,0.25,0.25,0.65,780.6842992861507,780.8217940389825,0.34820041097517146,0.29446615453650304,0.9192282756902503,0.9200598879825145,0.9519563088512369,0.9508895992527262,0.20651647209866925,0.20018494712705537
73,Bayesian,Bayesian,2,0.11791666666666667,Bayesian,0.65,0.25,0.65,854.9451141960487,854.144871037259,0.3475600263594116,0.2893876791679144,0.9372810237081313,0.9408991776215033,0.9580811907287445,0.9605583734231599,0.20532605088130607,0.20144435698294466
74,Bayesian,Bayesian,2,0.115,Bayesian,0.12,0.15,0.12,855.9317875064148,855.3613520684285,0.35782953690074537,0.29954255260272505,0.9188397345558559,0.9211482146375126,0.9570804741114293,0.9569608095086806,0.20848374819971585,0.20274395722737767
75,Bayesian,Bayesian,2,0.11458333333333333,RL,0.2,0.2,0.2,823.5755453531413,824.3143161187127,0.37316023278909843,0.3087189730842971,0.9305454045920764,0.9322377697419342,0.9555135946570109,0.9564628483531195,0.2019543485167876,0.19723227444694158
76,Bayesian,Bayesian,2,0.1075,RL,0.2,0.2,0.45,795.488150982472,796.0232831463901,0.3512878770488224,0.29402236096604706,0.923612798092425,0.924898916740641,0.9546511179941715,0.9542557441013866,0.20725576971827198,0.2019592466477088
77,Bayesian,Bayesian,2,0.11083333333333334,RL,0.1,0.1,0.02,813.6005108980959,813.6979411241987,0.35136577541892916,0.30154649989164956,0.931216247365025,0.9314082779545966,0.96143770553593,0.9596280653454652,0.20565733383761395,0.2002146006467574
78,Bayesian,Bayesian,2,0.13625,RL,0.2,0.2,0.2,929.5783374498828,929.6284237913706,0.33860094948392266,0.29438206590580124,0.9332064726132574,0.9336417661616264,0.9570410328177982,0.956199419339434,0.20710429326421986,0.2012104205427194
79,Bayesian,Bayesian,2,0.11166666666666666,Bayesian,0.3,0.2,0.3,834.7665704241631,834.4627851536782,0.3579387304043642,0.31029282037736156,0.9030245348257759,0.898585584714502,0.9486344749101259,0.9441678383288884,0.20564620791499982,0.20229395953773874
80,Bayesian,Bayesian,2,0.11166666666666666,Bayesian,0.3,0.2,0.3,820.2599256335336,819.8318591967047,0.3496699040895846,0.29719828234065104,0.9293245616342468,0.9292745962091734,0.9582248565718402,0.956988037482322,0.20412229281523847,0.19719656216796522
81,Bayesian,Bayesian,2,0.12333333333333334,Bayesian,0.65,0.25,0.65,883.8428591527359,882.0122376247057,0.3611703745753857,0.2996363219035485,0.932883817926887,0.9355527632550131,0.9587414347586938,0.9600789624574898,0.2042731592191788,0.19953590119604178
82,Bayesian,Bayesian,2,0.11708333333333333,RL,0.3,0.3,0.65,850.729079120022,850.835991938029,0.3350316591352386,0.2966241722785868,0.9300100004565408,0.929875396084767,0.9511062007676957,0.9484730924694084,0.20087717779033748,0.19651402060681786
83,Bayesian,Bayesian,2,0.12833333333333333,Bayesian,0.02,0.1,0.02,915.5528794273966,915.0285191551429,0.33738135505440114,0.2923777451221872,0.9374712131639635,0.9382402197674654,0.953961261004407,0.9527375332206327,0.20576769517374313,0.20047554213765148
84,Bayesian,Bayesian,2,0.11875,Bayesian,0.65,0.3,0.65,841.528099871716,841.438039257833,0.3607169392920301,0.30096593715170594,0.9278718009681649,0.9291104431855456,0.9545528501960386,0.9553242398541059,0.20753501600756516,0.20212286256416367
85,Bayesian,Bayesian,2,0.11625,Bayesian,0.06,0.15,0.06,856.6502894419405,855.9976499974098,0.32950799644239726,0.281816826796666,0.9254129710558647,0.9262622806454173,0.9603878676611928,0.960577576687902,0.20699632616407587,0.19953394651322184
86,Bayesian,Bayesian,2,0.13041666666666665,RL,0.15,0.15,0.02,916.1918483856181,916.3863642965895,0.33672029917681134,0.2911112699600795,0.9247607236758839,0.9219847433073073,0.9551534116656035,0.9514733949195645,0.2059521943028298,0.1995609637719597
87,Bayesian,Bayesian,2,0.10291666666666667,RL,0.3,0.3,0.65,774.3719738179267,774.9342847107492,0.33633283557705085,0.2979012376698069,0.9232399995034332,0.9204255225337709,0.9507796153906287,0.9469917320437926,0.20119593855532278,0.19633734141496786
88,Bayesian,Bayesian,2,0.11416666666666667,RL,0.15,0.15,0.06,839.6474651574772,839.9249779777609,0.3516664216122297,0.30170137717579104,0.9251378399336092,0.9263722976549937,0.9586340888338377,0.9571822104562303,0.20187089334807526,0.19707710546156143
89,Bayesian,Bayesian,2,0.12166666666666667,RL,0.15,0.15,0.12,868.4241173899272,868.638575309314,0.33382249438091327,0.28840165129501166,0.9324521916855922,0.9290565170728572,0.9528986621892459,0.9478892078367919,0.20627309891048856,0.20253684198338504
90,Bayesian,Bayesian,2,0.10708333333333334,Bayesian,0.45,0.25,0.45,795.833625472883,795.7803032922677,0.35041760556652174,0.29491265985334636,0.9231218682416493,0.9221738972917255,0.9564110129950544,0.9550211757821735,0.20620214215721538,0.19991593085147394
91,Bayesian,Bayesian,2,0.11541666666666667,Bayesian,0.2,0.15,0.2,857.1524950691,856.8467405088793,0.3321229365130347,0.29071521612717155,0.922191809660543,0.9206259402582413,0.957416835021926,0.9546670276726941,0.20731837411011436,0.203927823176788
92,Bayesian,Bayesian,2,0.12166666666666667,Bayesian,0.65,0.25,0.65,867.8268943193674,867.2205635777716,0.3495414726849269,0.2932651705119049,0.9329293174555038,0.9314025881790163,0.9588992254329801,0.9563146104066172,0.20598372525312492,0.20154265522096315
93,Bayesian,Bayesian,2,0.12708333333333333,Bayesian,0.65,0.25,0.65,903.1612843368313,902.3831566517299,0.3348143458344517,0.2897546100912565,0.917789903967266,0.9133253908365505,0.9497758183487638,0.9458188386233113,0.20395280524439757,0.1998957501488866
94,Bayesian,Bayesian,2,0.12083333333333333,Bayesian,0.65,0.25,0.65,861.1279873442293,860.4453054708113,0.3503656486022358,0.2955788706722235,0.93286382923676,0.9346632540224163,0.9565534777788385,0.9572209404559772,0.2004584709381162,0.19504803894446424
95,Bayesian,Bayesian,2,0.12708333333333333,RL,0.2,0.2,0.3,881.2510059059687,881.2933348631103,0.33860591554847835,0.2925318197411133,0.9456259583893661,0.9468190026209458,0.9560644091780801,0.9566518890914024,0.20594503753824447,0.20091372598857807
96,Bayesian,Bayesian,2,0.13375,Bayesian,0.3,0.2,0.3,939.0246918120997,938.1484932911294,0.3553032390521819,0.3023670401320917,0.9277403266025209,0.9295561195198248,0.9527554336306855,0.9530080516942239,0.2043523803761022,0.19941013336233623
97,Bayesian,Bayesian,2,0.11791666666666667,Bayesian,0.06,0.15,0.06,851.4541082977698,851.2754606764931,0.34535852275163703,0.2953200523587295,0.9336743467512321,0.9325391661032258,0.9586788890806021,0.9564079198166027,0.20626389447700702,0.2013230135569403
98,Bayesian,Bayesian,2,0.12,Bayesian,0.06,0.15,0.06,872.0042812534775,871.4508794003314,0.3556664463100494,0.3027884037808617,0.9252791758010827,0.9284911713581431,0.9530136556487027,0.9532024648326998,0.21631608256701285,0.2099377560879719
99,Bayesian,Bayesian,2,0.1075,RL,0.2,0.2,0.65,805.6723355660529,806.0067589565815,0.3489504187691875,0.29303585995354203,0.934094355202094,0.9362308645075996,0.9642596446241073,0.9655740085609847,0.20558134328241084,0.1986214162583341
0,Bayesian,Bayesian,8,0.09572916666666667,Bayesian,0.3,0.2,0.3,2936.04734418741,2927.8097206952843,0.6461811856596076,0.21941001308733316,0.945481679929451,0.9656368298640334,0.9809695534064554,0.9854235483391093,0.33266167063896407,0.2014324951970515
1,Bayesian,Bayesian,8,0.10291666666666667,Bayesian,0.3,0.15,0.3,3111.8335898944633,3100.4853821514535,0.6253445816459794,0.21035901284639894,0.953273864288538,0.9645458214341102,0.9840386507917513,0.9863062709098814,0.318708959102444,0.19924824468210672
2,Bayesian,Bayesian,8,0.09572916666666667,Bayesian,0.3,0.15,0.3,2967.426626849763,2962.30058646577,0.6152730572281752,0.2033246412147471,0.9484064601469357,0.9574265929827888,0.983779040658095,0.985383280163672,0.32395212639173127,0.2013636211182146
3,Bayesian,Bayesian,8,0.096875,Bayesian,0.3,0.2,0.3,2907.8825602036695,2902.478101527449,0.647328901596082,0.20960741895618795,0.9542727086651533,0.973607536088834,0.9830934680467691,0.988193794336399,0.34333956560740214,0.20065146859694258
4,Bayesian,Bayesian,8,0.09739583333333333,Bayesian,0.12,0.15,0.12,3003.666030097338,2999.840210834583,0.6387038350505463,0.2112784452439346,0.9457163912693802,0.9629517344360224,0.9833847565929885,0.9874841936793939,0.33006121877434175,0.19800367461556884
5,Bayesian,Bayesian,8,0.10114583333333334,Bayesian,0.2,0.15,0.2,3076.3958911410064,3074.9070784335445,0.5919776247806952,0.2110988896647407,0.9483882374868161,0.9596455233888718,0.9830849170625886,0.984989163440907,0.31540956916576257,0.20337668728581196
6,Bayesian,Bayesian,8,0.1034375,Bayesian,0.2,0.15,0.2,3113.1375388676765,3112.4029327993503,0.5859296104141223,0.20351234302298027,0.9533581696728624,0.9642795278134532,0.9842781602110082,0.98549536063413,0.31115279386618466,0.19970096183451894
7,Bayesian,Bayesian,8,0.103125,Bayesian,0.3,0.2,0.3,3114.6468308018543,3104.516685191562,0.6210841612787716,0.21011714722846908,0.9511974476854497,0.9644013243048855,0.9834647218122752,0.9858972284752542,0.32212282814012705,0.2002539287075282
8,Bayesian,Bayesian,8,0.0959375,Bayesian,0.06,0.15,0.06,2967.1127280281726,2962.2708398574114,0.636804023990413,0.21459115797389663,0.9458485794841979,0.9616714734529975,0.9828936080967658,0.9861144972422858,0.31971231570453323,0.20009543909854674
9,Bayesian,Bayesian,8,0.09635416666666667,Bayesian,0.2,0.15,0.2,2966.4749597119862,2961.7663188682172,0.6168371843839121,0.21279808601397293,0.9484719122639855,0.9616780704161179,0.9830371576500437,0.98506225723477,0.32302565415065543,0.20028990613554926
10,Bayesian,Bayesian,8,0.10229166666666667,Bayesian,0.2,0.15,0.2,3064.9584322024975,3054.766949101878,0.6121931428395285,0.21337674664199333,0.9506315544403916,0.9690220382695889,0.9820127793800658,0.9861228011830451,0.31979197326387565,0.20094596339336301
11,Bayesian,Bayesian,8,0.09979166666666667,Bayesian,0.3,0.2,0.3,3026.8273587470035,3023.2488758968384,0.5846781752079342,0.20048781995094847,0.9559319942396036,0.966072448938083,0.9825634060433179,0.9841366133664071,0.31386152788707106,0.20181469754862266
12,Bayesian,Bayesian,8,0.095,Bayesian,0.2,0.15,0.2,2935.154951099123,2932.3949635866943,0.6371850892778008,0.21003955510615996,0.9500285953637434,0.9625035192139212,0.9837536671420771,0.9866077509751106,0.32657934176312775,0.1984511084661935
13,Bayesian,Bayesian,8,0.09875,Bayesian,0.3,0.15,0.3,3042.57483332878,3034.9364488456904,0.6115027718509624,0.20650311545254746,0.9501103427662165,0.9616676462403597,0.9830626608900414,0.9852678036194465,0.3162188041241993,0.19871831062980158
14,Bayesian,Bayesian,8,0.10375,Bayesian,0.2,0.15,0.2,3133.2408538776363,3127.329795628783,0.5861616969524719,0.20290428838266314,0.9584054383479582,0.9667666116274842,0.9837247968324002,0.984403224266392,0.3130809692997685,0.20173037240405922
15,Bayesian,Bayesian,8,0.103125,Bayesian,0.2,0.15,0.2,3111.319263356329,3107.9786095657787,0.609657221842811,0.21318282445464534,0.9504274311412626,0.9613745669408843,0.9833093987531321,0.9848593387112421,0.31852477337888657,0.20150413335082387
16,Bayesian,Bayesian,8,0.10072916666666666,Bayesian,0.3,0.15,0.3,3048.5936893311746,3041.139647514678,0.6135611467034104,0.21039440131237047,0.9491709222600964,0.9626617427860406,0.9826700864015046,0.9854777177196433,0.31561808519018403,0.20093922389054267
17,Bayesian,Bayesian,8,0.09458333333333334,Bayesian,0.3,0.2,0.3,2934.9520669497265,2926.504111129245,0.6190707441729398,0.20893704442807506,0.9486082585480299,0.954541417670608,0.983479634516824,0.9837840106586706,0.3210458166346135,0.20117446237644934
18,Bayesian,Bayesian,8,0.10041666666666667,Bayesian,0.2,0.15,0.2,3051.6622095317643,3047.0701992802888,0.6177907964499544,0.2126514736956254,0.9501996236938445,0.9628997688188767,0.983066246339603,0.9858666164732743,0.3164367907888162,0.1987537119910808
19,Bayesian,Bayesian,8,0.09604166666666666,Bayesian,0.2,0.15,0.2,2966.408780117594,2960.060180229769,0.6241950017105122,0.20985508275741874,0.9484820873488349,0.9623745583131218,0.9826189718882788,0.9852776873438597,0.32127655710509534,0.19767128354739383
20,Bayesian,Bayesian,8,0.0890625,Bayesian,0.3,0.2,0.3,2793.6009451368,2790.0908787427193,0.6644404270066832,0.21313755622738903,0.9498618458142718,0.9689409338927409,0.981956838478815,0.9870423336869123,0.3349629700941842,0.19919606996972528
