replication,learner_family,scheduler_family,n_stages,n_participants,n_items,failure_rate,estimator,estimate,standard_error,ci_low,ci_high,converged,truth,bias,squared_error,covered,sign_error
11,RL,RL,2,30,40,0.11583333333333333,logged_plan_RL,0.17686386657598488,0.07216400279243962,0.03542242110280322,0.31830531204916657,True,0.20689025752085904,-0.030026390944874165,0.0009015841531744213,True,False
11,RL,RL,2,30,40,0.11583333333333333,logged_plan_Bayesian,0.17709229318473682,0.07197710531502406,0.036017166767289666,0.318167419602184,True,0.20689025752085904,-0.029797964336122224,0.000887918678576812,True,False
11,RL,RL,2,30,40,0.11583333333333333,oracle,0.27925426760268574,0.05417887388142193,0.17306367479509877,0.3854448604102727,True,0.20689025752085904,0.07236401008182669,0.005236549955122715,True,False
12,RL,RL,2,30,40,0.10916666666666666,naive,-0.25231039293973057,0.0726831482005318,-0.3947693634127729,-0.10985142246668825,True,0.20628992161463047,-0.458600314554361,0.21031424850935887,False,True
12,RL,RL,2,30,40,0.10916666666666666,state_RL,0.18645029440703706,0.06401432845613683,0.060982210633008876,0.31191837818106527,True,0.20628992161463047,-0.019839627207593413,0.0003936108077362808,True,False
12,RL,RL,2,30,40,0.10916666666666666,state_Bayesian,0.18555772148614758,0.06394624918803105,0.060223073077606715,0.31089236989468844,True,0.20628992161463047,-0.020732200128482897,0.0004298241221674663,True,False
12,RL,RL,2,30,40,0.10916666666666666,dual_RL_RL,0.22835626648510216,0.08971879595088374,0.052507426421370046,0.40420510654883424,True,0.20628992161463047,0.022066344870471682,0.00048692357594259196,True,False
12,RL,RL,2,30,40,0.10916666666666666,dual_RL_Bayesian,0.22050849963969207,0.08930899808501166,0.04546286339306921,0.39555413588631494,True,0.20628992161463047,0.014218578025061601,0.00020216796105476466,True,False
12,RL,RL,2,30,40,0.10916666666666666,dual_Bayesian_RL,0.22780711473135926,0.08994157982067301,0.05152161828284016,0.4040926111798784,True,0.20628992161463047,0.021517193116728783,0.0004629895996226005,True,False
12,RL,RL,2,30,40,0.10916666666666666,dual_Bayesian_Bayesian,0.21892821558521555,0.08961102555614084,0.04329060549517952,0.39456582567525156,True,0.20628992161463047,0.01263829397058508,0.00015972647448692716,True,False
12,RL,RL,2,30,40,0.10916666666666666,logged_plan_RL,0.2853174599545098,0.09334992090409748,0.10235161498247874,0.46828330492654086,True,0.20628992161463047,0.07902753833987933,0.006245351816061097,True,False
12,RL,RL,2,30,40,0.10916666666666666,logged_plan_Bayesian,0.28420437058644255,0.09347138708598762,0.1010004518979068,0.4674082892749783,True,0.20628992161463047,0.07791444897181207,0.006070661358581107,True,False
12,RL,RL,2,30,40,0.10916666666666666,oracle,0.245116249898798,0.0771082464448382,0.09398408686691512,0.39624841293068086,True,0.20628992161463047,0.038826328284167516,0.0015074837680299465,True,False
13,RL,RL,2,30,40,0.10083333333333333,naive,-0.18552488628029193,0.0783731709119409,-0.3391363012676961,-0.03191347129288777,True,0.20802345016806834,-0.3935483364483603,0.1548802931212718,False,True
13,RL,RL,2,30,40,0.10083333333333333,state_RL,0.1687976504457779,0.09926489641021322,-0.025761546518240003,0.3633568474097958,True,0.20802345016806834,-0.03922579972229043,0.0015386633638532399,True,False
13,RL,RL,2,30,40,0.10083333333333333,state_Bayesian,0.17366483517995893,0.09957400916089337,-0.02150022277539207,0.3688298931353099,True,0.20802345016806834,-0.03435861498810941,0.0011805144239011365,True,False
