study,replication,n_participants,n_items,n_stages,perturbation_log_days,perturbation_compliance,context_strength,estimator,truth,estimate,standard_error,ci_low,ci_high,bias,squared_error,covered,detected_positive,failure_rate,planned_actual_spearman
micro_randomized_experiment,5,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005391402870824183,-0.00851625451514305,0.010589834958963618,-0.029272331034711743,0.012239822004425641,-0.013907657385967234,0.00019342293396544896,True,False,0.13041666666666665,0.737610272154561
micro_randomized_experiment,5,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005391402870824183,-0.008471169627352924,0.010624731446323268,-0.02929564326214653,0.012353304007440682,-0.013862572498177107,0.00019217091626721629,True,False,0.13041666666666665,0.737610272154561
micro_randomized_experiment,6,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004749025989200673,0.009252173913043511,0.010541715437937796,-0.011409588345314567,0.02991393617140159,0.004503147923842838,2.0278341224010064e-05,True,False,0.11083333333333334,0.7174730386237914
micro_randomized_experiment,6,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004749025989200673,0.007966834483906601,0.01115864674245645,-0.01390411313130804,0.029837782099121243,0.003217808494705928,1.0354291508601632e-05,True,False,0.11083333333333334,0.7174730386237914
micro_randomized_experiment,7,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004844894413778991,-0.00110441516007769,0.014155869516605333,-0.028849919412624145,0.02664108909246876,-0.005949309573856681,3.5394284405582764e-05,True,False,0.10208333333333333,0.730513663283622
micro_randomized_experiment,7,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004844894413778991,-0.0030187895243029366,0.013803997044382612,-0.030074623731292854,0.024037044682686984,-0.007863683938081928,6.18375250780477e-05,True,False,0.10208333333333333,0.730513663283622
micro_randomized_experiment,8,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004909633147313648,0.007078372557694099,0.012559498966771651,-0.017538245417178338,0.03169499053256654,0.0021687394103804504,4.703430630137343e-06,True,False,0.11333333333333333,0.6984285795882951
micro_randomized_experiment,8,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004909633147313648,0.006444205032233669,0.01225260713492775,-0.01757090495222472,0.030459315016692058,0.0015345718849200203,2.354910869986984e-06,True,False,0.11333333333333333,0.6984285795882951
micro_randomized_experiment,9,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004871670875219677,0.0035180579986514274,0.01247565919906156,-0.020934234031509232,0.027970350028812086,-0.0013536128765682495,1.832267819611371e-06,True,False,0.11083333333333334,0.7447162022076739
micro_randomized_experiment,9,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004871670875219677,0.00301307861724658,0.0122677385558251,-0.021031688952170616,0.027057846186663775,-0.001858592257973097,3.4543651813975347e-06,True,False,0.11083333333333334,0.7447162022076739
micro_randomized_experiment,10,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005142933326355813,-0.028328267477203607,0.017141052530661203,-0.06192473043729956,0.0052681954828923475,-0.03347120080355942,0.0011203212832321967,True,False,0.09958333333333333,0.7126439674729109
micro_randomized_experiment,10,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005142933326355813,-0.028257827660836496,0.016993001100973015,-0.061564109818743606,0.005048454497070615,-0.03340076098719231,0.0011156108345235477,False,False,0.09958333333333333,0.7126439674729109
micro_randomized_experiment,11,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004835998515496754,0.016126253546330828,0.0127390493649345,-0.008842283208940791,0.041094790301602444,0.011290255030834074,0.00012746985866127412,True,False,0.09875,0.705762244924001
micro_randomized_experiment,11,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004835998515496754,0.013894617780490998,0.012833190528981924,-0.011258435656313572,0.03904767121729557,0.009058619264994244,8.205858298812486e-05,True,False,0.09875,0.705762244924001
micro_randomized_experiment,12,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004990124361861947,-1.388904321158492e-05,0.016200558880790104,-0.031766984449560186,0.03173920636313702,-0.005004013405073532,2.5040150158155604e-05,True,False,0.12291666666666666,0.7755656667648727
micro_randomized_experiment,12,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004990124361861947,-0.0007517402618225383,0.015309966533055743,-0.030759274666611797,0.029255794142966716,-0.005741864623684485,3.2969009356719374e-05,True,False,0.12291666666666666,0.7755656667648727
micro_randomized_experiment,13,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004970562516836581,0.01629360999089555,0.013211983990675332,-0.0096018786308281,0.0421890986126192,0.011323047474058968,0.0001282114040997932,True,False,0.11083333333333334,0.7762852823411949
micro_randomized_experiment,13,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004970562516836581,0.015657430975324443,0.013151651429668237,-0.010119805826825302,0.04143466777747419,0.010686868458487861,0.00011420915744902271,True,False,0.11083333333333334,0.7762852823411949
micro_randomized_experiment,14,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004590251348894802,0.025917314599531643,0.010222737050444275,0.005880749980660866,0.045953879218402424,0.02132706325063684,0.0004548436268966645,False,True,0.09166666666666666,0.7557169549855824
micro_randomized_experiment,14,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004590251348894802,0.024102507357939406,0.010118712510173688,0.004269830837998978,0.043935183877879834,0.019512256009044604,0.00038072813456249726,True,True,0.09166666666666666,0.7557169549855824
micro_randomized_experiment,15,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.0051275306718409795,0.0037232564601278294,0.011214205629335052,-0.01825658657336887,0.02570309949362453,-0.0014042742117131501,1.971986061682589e-06,True,False,0.11166666666666666,0.7333658868690776
micro_randomized_experiment,15,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.0051275306718409795,0.003191025219535352,0.012029583264098623,-0.02038695797809795,0.026769008417168654,-0.0019365054523056277,3.7500533668094238e-06,True,False,0.11166666666666666,0.7333658868690776
micro_randomized_experiment,16,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.0051117385669773,0.002090422946037891,0.011224799094453695,-0.019910183279091352,0.024091029171167136,-0.0030213156209394094,9.128348081332488e-06,True,False,0.12458333333333334,0.7896841961257285
micro_randomized_experiment,16,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.0051117385669773,0.0026011090638770364,0.01113505860736651,-0.019223605806561322,0.024425823934315395,-0.002510629503100264,6.3032605018374785e-06,True,False,0.12458333333333334,0.7896841961257285
micro_randomized_experiment,17,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004952138218958107,0.00697120814581848,0.008689329022341857,-0.01005987673797156,0.024002293029608518,0.0020190699268603732,4.076643369551953e-06,True,False,0.10916666666666666,0.7280933347384261
micro_randomized_experiment,17,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004952138218958107,0.0069384741746586764,0.008770083888458976,-0.010250890246720917,0.02412783859603827,0.0019863359557005696,3.945530528908895e-06,True,False,0.10916666666666666,0.7280933347384261
micro_randomized_experiment,18,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005130670259201632,0.01805219615955926,0.010397964735803455,-0.00232781472261551,0.03843220704173403,0.012921525900357628,0.00016696583159361302,True,False,0.11041666666666666,0.7236893791127393
micro_randomized_experiment,18,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005130670259201632,0.018881857806164186,0.00914673712862998,0.0009542530340494251,0.03680946257827895,0.013751187546962553,0.000189095158951738,True,True,0.11041666666666666,0.7236893791127393
micro_randomized_experiment,19,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005054163883765182,-0.01756842350901751,0.012523220612028674,-0.042113935908593705,0.006977088890558692,-0.02262258739278269,0.0005117814603440903,True,False,0.12166666666666667,0.771395326631133
micro_randomized_experiment,19,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005054163883765182,-0.017928166953947836,0.012438307235157263,-0.04230724913485607,0.006450915226960396,-0.02298233083771302,0.0005281875307340949,True,False,0.12166666666666667,0.771395326631133
micro_randomized_experiment,20,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.0052442751257139025,-0.006870838104748642,0.012955146655293041,-0.032262925549123,0.01852124933962572,-0.012115113230462545,0.0001467759685869286,True,False,0.1225,0.7054759210895697
micro_randomized_experiment,20,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.0052442751257139025,-0.006601974495258518,0.01255603484089627,-0.031211802783415208,0.01800785379289817,-0.01184624962097242,0.00014033363008238923,True,False,0.1225,0.7054759210895697
micro_randomized_experiment,21,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004988273820431181,0.03203667685468187,0.011177445117498512,0.010128884424384785,0.05394446928497895,0.027048403034250684,0.0007316161067032616,False,True,0.11083333333333334,0.7517598640208096
micro_randomized_experiment,21,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004988273820431181,0.03032447118482605,0.0112465363882177,0.008281259863919355,0.052367682505732746,0.025336197364394866,0.0006419228968875694,False,True,0.11083333333333334,0.7517598640208096
micro_randomized_experiment,22,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004847314777681305,0.010915169905356945,0.013231715839665962,-0.015018993140388341,0.03684933295110223,0.00606785512767564,3.681886585045955e-05,True,False,0.11166666666666666,0.7577185204372432
micro_randomized_experiment,22,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004847314777681305,0.012733325339688236,0.011910350545789527,-0.010610961730059234,0.0360776124094357,0.007886010562006931,6.218916258408488e-05,True,False,0.11166666666666666,0.7577185204372432
micro_randomized_experiment,23,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004963240240627119,0.014365391386598782,0.012847245651016964,-0.010815210089394466,0.03954599286259203,0.009402151145971663,8.840044617169625e-05,True,False,0.09791666666666667,0.6976045707646824
micro_randomized_experiment,23,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004963240240627119,0.01358221617888625,0.012925953257044263,-0.011752652204920503,0.03891708456269301,0.008618975938259131,7.428674622428987e-05,True,False,0.09791666666666667,0.6976045707646824
micro_randomized_experiment,24,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005143118553014436,0.02264773852756685,0.011914242466498135,-0.0007041767067694979,0.045999653761903195,0.017504619974552414,0.00030641172045349935,True,False,0.11208333333333333,0.7423205733195439
micro_randomized_experiment,24,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005143118553014436,0.022024938618047073,0.011975098467155073,-0.00144625437757687,0.04549613161367101,0.016881820065032638,0.00028499584870813856,True,False,0.11208333333333333,0.7423205733195439
micro_randomized_experiment,25,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004662423636888052,0.014276943250609046,0.011694296092800078,-0.008643877091279109,0.0371977635924972,0.009614519613720994,9.24389874026257e-05,True,False,0.1025,0.6937936221863927
micro_randomized_experiment,25,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004662423636888052,0.014648501206778231,0.011570380351908402,-0.008029444282962237,0.0373264466965187,0.00998607756989018,9.972174523186376e-05,True,False,0.1025,0.6937936221863927
micro_randomized_experiment,26,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.0051749339217107585,0.003898894097756407,0.014327752521697133,-0.024183500844769973,0.03198128904028279,-0.0012760398239543514,1.6282776323174522e-06,True,False,0.11375,0.7094408445209798
micro_randomized_experiment,26,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.0051749339217107585,0.004571276523256745,0.013373880847948424,-0.021641529938722166,0.030784082985235658,-0.0006036573984540133,3.6440225470826743e-07,True,False,0.11375,0.7094408445209798
micro_randomized_experiment,27,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.0051402754951225035,0.005644739913953234,0.017896654109354745,-0.029432702140382065,0.040722181968288536,0.0005044644188307301,2.544843498662263e-07,True,False,0.11125,0.7389724564188292
micro_randomized_experiment,27,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.0051402754951225035,0.006944076580480932,0.017377896457626493,-0.027116600476466992,0.04100475363742886,0.0018038010853584285,3.2536983555402447e-06,True,False,0.11125,0.7389724564188292
micro_randomized_experiment,28,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004698092280239973,-0.0004986124961457927,0.012900758998479077,-0.025784100133164786,0.0247868751408732,-0.0051967047763857655,2.700574053291063e-05,True,False,0.10041666666666667,0.7056338256308725
micro_randomized_experiment,28,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004698092280239973,0.0023792211394576433,0.011998051116497932,-0.0211369590488783,0.02589540132779359,-0.0023188711407823295,5.377163367553142e-06,True,False,0.10041666666666667,0.7056338256308725
micro_randomized_experiment,29,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.0050198808449291345,-0.009731003152453321,0.011407288715764973,-0.032089289035352665,0.012627282730446025,-0.014750883997382455,0.00021758857870423382,True,False,0.10291666666666667,0.7598601458090531
micro_randomized_experiment,29,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.0050198808449291345,-0.0097139123559035,0.011311381991529042,-0.031884221059300416,0.012456396347493421,-0.014733793200832634,0.00021708466208490194,True,False,0.10291666666666667,0.7598601458090531
micro_randomized_experiment,30,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004957993224569277,0.013606335039593971,0.015147357434648302,-0.0160824855323167,0.04329515561150464,0.008648341815024694,7.479381614950461e-05,True,False,0.11208333333333333,0.7184729537279434
micro_randomized_experiment,30,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004957993224569277,0.012092199463894282,0.015392342530206903,-0.018076791895311247,0.042261190823099815,0.007134206239325005,5.089689866522383e-05,True,False,0.11208333333333333,0.7184729537279434
micro_randomized_experiment,31,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005251099045872596,0.0004878916685895499,0.01561704055439063,-0.030121507818016084,0.031097291155195182,-0.004763207377283046,2.2688144519003634e-05,True,False,0.12375,0.7516814273752477
micro_randomized_experiment,31,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005251099045872596,0.0029961030208412328,0.014922568438759188,-0.026252131119126776,0.03224433716080924,-0.0022549960250313633,5.085007072907248e-06,True,False,0.12375,0.7516814273752477
micro_randomized_experiment,32,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005023071541075081,0.022562389109404724,0.014814815328062685,-0.006474648933598139,0.05159942715240759,0.017539317568329642,0.00030762766076271683,True,False,0.11666666666666667,0.7413208665487615
micro_randomized_experiment,32,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005023071541075081,0.02287379452977579,0.014926507367331776,-0.006382159910194491,0.052129748969746065,0.017850722988700708,0.0003186483112193279,True,False,0.11666666666666667,0.7413208665487615
micro_randomized_experiment,33,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004831718024345203,0.008445030904923972,0.00939334378582033,-0.009965922915283875,0.02685598472513182,0.0036133128805787684,1.3056029972956437e-05,True,False,0.10666666666666667,0.736568592286214
micro_randomized_experiment,33,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004831718024345203,0.008344350819360276,0.009408098793126778,-0.010095522815168208,0.026784224453888762,0.0035126327950150728,1.2338589152615402e-05,True,False,0.10666666666666667,0.736568592286214
micro_randomized_experiment,34,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005498875413321565,0.0004515848892748583,0.011649015649494275,-0.022380485783733917,0.023283655562283637,-0.0050472905240467065,2.547514163413168e-05,True,False,0.13083333333333333,0.7670191236144311
micro_randomized_experiment,34,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005498875413321565,0.0013392595942761532,0.011712184476665817,-0.02161662197998885,0.024295141168541153,-0.0041596158190454115,1.730240376205283e-05,True,False,0.13083333333333333,0.7670191236144311
micro_randomized_experiment,35,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005048966651999928,0.01677515909095641,0.013591290512149114,-0.009863770312855853,0.043414088494768674,0.011726192438956482,0.00013750358911544016,True,False,0.11333333333333333,0.7447561536034988
micro_randomized_experiment,35,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005048966651999928,0.017743372853587035,0.014179204681122623,-0.010047868321413304,0.04553461402858737,0.012694406201587106,0.00016114794881089318,True,False,0.11333333333333333,0.7447561536034988
micro_randomized_experiment,36,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005158618210960195,-0.02222222222222204,0.013672556373256277,-0.04902043271380434,0.004575988269360263,-0.027380840433182233,0.000749710422827387,False,False,0.12208333333333334,0.7237927263529038
micro_randomized_experiment,36,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005158618210960195,-0.022427724336312706,0.013295822075349474,-0.04848753560399767,0.00363208693137226,-0.0275863425472729,0.000761006295135479,False,False,0.12208333333333334,0.7237927263529038
micro_randomized_experiment,37,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.0050165703088618915,0.0020638946219295115,0.014107907988813352,-0.025587605036144656,0.02971539428000368,-0.00295267568693238,8.718293712201602e-06,True,False,0.11916666666666667,0.747226515143492
micro_randomized_experiment,37,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.0050165703088618915,0.0007939881965062685,0.01459870390098669,-0.027819471449427646,0.029407447842440183,-0.004222582112355623,1.7830199695585674e-05,True,False,0.11916666666666667,0.747226515143492
micro_randomized_experiment,38,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005232928340393858,0.019682236909790075,0.014745896068045153,-0.009219719383578424,0.04858419320315857,0.014449308569396219,0.000208782518133627,True,False,0.12375,0.7261208257154211
micro_randomized_experiment,38,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005232928340393858,0.019988654782622187,0.014257581755217857,-0.007956205457604813,0.04793351502284919,0.01475572644222833,0.00021773146283787635,True,False,0.12375,0.7261208257154211
micro_randomized_experiment,39,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005124932302656739,-0.006921901354566001,0.011680020480743791,-0.02981474149682383,0.015970938787691832,-0.01204683365722274,0.0001451262011647946,True,False,0.11666666666666667,0.7185783816976357
micro_randomized_experiment,39,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005124932302656739,-0.005058473671490686,0.01194049318487352,-0.028461840313842784,0.01834489297086141,-0.010183405974147425,0.00010370175723430147,True,False,0.11666666666666667,0.7185783816976357
micro_randomized_experiment,40,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005184792212559632,-0.0037922592071677817,0.013761685277804518,-0.030765162351664637,0.023180643937329073,-0.008977051419727414,8.058745219242998e-05,True,False,0.115,0.7357888768730688
micro_randomized_experiment,40,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005184792212559632,-0.005792286879098746,0.01406270601374376,-0.03335519066603652,0.021770616907839026,-0.010977079091658378,0.00012049626538452351,True,False,0.115,0.7357888768730688
micro_randomized_experiment,41,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004792763412415435,0.0067310579521569075,0.012382362997644492,-0.0175383735232263,0.031000489427540114,0.0019382945397414721,3.756985722791605e-06,True,False,0.09625,0.7214459698690919
micro_randomized_experiment,41,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004792763412415435,0.0043212517679786025,0.012063069751049909,-0.01932236494407922,0.027964868480036424,-0.00047151164443683287,2.2232323083952632e-07,True,False,0.09625,0.7214459698690919
micro_randomized_experiment,42,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004965415044242193,0.029417974132183576,0.01702681922080992,-0.003954591540603868,0.06279053980497101,0.024452559087941382,0.0005979276459492647,True,False,0.10625,0.714366633570596
micro_randomized_experiment,42,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004965415044242193,0.02774524884948933,0.017078073216380336,-0.005727774654616127,0.06121827235359478,0.022779833805247136,0.0005189208281946802,True,False,0.10625,0.714366633570596
micro_randomized_experiment,43,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004731288982398341,0.006206961686004685,0.013956817534074654,-0.021148400680781637,0.033562324052791005,0.0014756727036063441,2.177609928168857e-06,True,False,0.11208333333333333,0.7636223573997148
micro_randomized_experiment,43,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004731288982398341,0.009672288747905124,0.013773073140469027,-0.01732293460741417,0.036667512103224414,0.004940999765506784,2.441347868273809e-05,True,False,0.11208333333333333,0.7636223573997148
micro_randomized_experiment,44,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004845739942529679,0.010365217391304317,0.013536500285212822,-0.016166323167712812,0.03689675795032145,0.005519477448774637,3.046463130753178e-05,True,False,0.10416666666666667,0.7528608503230643
micro_randomized_experiment,44,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004845739942529679,0.01021287235373958,0.012752818427053295,-0.014782651763284877,0.03520839647076404,0.005367132411209901,2.880611031945981e-05,True,False,0.10416666666666667,0.7528608503230643
micro_randomized_experiment,45,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005259118455671284,0.01408764767543397,0.017786866904171732,-0.020774611456742628,0.04894990680761056,0.008828529219762685,7.794292818420354e-05,True,False,0.11666666666666667,0.7087329659258621
micro_randomized_experiment,45,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005259118455671284,0.014850958554490791,0.017178810480998584,-0.018819509988266432,0.048521427097248014,0.009591840098819507,9.20033964813218e-05,True,False,0.11666666666666667,0.7087329659258621
micro_randomized_experiment,46,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005161951941401717,-0.020997346145587417,0.013841792372864628,-0.04812725919640209,0.006132566905227253,-0.026159298086989136,0.0006843088764039534,True,False,0.11,0.7601751745095789
micro_randomized_experiment,46,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005161951941401717,-0.019247238905547102,0.013617298861620887,-0.04593714467432404,0.007442666863229835,-0.02440919084694882,0.0005958085978027701,True,False,0.11,0.7601751745095789
micro_randomized_experiment,47,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004992531881332053,-0.0008333333333333738,0.011149405992322751,-0.022686169078285964,0.021019502411619217,-0.005825865214665427,3.3940705499448646e-05,True,False,0.11291666666666667,0.7425745941969781
micro_randomized_experiment,47,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004992531881332053,-0.00344331863151919,0.01086656093239992,-0.024741778059023035,0.01785514079598465,-0.008435850512851242,7.116357387517257e-05,True,False,0.11291666666666667,0.7425745941969781
micro_randomized_experiment,48,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005168201119427269,0.017054593031492433,0.015045617739680247,-0.01243481773828085,0.04654400380126572,0.011886391912065164,0.00014128631268720815,True,False,0.12208333333333334,0.7212111304185991
micro_randomized_experiment,48,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005168201119427269,0.015100606489260555,0.01506643538373924,-0.014429606862868354,0.04463081984138946,0.009932405369833286,9.865267643069309e-05,True,False,0.12208333333333334,0.7212111304185991
micro_randomized_experiment,49,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004833993658336496,0.023981266653657494,0.016187313808108075,-0.007745868410234332,0.055708401717549316,0.019147272995321,0.0003666180631573488,True,False,0.11125,0.7266469898692691
micro_randomized_experiment,49,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004833993658336496,0.021199983913582944,0.016610225056663694,-0.011356057197477898,0.053756025024643786,0.016365990255246446,0.0002678456370348216,True,False,0.11125,0.7266469898692691
micro_randomized_experiment,50,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.004803295434590345,0.00538454485592596,0.013581494721196099,-0.021235184797618392,0.03200427450947031,0.0005812494213356155,3.378508898029879e-07,True,False,0.09833333333333333,0.7805658985357463
micro_randomized_experiment,50,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.004803295434590345,0.00561844124903969,0.013350201720614638,-0.020547954123365,0.03178483662144438,0.0008151458144493454,6.644626988142866e-07,True,False,0.09833333333333333,0.7805658985357463
micro_randomized_experiment,51,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.0045505341269762856,-0.0056334741701876,0.012445195596673326,-0.03002605753966732,0.01875910919929212,-0.010184008297163885,0.00010371402499670286,True,False,0.10333333333333333,0.7610240982680726
micro_randomized_experiment,51,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.0045505341269762856,-0.006762084428747372,0.013568736845649297,-0.03335680864621999,0.019832639788725247,-0.011312618555723658,0.00012797533858730322,True,False,0.10333333333333333,0.7610240982680726
micro_randomized_experiment,52,12,100,2,0.15,0.7,1.0,unadjusted_itt,0.005165102401329403,0.019003152260647943,0.01225160717065004,-0.0050099977938261354,0.04301630231512202,0.01383804985931854,0.00019149162390898585,True,False,0.12208333333333334,0.7507710444046952
micro_randomized_experiment,52,12,100,2,0.15,0.7,1.0,covariate_adjusted_itt,0.005165102401329403,0.01993125365529277,0.01202782331471593,-0.003643280041550453,0.04350578735213599,0.014766151253963368,0.00021803922285492394,True,False,0.12208333333333334,0.7507710444046952
