replication,learner_family,scheduler_family,n_stages,observation_condition,intercept_shift,state_slope_multiplier,failure_rate,candidate_family,best_parameter,true_parameter,parameter_error,nll,selected_family,family_recovered,state_rmse,state_correlation,unsigned_pe_correlation
88,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08520833333333333,Bayesian,0.65,0.25,0.4,2764.6432996560698,RL,true,0.35742953488747026,0.9601861164774121,0.9841899257502661
88,RL,RL,8,state_slope_0.80,0.0,0.8,0.08520833333333333,RL,0.3,0.25,0.04999999999999999,2713.1468772181343,RL,true,0.3645071671757298,0.9758583631697497,0.9893048852711628
88,RL,RL,8,state_slope_0.80,0.0,0.8,0.08520833333333333,Bayesian,0.65,0.25,0.4,2744.719969230143,RL,true,0.35742953488747026,0.9601861164774121,0.9841899257502661
88,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08520833333333333,RL,0.4,0.25,0.15000000000000002,2748.18636251319,RL,true,0.8617854694422332,0.9578319240893048,0.9751907689531976
88,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08520833333333333,Bayesian,0.65,0.25,0.4,2830.273005965762,RL,true,0.35742953488747026,0.9601861164774121,0.9841899257502661
89,RL,RL,8,correct,0.0,1.0,0.08885416666666666,RL,0.25,0.25,0.0,2745.6023960935095,RL,true,0.25363281616343475,0.974364689998058,0.9908842135286162
89,RL,RL,8,correct,0.0,1.0,0.08885416666666666,Bayesian,0.65,0.25,0.4,2751.576630820785,RL,true,0.3971998199266527,0.9600193864084712,0.9855254290597886
89,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08885416666666666,RL,0.2,0.25,-0.04999999999999999,2770.704814181396,Bayesian,false,0.3629665380855928,0.9583244491152866,0.9825621664737221
89,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08885416666666666,Bayesian,0.45,0.25,0.2,2768.8141234368018,Bayesian,false,0.46805087736373174,0.9586878604551853,0.9876999837907092
89,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08885416666666666,RL,0.3,0.25,0.04999999999999999,2753.02064241698,RL,true,0.372080203399615,0.9770009943798902,0.9909788786911922
89,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08885416666666666,Bayesian,0.65,0.25,0.4,2780.388930566765,RL,true,0.3971998199266527,0.9600193864084712,0.9855254290597886
89,RL,RL,8,state_slope_0.80,0.0,0.8,0.08885416666666666,RL,0.3,0.25,0.04999999999999999,2743.1439534012534,RL,true,0.372080203399615,0.9770009943798902,0.9909788786911922
89,RL,RL,8,state_slope_0.80,0.0,0.8,0.08885416666666666,Bayesian,0.65,0.25,0.4,2773.656118650565,RL,true,0.3971998199266527,0.9600193864084712,0.9855254290597886
89,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08885416666666666,RL,0.4,0.25,0.15000000000000002,2768.4156027375802,RL,true,0.8338555516930547,0.9564157232305588,0.977227347637495
89,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08885416666666666,Bayesian,0.65,0.25,0.4,2840.533014673914,RL,true,0.3971998199266527,0.9600193864084712,0.9855254290597886
90,RL,RL,8,correct,0.0,1.0,0.0828125,RL,0.25,0.25,0.0,2615.371474361714,RL,true,0.2454888620596432,0.9748291613231729,0.9904028107510285
90,RL,RL,8,correct,0.0,1.0,0.0828125,Bayesian,0.65,0.25,0.4,2628.524564182167,RL,true,0.37677558558838403,0.9606650163775773,0.9844480326608595
90,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.0828125,RL,0.2,0.25,-0.04999999999999999,2628.0994277353534,RL,true,0.3541161931644925,0.9605716607727796,0.9821681832910969
90,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.0828125,Bayesian,0.65,0.25,0.4,2630.1388038319446,RL,true,0.37677558558838403,0.9606650163775773,0.9844480326608595
90,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.0828125,RL,0.3,0.25,0.04999999999999999,2632.8380664014917,RL,true,0.38052308955005526,0.9760759488281205,0.9897177544492964
90,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.0828125,Bayesian,0.65,0.25,0.4,2675.4922855061327,RL,true,0.37677558558838403,0.9606650163775773,0.9844480326608595
90,RL,RL,8,state_slope_0.80,0.0,0.8,0.0828125,RL,0.3,0.25,0.04999999999999999,2621.5329924274292,RL,true,0.38052308955005526,0.9760759488281205,0.9897177544492964
90,RL,RL,8,state_slope_0.80,0.0,0.8,0.0828125,Bayesian,0.65,0.25,0.4,2663.587443980078,RL,true,0.37677558558838403,0.9606650163775773,0.9844480326608595
90,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.0828125,RL,0.4,0.25,0.15000000000000002,2649.048720302221,RL,true,0.8698096306571584,0.9539636329149501,0.9737358896829457
90,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.0828125,Bayesian,0.65,0.25,0.4,2747.979066073091,RL,true,0.37677558558838403,0.9606650163775773,0.9844480326608595
91,RL,RL,8,correct,0.0,1.0,0.09885416666666667,RL,0.25,0.25,0.0,2943.1846032403646,RL,true,0.23991442891103368,0.9763827340065745,0.9897989108196379
91,RL,RL,8,correct,0.0,1.0,0.09885416666666667,Bayesian,0.45,0.25,0.2,2953.754519405977,RL,true,0.4125374634230528,0.9647531548255168,0.9871611373527465
91,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.09885416666666667,RL,0.2,0.25,-0.04999999999999999,2965.60424039436,RL,true,0.35523262121366167,0.9623277956154449,0.9802997426750182
91,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.09885416666666667,Bayesian,0.3,0.25,0.04999999999999999,2968.6751922013714,RL,true,0.49746755090381267,0.9574603611444567,0.9836444449510006
91,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.09885416666666667,RL,0.3,0.25,0.04999999999999999,2954.807904538894,RL,true,0.3648675603094813,0.9777374877809697,0.9896487406303283
91,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.09885416666666667,Bayesian,0.65,0.25,0.4,2982.9541040369513,RL,true,0.3483849880593986,0.9633051744113758,0.9843502551472796
91,RL,RL,8,state_slope_0.80,0.0,0.8,0.09885416666666667,RL,0.3,0.25,0.04999999999999999,2945.7446091562783,RL,true,0.3648675603094813,0.9777374877809697,0.9896487406303283
91,RL,RL,8,state_slope_0.80,0.0,0.8,0.09885416666666667,Bayesian,0.65,0.25,0.4,2973.931294495457,RL,true,0.3483849880593986,0.9633051744113758,0.9843502551472796
91,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.09885416666666667,RL,0.4,0.25,0.15000000000000002,2971.868529945603,RL,true,0.8518742995934225,0.9581193410146936,0.9741254921289579
91,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.09885416666666667,Bayesian,0.65,0.25,0.4,3036.1183055901765,RL,true,0.3483849880593986,0.9633051744113758,0.9843502551472796
92,RL,RL,8,correct,0.0,1.0,0.09229166666666666,RL,0.25,0.25,0.0,2821.960042207376,Bayesian,false,0.24309353192281827,0.9743034311601545,0.9890543842370259
92,RL,RL,8,correct,0.0,1.0,0.09229166666666666,Bayesian,0.65,0.25,0.4,2820.2640951243034,Bayesian,false,0.33996524963729746,0.9616068221238379,0.9833851905198198
92,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.09229166666666666,RL,0.2,0.25,-0.04999999999999999,2837.3057086889944,Bayesian,false,0.3607412749635223,0.958619218651481,0.9793965105122496
92,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.09229166666666666,Bayesian,0.45,0.25,0.2,2829.8525184490986,Bayesian,false,0.4057583920209564,0.9629335552201754,0.98639069956214
92,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.09229166666666666,RL,0.3,0.25,0.04999999999999999,2839.4735994026837,RL,true,0.37216295388394505,0.9766648562471182,0.9887846821927797
92,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.09229166666666666,Bayesian,0.65,0.25,0.4,2862.291034374106,RL,true,0.33996524963729746,0.9616068221238379,0.9833851905198198
92,RL,RL,8,state_slope_0.80,0.0,0.8,0.09229166666666666,RL,0.3,0.25,0.04999999999999999,2822.2499529568763,RL,true,0.37216295388394505,0.9766648562471182,0.9887846821927797
92,RL,RL,8,state_slope_0.80,0.0,0.8,0.09229166666666666,Bayesian,0.65,0.25,0.4,2846.448568364524,RL,true,0.33996524963729746,0.9616068221238379,0.9833851905198198
92,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.09229166666666666,RL,0.4,0.25,0.15000000000000002,2845.9931575752053,RL,true,0.8752680930487835,0.9588368427461792,0.9724801993280907
92,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.09229166666666666,Bayesian,0.65,0.25,0.4,2922.738715467725,RL,true,0.33996524963729746,0.9616068221238379,0.9833851905198198
93,RL,RL,8,correct,0.0,1.0,0.08541666666666667,RL,0.25,0.25,0.0,2664.9280484980814,RL,true,0.24015726401813509,0.9773287135693214,0.9900176416219452
93,RL,RL,8,correct,0.0,1.0,0.08541666666666667,Bayesian,0.65,0.25,0.4,2677.0028137289023,RL,true,0.3782607971837772,0.9635220226509897,0.9845323669307484
93,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08541666666666667,RL,0.2,0.25,-0.04999999999999999,2675.201845801928,RL,true,0.3612243493447491,0.9636583540952732,0.9807595922405495
93,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08541666666666667,Bayesian,0.45,0.25,0.2,2679.2915162383947,RL,true,0.4478656217483657,0.9645502771527723,0.9870713458059291
93,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08541666666666667,RL,0.3,0.25,0.04999999999999999,2684.620051306471,RL,true,0.3652297891352937,0.9779861347356574,0.9896320210920045
93,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08541666666666667,Bayesian,0.65,0.25,0.4,2723.251626304269,RL,true,0.3782607971837772,0.9635220226509897,0.9845323669307484
93,RL,RL,8,state_slope_0.80,0.0,0.8,0.08541666666666667,RL,0.3,0.25,0.04999999999999999,2671.9613957785964,RL,true,0.3652297891352937,0.9779861347356574,0.9896320210920045
93,RL,RL,8,state_slope_0.80,0.0,0.8,0.08541666666666667,Bayesian,0.65,0.25,0.4,2710.048680741362,RL,true,0.3782607971837772,0.9635220226509897,0.9845323669307484
93,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08541666666666667,RL,0.4,0.25,0.15000000000000002,2699.404152445217,RL,true,0.8536144819439309,0.9541546126197524,0.9734637725500256
93,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08541666666666667,Bayesian,0.65,0.25,0.4,2792.2081255718986,RL,true,0.3782607971837772,0.9635220226509897,0.9845323669307484
94,RL,RL,8,correct,0.0,1.0,0.08708333333333333,RL,0.25,0.25,0.0,2726.0116597742117,RL,true,0.23524466905429808,0.97467594000579,0.9899652712019306
94,RL,RL,8,correct,0.0,1.0,0.08708333333333333,Bayesian,0.65,0.25,0.4,2735.586609237252,RL,true,0.35826566518949804,0.9614025614118021,0.9848451137535033
94,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08708333333333333,RL,0.2,0.25,-0.04999999999999999,2737.4219972038754,RL,true,0.3610797668043452,0.95974907384294,0.9813029738161768
94,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08708333333333333,Bayesian,0.45,0.25,0.2,2739.2716892180765,RL,true,0.429785293801345,0.962670041598338,0.9874057748561434
94,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08708333333333333,RL,0.3,0.25,0.04999999999999999,2745.7572695011268,RL,true,0.3569692250042054,0.9770065398665618,0.9900008465775716
94,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08708333333333333,Bayesian,0.65,0.25,0.4,2780.793078446917,RL,true,0.35826566518949804,0.9614025614118021,0.9848451137535033
94,RL,RL,8,state_slope_0.80,0.0,0.8,0.08708333333333333,RL,0.3,0.25,0.04999999999999999,2730.9943825482633,RL,true,0.3569692250042054,0.9770065398665618,0.9900008465775716
94,RL,RL,8,state_slope_0.80,0.0,0.8,0.08708333333333333,Bayesian,0.65,0.25,0.4,2765.2918293337316,RL,true,0.35826566518949804,0.9614025614118021,0.9848451137535033
94,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08708333333333333,RL,0.4,0.25,0.15000000000000002,2758.4930762393706,RL,true,0.8509387618760682,0.9592708151944436,0.9758251905275238
94,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08708333333333333,Bayesian,0.65,0.25,0.4,2846.854888858468,RL,true,0.35826566518949804,0.9614025614118021,0.9848451137535033
95,RL,RL,8,correct,0.0,1.0,0.08229166666666667,RL,0.25,0.25,0.0,2602.0239968945366,RL,true,0.25136395191908056,0.974514876480027,0.9908612944002361
95,RL,RL,8,correct,0.0,1.0,0.08229166666666667,Bayesian,0.65,0.25,0.4,2614.0881407702805,RL,true,0.4239728732161989,0.9595445243515914,0.9854458892546323
95,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08229166666666667,RL,0.2,0.25,-0.04999999999999999,2618.5626956440783,RL,true,0.36946884713575756,0.9603279417861175,0.9830527463241864
95,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08229166666666667,Bayesian,0.45,0.25,0.2,2621.0027267272912,RL,true,0.49651038115183327,0.9592814260595075,0.987646091581058
95,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08229166666666667,RL,0.3,0.25,0.04999999999999999,2616.3035212435816,RL,true,0.3638555940191596,0.9763365673569625,0.9906833706417925
95,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08229166666666667,Bayesian,0.65,0.25,0.4,2653.3708284624827,RL,true,0.4239728732161989,0.9595445243515914,0.9854458892546323
95,RL,RL,8,state_slope_0.80,0.0,0.8,0.08229166666666667,RL,0.3,0.25,0.04999999999999999,2608.9554371018926,RL,true,0.3638555940191596,0.9763365673569625,0.9906833706417925
95,RL,RL,8,state_slope_0.80,0.0,0.8,0.08229166666666667,Bayesian,0.65,0.25,0.4,2648.3258888681007,RL,true,0.4239728732161989,0.9595445243515914,0.9854458892546323
95,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08229166666666667,RL,0.4,0.25,0.15000000000000002,2636.381168007905,RL,true,0.8200252863282484,0.954368398581215,0.9766715803285726
95,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08229166666666667,Bayesian,0.65,0.25,0.4,2726.901194743998,RL,true,0.4239728732161989,0.9595445243515914,0.9854458892546323
96,RL,RL,8,correct,0.0,1.0,0.09625,RL,0.25,0.25,0.0,2933.6906645886374,RL,true,0.23679863448471636,0.9740663094193559,0.9882780445851018
96,RL,RL,8,correct,0.0,1.0,0.09625,Bayesian,0.65,0.25,0.4,2941.652996844143,RL,true,0.32676999892474023,0.9615107384235941,0.983061843870425
96,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.09625,RL,0.2,0.25,-0.04999999999999999,2947.8866837808414,RL,true,0.3610687176217687,0.958196571303176,0.9779113970777785
96,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.09625,Bayesian,0.3,0.25,0.04999999999999999,2951.003502620046,RL,true,0.4813376583088468,0.9551038023197834,0.9818504026292703
96,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.09625,RL,0.3,0.25,0.04999999999999999,2953.331022387303,RL,true,0.3596809366126978,0.9764436732762586,0.988476111561643
96,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.09625,Bayesian,0.65,0.25,0.4,2980.4687230712466,RL,true,0.32676999892474023,0.9615107384235941,0.983061843870425
96,RL,RL,8,state_slope_0.80,0.0,0.8,0.09625,RL,0.3,0.25,0.04999999999999999,2931.6770055617667,RL,true,0.3596809366126978,0.9764436732762586,0.988476111561643
96,RL,RL,8,state_slope_0.80,0.0,0.8,0.09625,Bayesian,0.65,0.25,0.4,2957.868850582222,RL,true,0.32676999892474023,0.9615107384235941,0.983061843870425
96,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.09625,RL,0.4,0.25,0.15000000000000002,2963.366999406871,RL,true,0.8616066960526394,0.9596642165842136,0.9730576327409433
96,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.09625,Bayesian,0.65,0.25,0.4,3029.96556982417,RL,true,0.32676999892474023,0.9615107384235941,0.983061843870425
97,RL,RL,8,correct,0.0,1.0,0.08458333333333333,RL,0.25,0.25,0.0,2625.179610684874,RL,true,0.24550008742774107,0.9762739636900611,0.9901353637506866
97,RL,RL,8,correct,0.0,1.0,0.08458333333333333,Bayesian,0.65,0.25,0.4,2638.0768309750883,RL,true,0.3828481226096722,0.9621990908719191,0.9848734124730167
97,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08458333333333333,RL,0.2,0.25,-0.04999999999999999,2642.0172708085124,RL,true,0.3573748344330855,0.9613815572624529,0.9812529824091265
97,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08458333333333333,Bayesian,0.65,0.25,0.4,2643.696880414743,RL,true,0.3828481226096722,0.9621990908719191,0.9848734124730167
97,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08458333333333333,RL,0.3,0.25,0.04999999999999999,2639.2660492351397,RL,true,0.37159618610991507,0.9779625662860856,0.9901396490633612
97,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08458333333333333,Bayesian,0.65,0.25,0.4,2681.0277328974244,RL,true,0.3828481226096722,0.9621990908719191,0.9848734124730167
97,RL,RL,8,state_slope_0.80,0.0,0.8,0.08458333333333333,RL,0.3,0.25,0.04999999999999999,2634.1325095942716,RL,true,0.37159618610991507,0.9779625662860856,0.9901396490633612
97,RL,RL,8,state_slope_0.80,0.0,0.8,0.08458333333333333,Bayesian,0.65,0.25,0.4,2675.6336168819503,RL,true,0.3828481226096722,0.9621990908719191,0.9848734124730167
97,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08458333333333333,RL,0.4,0.25,0.15000000000000002,2657.3528593391516,RL,true,0.8484769278801162,0.9556275079351381,0.9754446834484836
97,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08458333333333333,Bayesian,0.65,0.25,0.4,2755.8272244850323,RL,true,0.3828481226096722,0.9621990908719191,0.9848734124730167
98,RL,RL,8,correct,0.0,1.0,0.08979166666666667,RL,0.2,0.25,-0.04999999999999999,2791.4628971495863,RL,true,0.3518138327257803,0.961795868789076,0.9827745719014311
98,RL,RL,8,correct,0.0,1.0,0.08979166666666667,Bayesian,0.45,0.25,0.2,2795.086138009987,RL,true,0.4363850092574696,0.9623887313867765,0.9882130032840442
98,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08979166666666667,RL,0.15,0.25,-0.1,2801.406829980787,Bayesian,false,0.5716446434981517,0.9254003653148283,0.9591014314237768
98,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.08979166666666667,Bayesian,0.3,0.25,0.04999999999999999,2800.598162190283,Bayesian,false,0.5209598350404034,0.9544242301316237,0.9850615579034305
98,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08979166666666667,RL,0.25,0.25,0.0,2812.7064179599847,RL,true,0.23793989557229037,0.9757939139279025,0.9908618514530503
98,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.08979166666666667,Bayesian,0.65,0.25,0.4,2831.9014963245195,RL,true,0.3687321081398912,0.9611189403980457,0.9852585296732927
98,RL,RL,8,state_slope_0.80,0.0,0.8,0.08979166666666667,RL,0.3,0.25,0.04999999999999999,2795.1662839908413,RL,true,0.3666216649295903,0.9771487543720965,0.9903208428673648
98,RL,RL,8,state_slope_0.80,0.0,0.8,0.08979166666666667,Bayesian,0.65,0.25,0.4,2816.77154622139,RL,true,0.3687321081398912,0.9611189403980457,0.9852585296732927
98,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08979166666666667,RL,0.4,0.25,0.15000000000000002,2831.5963952931593,RL,true,0.8497661830198778,0.9569170394209671,0.9750991657262666
98,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08979166666666667,Bayesian,0.65,0.25,0.4,2888.496684633983,RL,true,0.3687321081398912,0.9611189403980457,0.9852585296732927
99,RL,RL,8,correct,0.0,1.0,0.0921875,RL,0.25,0.25,0.0,2812.0015825040846,RL,true,0.2416609999149857,0.9774811458041709,0.9902539382689227
99,RL,RL,8,correct,0.0,1.0,0.0921875,Bayesian,0.65,0.25,0.4,2816.573945837475,RL,true,0.3820637152150609,0.9631215199703056,0.9844266546389544
99,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.0921875,RL,0.2,0.25,-0.04999999999999999,2822.82988526539,Bayesian,false,0.3670667382016704,0.9645298353183588,0.9814799483423203
99,RL,RL,8,intercept_minus_0.25,-0.25,1.0,0.0921875,Bayesian,0.3,0.25,0.04999999999999999,2821.414724744632,Bayesian,false,0.5332594655925025,0.957563879233977,0.9841136512176869
99,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.0921875,RL,0.3,0.25,0.04999999999999999,2833.214195283548,RL,true,0.3584723510609373,0.9779871444389163,0.9893517714989567
99,RL,RL,8,intercept_plus_0.25,0.25,1.0,0.0921875,Bayesian,0.65,0.25,0.4,2855.892676378254,RL,true,0.3820637152150609,0.9631215199703056,0.9844266546389544
99,RL,RL,8,state_slope_0.80,0.0,0.8,0.0921875,RL,0.3,0.25,0.04999999999999999,2817.3267559838887,RL,true,0.3584723510609373,0.9779871444389163,0.9893517714989567
99,RL,RL,8,state_slope_0.80,0.0,0.8,0.0921875,Bayesian,0.65,0.25,0.4,2842.6251041535647,RL,true,0.3820637152150609,0.9631215199703056,0.9844266546389544
99,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.0921875,RL,0.4,0.25,0.15000000000000002,2849.8391180830768,RL,true,0.8421743462040164,0.9552474172562796,0.972366168097124
99,RL,RL,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.0921875,Bayesian,0.65,0.25,0.4,2916.764097942053,RL,true,0.3820637152150609,0.9631215199703056,0.9844266546389544
0,RL,Bayesian,8,correct,0.0,1.0,0.08677083333333334,RL,0.25,0.25,0.0,2672.7817277386953,RL,true,0.24000232453089937,0.9783964060485373,0.9897841512410659
0,RL,Bayesian,8,correct,0.0,1.0,0.08677083333333334,Bayesian,0.65,0.25,0.4,2678.3842751614225,RL,true,0.3674894503547112,0.9632060287476558,0.9837304002545445
0,RL,Bayesian,8,intercept_minus_0.25,-0.25,1.0,0.08677083333333334,RL,0.2,0.25,-0.04999999999999999,2679.363823873346,Bayesian,false,0.35576263625527665,0.9655868493030709,0.9799764036141226
0,RL,Bayesian,8,intercept_minus_0.25,-0.25,1.0,0.08677083333333334,Bayesian,0.45,0.25,0.2,2679.2820742513227,Bayesian,false,0.43212178857869754,0.964773831861472,0.9866830456320452
0,RL,Bayesian,8,intercept_plus_0.25,0.25,1.0,0.08677083333333334,RL,0.3,0.25,0.04999999999999999,2697.623877404756,RL,true,0.37384804147344275,0.978608199533488,0.9889611463026373
0,RL,Bayesian,8,intercept_plus_0.25,0.25,1.0,0.08677083333333334,Bayesian,0.65,0.25,0.4,2724.2323400066452,RL,true,0.3674894503547112,0.9632060287476558,0.9837304002545445
0,RL,Bayesian,8,state_slope_0.80,0.0,0.8,0.08677083333333334,RL,0.3,0.25,0.04999999999999999,2679.8194315983214,RL,true,0.37384804147344275,0.978608199533488,0.9889611463026373
0,RL,Bayesian,8,state_slope_0.80,0.0,0.8,0.08677083333333334,Bayesian,0.65,0.25,0.4,2707.6785861675507,RL,true,0.3674894503547112,0.9632060287476558,0.9837304002545445
0,RL,Bayesian,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08677083333333334,RL,0.4,0.25,0.15000000000000002,2712.461337484145,RL,true,0.8705273173461737,0.9544173273438279,0.9707423857674732
0,RL,Bayesian,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08677083333333334,Bayesian,0.65,0.25,0.4,2785.9793084274474,RL,true,0.3674894503547112,0.9632060287476558,0.9837304002545445
1,RL,Bayesian,8,correct,0.0,1.0,0.08645833333333333,RL,0.3,0.25,0.04999999999999999,2632.7941831782223,RL,true,0.36316157157188855,0.9799471126808104,0.9904565552136506
1,RL,Bayesian,8,correct,0.0,1.0,0.08645833333333333,Bayesian,0.65,0.25,0.4,2646.381898646409,RL,true,0.3698451897802293,0.9645796408495696,0.9851839010447732
1,RL,Bayesian,8,intercept_minus_0.25,-0.25,1.0,0.08645833333333333,RL,0.25,0.25,0.0,2655.3358029313636,RL,true,0.2329243997032316,0.9785033666412354,0.9905298753757769
1,RL,Bayesian,8,intercept_minus_0.25,-0.25,1.0,0.08645833333333333,Bayesian,0.65,0.25,0.4,2656.8807361308327,RL,true,0.3698451897802293,0.9645796408495696,0.9851839010447732
1,RL,Bayesian,8,intercept_plus_0.25,0.25,1.0,0.08645833333333333,RL,0.3,0.25,0.04999999999999999,2642.695956072623,RL,true,0.36316157157188855,0.9799471126808104,0.9904565552136506
1,RL,Bayesian,8,intercept_plus_0.25,0.25,1.0,0.08645833333333333,Bayesian,0.65,0.25,0.4,2684.1535739809237,RL,true,0.3698451897802293,0.9645796408495696,0.9851839010447732
1,RL,Bayesian,8,state_slope_0.80,0.0,0.8,0.08645833333333333,RL,0.4,0.25,0.15000000000000002,2637.6997540045736,RL,true,0.8530484025373333,0.9590420510957702,0.9751658425130983
1,RL,Bayesian,8,state_slope_0.80,0.0,0.8,0.08645833333333333,Bayesian,0.65,0.25,0.4,2680.45489741259,RL,true,0.3698451897802293,0.9645796408495696,0.9851839010447732
1,RL,Bayesian,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08645833333333333,RL,0.4,0.25,0.15000000000000002,2656.657528158399,RL,true,0.8530484025373333,0.9590420510957702,0.9751658425130983
1,RL,Bayesian,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.08645833333333333,Bayesian,0.65,0.25,0.4,2752.510502639501,RL,true,0.3698451897802293,0.9645796408495696,0.9851839010447732
2,RL,Bayesian,8,correct,0.0,1.0,0.09875,RL,0.25,0.25,0.0,2975.3067689705044,RL,true,0.23121068136731848,0.9766483842178664,0.9887808466884745
2,RL,Bayesian,8,correct,0.0,1.0,0.09875,Bayesian,0.65,0.25,0.4,2980.3367002210225,RL,true,0.32680047457459893,0.9630702385335096,0.982879354664546
2,RL,Bayesian,8,intercept_minus_0.25,-0.25,1.0,0.09875,RL,0.2,0.25,-0.04999999999999999,2992.069748114587,RL,true,0.3522997238209636,0.9625646224753265,0.9786429041399918
2,RL,Bayesian,8,intercept_minus_0.25,-0.25,1.0,0.09875,Bayesian,0.3,0.25,0.04999999999999999,2992.453218072305,RL,true,0.4736985481736884,0.9593261577420834,0.982500354774402
2,RL,Bayesian,8,intercept_plus_0.25,0.25,1.0,0.09875,RL,0.3,0.25,0.04999999999999999,2992.8028517929442,RL,true,0.36148881634861335,0.9777952459901397,0.988299135047919
2,RL,Bayesian,8,intercept_plus_0.25,0.25,1.0,0.09875,Bayesian,0.65,0.25,0.4,3011.683023550171,RL,true,0.32680047457459893,0.9630702385335096,0.982879354664546
2,RL,Bayesian,8,state_slope_0.80,0.0,0.8,0.09875,RL,0.3,0.25,0.04999999999999999,2973.713557260496,RL,true,0.36148881634861335,0.9777952459901397,0.988299135047919
2,RL,Bayesian,8,state_slope_0.80,0.0,0.8,0.09875,Bayesian,0.65,0.25,0.4,2992.8398773952963,RL,true,0.32680047457459893,0.9630702385335096,0.982879354664546
2,RL,Bayesian,8,combined_plus_0.25_slope_0.80,0.25,0.8,0.09875,RL,0.4,0.25,0.15000000000000002,3002.1394199383485,RL,true,0.8658816590408206,0.9593215113963626,0.9711570998186888
