calibration_rank,replication,n_participants,n_items,n_stages,adaptivity,natural_deviation_sd,outcome_intercept,state_reliability,failure_rate,planned_actual_spearman,estimator,estimate,standard_error,ci_low,ci_high,converged,truth,bias,squared_error,covered,sign_error
1,19,12,100,2,0.75,0.5,-2.4,0.8,0.09958333333333333,0.8273812781911941,naive,-0.15971086447475819,0.058978971865834846,-0.27530964933179447,-0.044112079617721886,true,0.23573019327216205,-0.39544105774692023,0.1563736301520031,false,true
1,19,12,100,2,0.75,0.5,-2.4,0.8,0.09958333333333333,0.8273812781911941,history,0.12533876690844886,0.12719052376537532,-0.12395465967168676,0.37463219348858445,true,0.23573019327216205,-0.11039142636371319,0.01218626701461511,true,false
1,19,12,100,2,0.75,0.5,-2.4,0.8,0.09958333333333333,0.8273812781911941,schedule_conditioned,0.3919397323678051,0.12412504640999002,0.14865464140422469,0.6352248233313855,true,0.23573019327216205,0.15620953909564306,0.024401420104473236,true,false
1,19,12,100,2,0.75,0.5,-2.4,0.8,0.09958333333333333,0.8273812781911941,oracle,0.3580620950753921,0.15348511791104838,0.05723126396973727,0.658892926181047,true,0.23573019327216205,0.12233190180323006,0.014965094198795121,true,false
1,20,12,100,2,0.75,0.5,-2.4,0.8,0.1,0.8399661710010714,naive,-0.2240837984837456,0.07807934102187693,-0.3771193068866244,-0.07104829008086683,true,0.23373080115396289,-0.4578145996377085,0.2095942076414353,false,true
1,20,12,100,2,0.75,0.5,-2.4,0.8,0.1,0.8399661710010714,history,0.002383913225584655,0.11124067996696008,-0.21564781950965708,0.22041564596082638,true,0.23373080115396289,-0.23134688792837824,0.0535213825541456,false,false
1,20,12,100,2,0.75,0.5,-2.4,0.8,0.1,0.8399661710010714,schedule_conditioned,0.2321709091396465,0.1160775223258359,0.004658965381008129,0.45968285289828487,true,0.23373080115396289,-0.0015598920143163886,2.4332630963280402e-6,true,false
1,20,12,100,2,0.75,0.5,-2.4,0.8,0.1,0.8399661710010714,oracle,0.22653761022403812,0.11268464906568597,0.005675698055293638,0.4473995223927826,true,0.23373080115396289,-0.007193190929924764,5.1741995754351896e-5,true,false
1,21,12,100,2,0.75,0.5,-2.4,0.8,0.09916666666666667,0.8464267710810367,naive,-0.21503597899378318,0.053885198939917875,-0.3206509689160222,-0.10942098907154416,true,0.2388310090623416,-0.4538669880561248,0.20599524284713852,false,true
1,21,12,100,2,0.75,0.5,-2.4,0.8,0.09916666666666667,0.8464267710810367,history,0.08265615789352607,0.13197877045512957,-0.1760222321985279,0.34133454798558005,true,0.2388310090623416,-0.15617485116881552,0.02439058413760168,true,false
1,21,12,100,2,0.75,0.5,-2.4,0.8,0.09916666666666667,0.8464267710810367,schedule_conditioned,0.294850881333478,0.13409812885329386,0.032018548781022005,0.557683213885934,true,0.2388310090623416,0.05601987227113639,0.0031382260892744355,true,false
1,21,12,100,2,0.75,0.5,-2.4,0.8,0.09916666666666667,0.8464267710810367,oracle,0.3404654482294312,0.13921420538297521,0.06760560567879981,0.6133252907800626,true,0.2388310090623416,0.10163443916708961,0.010329559224808839,true,false
1,22,12,100,2,0.75,0.5,-2.4,0.8,0.10083333333333333,0.8528943286274876,naive,-0.17394334302732212,0.06382475689468418,-0.2990398665409031,-0.04884681951374112,true,0.25621197563920184,-0.43015531866652396,0.18503359817709877,false,true
1,22,12,100,2,0.75,0.5,-2.4,0.8,0.10083333333333333,0.8528943286274876,history,0.17851961752146767,0.12465729352947728,-0.06580867779630781,0.42284791283924317,true,0.25621197563920184,-0.07769235811773417,0.006036102509894255,true,false
1,22,12,100,2,0.75,0.5,-2.4,0.8,0.10083333333333333,0.8528943286274876,schedule_conditioned,0.4964412610875921,0.09950540398424135,0.3014106692784791,0.6914718528967052,true,0.25621197563920184,0.24022928544839028,0.05771010958704418,false,false
1,22,12,100,2,0.75,0.5,-2.4,0.8,0.10083333333333333,0.8528943286274876,oracle,0.4744552325426651,0.10112638130164273,0.27624752519144535,0.6726629398938848,true,0.25621197563920184,0.21824325690346325,0.04763011918383106,false,false
1,23,12,100,2,0.75,0.5,-2.4,0.8,0.08125,0.8245531995752082,naive,-0.26095018861958014,0.0728664335568316,-0.40376839839097006,-0.11813197884819021,true,0.226474902582988,-0.48742509120256816,0.23758321953383188,false,true
1,23,12,100,2,0.75,0.5,-2.4,0.8,0.08125,0.8245531995752082,history,-0.018051016041898352,0.1075430961907973,-0.22883548457586106,0.19273345249206436,true,0.226474902582988,-0.24452591862488635,0.05979292487934454,false,true
