study,replication,n_participants,n_items,n_stages,context_strength,proxy_r2_target,proxy_r2_realized,estimator,truth,estimate,standard_error,normal_ci_low,normal_ci_high,participant_t_ci_low,participant_t_ci_high,converged,bias,squared_error,normal_covered,participant_t_covered,sign_error,failure_rate,planned_actual_spearman
context_proxy,28,30,100,2,1.0,0.25,0.2499999999999994,oracle,0.24511143128846324,0.27133922130119054,0.06300312574605194,0.14785309483892875,0.39482534776345235,0.14248336097835104,0.40019508162403006,true,0.026227790012727292,0.0006878969689517175,true,true,false,0.11766666666666667,0.7354797270411035
context_proxy,28,30,100,2,1.0,0.5,0.5000000000000007,plan_conditioned,0.24511143128846324,0.736928698458655,0.0491512395386998,0.6405922689628034,0.8332651279545067,0.6364031264065413,0.8374542705107688,true,0.4918172671701918,0.24188422428675582,false,false,false,0.11766666666666667,0.7354797270411035
context_proxy,28,30,100,2,1.0,0.5,0.5000000000000007,plan_plus_proxy,0.24511143128846324,0.6178305430775242,0.06335671340473141,0.4936513848042506,0.7420097013507977,0.48825151479406115,0.7474095713609872,true,0.3727191117890609,0.1389195362928265,false,false,false,0.11766666666666667,0.7354797270411035
context_proxy,28,30,100,2,1.0,0.5,0.5000000000000007,oracle,0.24511143128846324,0.27133922130119054,0.06300312574605194,0.14785309483892875,0.39482534776345235,0.14248336097835104,0.40019508162403006,true,0.026227790012727292,0.0006878969689517175,true,true,false,0.11766666666666667,0.7354797270411035
context_proxy,28,30,100,2,1.0,0.75,0.7499999999999993,plan_conditioned,0.24511143128846324,0.736928698458655,0.0491512395386998,0.6405922689628034,0.8332651279545067,0.6364031264065413,0.8374542705107688,true,0.4918172671701918,0.24188422428675582,false,false,false,0.11766666666666667,0.7354797270411035
context_proxy,28,30,100,2,1.0,0.75,0.7499999999999993,plan_plus_proxy,0.24511143128846324,0.4973501644780769,0.06757207909878625,0.3649088894444559,0.6297914395116979,0.35914974532470356,0.6355505836314502,true,0.25223873318961365,0.0636243785211011,false,false,false,0.11766666666666667,0.7354797270411035
context_proxy,28,30,100,2,1.0,0.75,0.7499999999999993,oracle,0.24511143128846324,0.27133922130119054,0.06300312574605194,0.14785309483892875,0.39482534776345235,0.14248336097835104,0.40019508162403006,true,0.026227790012727292,0.0006878969689517175,true,true,false,0.11766666666666667,0.7354797270411035
context_proxy,28,30,100,2,1.0,1.0,0.9999999999999998,plan_conditioned,0.24511143128846324,0.736928698458655,0.0491512395386998,0.6405922689628034,0.8332651279545067,0.6364031264065413,0.8374542705107688,true,0.4918172671701918,0.24188422428675582,false,false,false,0.11766666666666667,0.7354797270411035
context_proxy,28,30,100,2,1.0,1.0,0.9999999999999998,plan_plus_proxy,0.24511143128846324,0.2909004924465712,0.0672509497240062,0.15908863098751902,0.42271235390562334,0.15335685660945755,0.42844412828368483,true,0.045789061158107935,0.002096638121740949,true,true,false,0.11766666666666667,0.7354797270411035
context_proxy,28,30,100,2,1.0,1.0,0.9999999999999998,oracle,0.24511143128846324,0.27133922130119054,0.06300312574605194,0.14785309483892875,0.39482534776345235,0.14248336097835104,0.40019508162403006,true,0.026227790012727292,0.0006878969689517175,true,true,false,0.11766666666666667,0.7354797270411035
context_proxy,29,30,100,2,1.0,0.0,2.3937307049201607e-34,plan_conditioned,0.248992966888913,0.7672070573161034,0.07201351325006002,0.6260605713459857,0.9083535432862211,0.6199228853829645,0.9144912292492423,true,0.5182140904271904,0.2685458435172802,false,false,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.0,2.3937307049201607e-34,plan_plus_proxy,0.248992966888913,0.7678256684165398,0.0721693870829499,0.6263736697339579,0.9092776670991216,0.6202226986999416,0.9154286381331379,true,0.5188327015276267,0.2691873721744554,false,false,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.0,2.3937307049201607e-34,oracle,0.248992966888913,0.3050603157062735,0.08627550431103187,0.13596032725665105,0.47416030415589594,0.12860709689940333,0.4815135345131437,true,0.0560673488173605,0.003143547603407576,true,true,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.25,0.24999999999999978,plan_conditioned,0.248992966888913,0.7672070573161034,0.07201351325006002,0.6260605713459857,0.9083535432862211,0.6199228853829645,0.9144912292492423,true,0.5182140904271904,0.2685458435172802,false,false,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.25,0.24999999999999978,plan_plus_proxy,0.248992966888913,0.6746459710393629,0.07829636388930332,0.5211850978163284,0.8281068442623973,0.5145119267417512,0.8347800153369745,true,0.4256530041504498,0.18118047994230285,false,false,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.25,0.24999999999999978,oracle,0.248992966888913,0.3050603157062735,0.08627550431103187,0.13596032725665105,0.47416030415589594,0.12860709689940333,0.4815135345131437,true,0.0560673488173605,0.003143547603407576,true,true,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.5,0.49999999999999456,plan_conditioned,0.248992966888913,0.7672070573161034,0.07201351325006002,0.6260605713459857,0.9083535432862211,0.6199228853829645,0.9144912292492423,true,0.5182140904271904,0.2685458435172802,false,false,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.5,0.49999999999999456,plan_plus_proxy,0.248992966888913,0.5736856871166,0.0849879871676434,0.4071092322680189,0.740262141965181,0.3998657365361419,0.747505637697058,true,0.3246927202276869,0.10542536256885497,false,false,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.5,0.49999999999999456,oracle,0.248992966888913,0.3050603157062735,0.08627550431103187,0.13596032725665105,0.47416030415589594,0.12860709689940333,0.4815135345131437,true,0.0560673488173605,0.003143547603407576,true,true,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.75,0.7500000000000033,plan_conditioned,0.248992966888913,0.7672070573161034,0.07201351325006002,0.6260605713459857,0.9083535432862211,0.6199228853829645,0.9144912292492423,true,0.5182140904271904,0.2685458435172802,false,false,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.75,0.7500000000000033,plan_plus_proxy,0.248992966888913,0.4497629066151816,0.09194772657577611,0.2695453625266604,0.6299804507037028,0.26170869069569136,0.6378171225346718,true,0.20076993972626858,0.04030856869768952,false,false,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,0.75,0.7500000000000033,oracle,0.248992966888913,0.3050603157062735,0.08627550431103187,0.13596032725665105,0.47416030415589594,0.12860709689940333,0.4815135345131437,true,0.0560673488173605,0.003143547603407576,true,true,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,1.0,0.9999999999999998,plan_conditioned,0.248992966888913,0.7672070573161034,0.07201351325006002,0.6260605713459857,0.9083535432862211,0.6199228853829645,0.9144912292492423,true,0.5182140904271904,0.2685458435172802,false,false,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,1.0,0.9999999999999998,plan_plus_proxy,0.248992966888913,0.3053857149576808,0.09423064242269244,0.12069365580920363,0.49007777410615794,0.11266241187758283,0.49810901803777874,true,0.05639274806876779,0.0031801420347475134,true,true,false,0.12,0.7548445048012362
context_proxy,29,30,100,2,1.0,1.0,0.9999999999999998,oracle,0.248992966888913,0.3050603157062735,0.08627550431103187,0.13596032725665105,0.47416030415589594,0.12860709689940333,0.4815135345131437,true,0.0560673488173605,0.003143547603407576,true,true,false,0.12,0.7548445048012362
context_proxy,30,30,100,2,1.0,0.0,9.437976938597468e-34,plan_conditioned,0.2437173614105374,0.737490775797751,0.06174405516658086,0.6164724276712525,0.8585091239242495,0.611210003945583,0.863771547649919,true,0.4937734143872136,0.24381218475560698,false,false,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.0,9.437976938597468e-34,plan_plus_proxy,0.2437173614105374,0.738096025404717,0.06199842339860472,0.6165791155434517,0.8596129352659823,0.6112950121043969,0.8648970387050371,true,0.49437866399417957,0.24441026341266991,false,false,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.0,9.437976938597468e-34,oracle,0.2437173614105374,0.270540661170298,0.06125985742845916,0.15047134061051806,0.390609981730078,0.14525018488479008,0.39583113745580595,true,0.02682329975976061,0.0007194894100019736,true,true,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.25,0.2500000000000018,plan_conditioned,0.2437173614105374,0.737490775797751,0.06174405516658086,0.6164724276712525,0.8585091239242495,0.611210003945583,0.863771547649919,true,0.4937734143872136,0.24381218475560698,false,false,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.25,0.2500000000000018,plan_plus_proxy,0.2437173614105374,0.6670953396263971,0.0647309486873489,0.5402226801991933,0.7939679990536009,0.5347056846076601,0.7994849946451341,true,0.4233779782158597,0.17924891243814897,false,false,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.25,0.2500000000000018,oracle,0.2437173614105374,0.270540661170298,0.06125985742845916,0.15047134061051806,0.390609981730078,0.14525018488479008,0.39583113745580595,true,0.02682329975976061,0.0007194894100019736,true,true,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.5,0.500000000000004,plan_conditioned,0.2437173614105374,0.737490775797751,0.06174405516658086,0.6164724276712525,0.8585091239242495,0.611210003945583,0.863771547649919,true,0.4937734143872136,0.24381218475560698,false,false,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.5,0.500000000000004,plan_plus_proxy,0.2437173614105374,0.5633162426674574,0.06572035994488906,0.4345043371754748,0.6921281481594399,0.4289030144165395,0.6977294709183752,true,0.31959888125692,0.10214344490067484,false,false,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.5,0.500000000000004,oracle,0.2437173614105374,0.270540661170298,0.06125985742845916,0.15047134061051806,0.390609981730078,0.14525018488479008,0.39583113745580595,true,0.02682329975976061,0.0007194894100019736,true,true,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.75,0.749999999999998,plan_conditioned,0.2437173614105374,0.737490775797751,0.06174405516658086,0.6164724276712525,0.8585091239242495,0.611210003945583,0.863771547649919,true,0.4937734143872136,0.24381218475560698,false,false,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.75,0.749999999999998,plan_plus_proxy,0.2437173614105374,0.42246196046165646,0.06573375975294334,0.29362379134588756,0.5513001295774254,0.2880213265261071,0.5569025943972058,true,0.17874459905111906,0.03194963168994531,false,false,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,0.75,0.749999999999998,oracle,0.2437173614105374,0.270540661170298,0.06125985742845916,0.15047134061051806,0.390609981730078,0.14525018488479008,0.39583113745580595,true,0.02682329975976061,0.0007194894100019736,true,true,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,1.0,0.9999999999999998,plan_conditioned,0.2437173614105374,0.737490775797751,0.06174405516658086,0.6164724276712525,0.8585091239242495,0.611210003945583,0.863771547649919,true,0.4937734143872136,0.24381218475560698,false,false,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,1.0,0.9999999999999998,plan_plus_proxy,0.2437173614105374,0.21820585063546127,0.06521320601257201,0.09038796685082015,0.34602373442010237,0.08482986864004238,0.35158183263088016,true,-0.02551151077507613,0.0006508371820268255,true,true,false,0.115,0.7245152400143122
context_proxy,30,30,100,2,1.0,1.0,0.9999999999999998,oracle,0.2437173614105374,0.270540661170298,0.06125985742845916,0.15047134061051806,0.390609981730078,0.14525018488479008,0.39583113745580595,true,0.02682329975976061,0.0007194894100019736,true,true,false,0.115,0.7245152400143122
context_proxy,31,30,100,2,1.0,0.0,3.435796440159973e-33,plan_conditioned,0.2406647461309711,0.6842397578753653,0.06450057893897108,0.557818623154982,0.8106608925957486,0.5523212618946614,0.8161582538560692,true,0.4435750117443942,0.19675879104403943,false,false,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.0,3.435796440159973e-33,plan_plus_proxy,0.2406647461309711,0.6829195792999999,0.06418154923956022,0.5571237427904618,0.808715415809538,0.5516535723172518,0.8141855862827481,true,0.4422548331690288,0.1955893374613655,false,false,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.0,3.435796440159973e-33,oracle,0.2406647461309711,0.2605292274412611,0.07111551628017318,0.1211428155321217,0.39991563935040053,0.1150816655294801,0.40597678935304216,true,0.019864481310290005,0.00039459761772686093,true,true,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.25,0.249999999999996,plan_conditioned,0.2406647461309711,0.6842397578753653,0.06450057893897108,0.557818623154982,0.8106608925957486,0.5523212618946614,0.8161582538560692,true,0.4435750117443942,0.19675879104403943,false,false,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.25,0.249999999999996,plan_plus_proxy,0.2406647461309711,0.641194882781588,0.0647525537841338,0.5142798773646857,0.7681098881984902,0.5087610403784855,0.7736287251846905,true,0.4005301366506169,0.16042439036536182,false,false,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.25,0.249999999999996,oracle,0.2406647461309711,0.2605292274412611,0.07111551628017318,0.1211428155321217,0.39991563935040053,0.1150816655294801,0.40597678935304216,true,0.019864481310290005,0.00039459761772686093,true,true,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.5,0.4999999999999993,plan_conditioned,0.2406647461309711,0.6842397578753653,0.06450057893897108,0.557818623154982,0.8106608925957486,0.5523212618946614,0.8161582538560692,true,0.4435750117443942,0.19675879104403943,false,false,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.5,0.4999999999999993,plan_plus_proxy,0.2406647461309711,0.5663465178644304,0.06674918748100454,0.43551811040166144,0.6971749253271993,0.4298291010400067,0.702863934688854,true,0.32568177173345925,0.10606861643944505,false,false,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.5,0.4999999999999993,oracle,0.2406647461309711,0.2605292274412611,0.07111551628017318,0.1211428155321217,0.39991563935040053,0.1150816655294801,0.40597678935304216,true,0.019864481310290005,0.00039459761772686093,true,true,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.75,0.7499999999999964,plan_conditioned,0.2406647461309711,0.6842397578753653,0.06450057893897108,0.557818623154982,0.8106608925957486,0.5523212618946614,0.8161582538560692,true,0.4435750117443942,0.19675879104403943,false,false,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.75,0.7499999999999964,plan_plus_proxy,0.2406647461309711,0.460423793997035,0.07014888646086719,0.3229319765337353,0.5979156114603347,0.316953212044668,0.603894375949402,true,0.21975904786606387,0.04829403911899895,false,false,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,0.75,0.7499999999999964,oracle,0.2406647461309711,0.2605292274412611,0.07111551628017318,0.1211428155321217,0.39991563935040053,0.1150816655294801,0.40597678935304216,true,0.019864481310290005,0.00039459761772686093,true,true,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,1.0,1.0,plan_conditioned,0.2406647461309711,0.6842397578753653,0.06450057893897108,0.557818623154982,0.8106608925957486,0.5523212618946614,0.8161582538560692,true,0.4435750117443942,0.19675879104403943,false,false,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,1.0,1.0,plan_plus_proxy,0.2406647461309711,0.291209902102973,0.07018827876992279,0.15364087571392432,0.42877892849202165,0.14765875383245342,0.43476105037349255,true,0.050545155972001876,0.0025548127922339968,true,true,false,0.112,0.7249662889712858
context_proxy,31,30,100,2,1.0,1.0,1.0,oracle,0.2406647461309711,0.2605292274412611,0.07111551628017318,0.1211428155321217,0.39991563935040053,0.1150816655294801,0.40597678935304216,true,0.019864481310290005,0.00039459761772686093,true,true,false,0.112,0.7249662889712858
context_proxy,32,30,100,2,1.0,0.0,4.9140512502100825e-33,plan_conditioned,0.24171097059784727,0.7168725812878066,0.060115239341314575,0.5990467121788301,0.8346984503967831,0.593923111843048,0.8398220507325652,true,0.4751616106899593,0.22577855627347646,false,false,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.0,4.9140512502100825e-33,plan_plus_proxy,0.24171097059784727,0.7172276519841587,0.060233470007959006,0.5991700507685591,0.8352852531997583,0.5940363736753698,0.8404189302929477,true,0.4755166813863114,0.22611611427665082,false,false,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.0,4.9140512502100825e-33,oracle,0.24171097059784727,0.19945292331104902,0.08069574018996137,0.04128927253872475,0.35761657408337333,0.03441160348070077,0.3644942431413973,true,-0.042258047286798245,0.0017857425604932765,true,true,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.25,0.2499999999999971,plan_conditioned,0.24171097059784727,0.7168725812878066,0.060115239341314575,0.5990467121788301,0.8346984503967831,0.593923111843048,0.8398220507325652,true,0.4751616106899593,0.22577855627347646,false,false,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.25,0.2499999999999971,plan_plus_proxy,0.24171097059784727,0.6554537300626914,0.06338318390363867,0.5312226896115596,0.7796847705138231,0.5258205635302211,0.7850868965951616,true,0.41374275946484407,0.17118307100958383,false,false,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.25,0.2499999999999971,oracle,0.24171097059784727,0.19945292331104902,0.08069574018996137,0.04128927253872475,0.35761657408337333,0.03441160348070077,0.3644942431413973,true,-0.042258047286798245,0.0017857425604932765,true,true,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.5,0.499999999999998,plan_conditioned,0.24171097059784727,0.7168725812878066,0.060115239341314575,0.5990467121788301,0.8346984503967831,0.593923111843048,0.8398220507325652,true,0.4751616106899593,0.22577855627347646,false,false,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.5,0.499999999999998,plan_plus_proxy,0.24171097059784727,0.5588600174255919,0.06764656935554805,0.4262727414887177,0.691447293362466,0.4205072485910393,0.6972127862601445,true,0.3171490468277446,0.10058351790374692,false,false,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.5,0.499999999999998,oracle,0.24171097059784727,0.19945292331104902,0.08069574018996137,0.04128927253872475,0.35761657408337333,0.03441160348070077,0.3644942431413973,true,-0.042258047286798245,0.0017857425604932765,true,true,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.75,0.7500000000000007,plan_conditioned,0.24171097059784727,0.7168725812878066,0.060115239341314575,0.5990467121788301,0.8346984503967831,0.593923111843048,0.8398220507325652,true,0.4751616106899593,0.22577855627347646,false,false,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.75,0.7500000000000007,plan_plus_proxy,0.24171097059784727,0.42628878886711086,0.07366888881341353,0.2818977667928203,0.5706798109414014,0.2756189937629392,0.5769585839712825,true,0.1845778182692636,0.034068970997041294,false,false,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,0.75,0.7500000000000007,oracle,0.24171097059784727,0.19945292331104902,0.08069574018996137,0.04128927253872475,0.35761657408337333,0.03441160348070077,0.3644942431413973,true,-0.042258047286798245,0.0017857425604932765,true,true,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,1.0,0.9999999999999993,plan_conditioned,0.24171097059784727,0.7168725812878066,0.060115239341314575,0.5990467121788301,0.8346984503967831,0.593923111843048,0.8398220507325652,true,0.4751616106899593,0.22577855627347646,false,false,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,1.0,0.9999999999999993,plan_plus_proxy,0.24171097059784727,0.21963086829748507,0.08232157022145715,0.058280590663429055,0.3809811459315411,0.051264352693652065,0.3879973839013181,true,-0.022080102300362198,0.00048753091759446,true,true,false,0.1175,0.7339912775553132
context_proxy,32,30,100,2,1.0,1.0,0.9999999999999993,oracle,0.24171097059784727,0.19945292331104902,0.08069574018996137,0.04128927253872475,0.35761657408337333,0.03441160348070077,0.3644942431413973,true,-0.042258047286798245,0.0017857425604932765,true,true,false,0.1175,0.7339912775553132
context_proxy,33,30,100,2,1.0,0.0,6.684294068500244e-34,plan_conditioned,0.24908070576861896,0.745650955571985,0.055935185288420064,0.6360179924066817,0.8552839187372884,0.6312506565819233,0.8600512545620468,true,0.49657024980336606,0.24658201298977736,false,false,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.0,6.684294068500244e-34,plan_plus_proxy,0.24908070576861896,0.7459959656570905,0.05581164583520497,0.6366051398200887,0.8553867914940922,0.631848333218717,0.8601435980954639,true,0.4969152598884715,0.2469247755100272,false,false,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.0,6.684294068500244e-34,oracle,0.24908070576861896,0.2254950527831795,0.0651069777364892,0.09788537641966066,0.3531047291466983,0.09233633200683783,0.35865377355952116,true,-0.023585652985439465,0.0005562830267495695,true,true,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.25,0.249999999999999,plan_conditioned,0.24908070576861896,0.745650955571985,0.055935185288420064,0.6360179924066817,0.8552839187372884,0.6312506565819233,0.8600512545620468,true,0.49657024980336606,0.24658201298977736,false,false,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.25,0.249999999999999,plan_plus_proxy,0.24908070576861896,0.6758930826558499,0.05189797037368089,0.5741730607234353,0.7776131045882645,0.5697498152810729,0.7820363500306269,true,0.42681237688723095,0.18216880506412766,false,false,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.25,0.249999999999999,oracle,0.24908070576861896,0.2254950527831795,0.0651069777364892,0.09788537641966066,0.3531047291466983,0.09233633200683783,0.35865377355952116,true,-0.023585652985439465,0.0005562830267495695,true,true,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.5,0.500000000000004,plan_conditioned,0.24908070576861896,0.745650955571985,0.055935185288420064,0.6360179924066817,0.8552839187372884,0.6312506565819233,0.8600512545620468,true,0.49657024980336606,0.24658201298977736,false,false,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.5,0.500000000000004,plan_plus_proxy,0.24908070576861896,0.5778558743316401,0.052669540897707874,0.47462357417213263,0.6810881744911476,0.47013456805012727,0.685577180613153,true,0.32877516856302114,0.10809311146364296,false,false,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.5,0.500000000000004,oracle,0.24908070576861896,0.2254950527831795,0.0651069777364892,0.09788537641966066,0.3531047291466983,0.09233633200683783,0.35865377355952116,true,-0.023585652985439465,0.0005562830267495695,true,true,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.75,0.7499999999999957,plan_conditioned,0.24908070576861896,0.745650955571985,0.055935185288420064,0.6360179924066817,0.8552839187372884,0.6312506565819233,0.8600512545620468,true,0.49657024980336606,0.24658201298977736,false,false,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.75,0.7499999999999957,plan_plus_proxy,0.24908070576861896,0.4481948611415824,0.05642329931806702,0.33760519447817106,0.5587845278049938,0.33279625686934583,0.563593465413819,true,0.19911415537296345,0.03964644686988863,false,false,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,0.75,0.7499999999999957,oracle,0.24908070576861896,0.2254950527831795,0.0651069777364892,0.09788537641966066,0.3531047291466983,0.09233633200683783,0.35865377355952116,true,-0.023585652985439465,0.0005562830267495695,true,true,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,1.0,0.9999999999999998,plan_conditioned,0.24908070576861896,0.745650955571985,0.055935185288420064,0.6360179924066817,0.8552839187372884,0.6312506565819233,0.8600512545620468,true,0.49657024980336606,0.24658201298977736,false,false,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,1.0,0.9999999999999998,plan_plus_proxy,0.24908070576861896,0.25870344936929374,0.06820285158702243,0.12502586025872978,0.3923810384798577,0.11921295562553802,0.39819394311304945,true,0.009622743600674777,9.259719440432737e-5,true,true,false,0.122,0.7568284657452352
context_proxy,33,30,100,2,1.0,1.0,0.9999999999999998,oracle,0.24908070576861896,0.2254950527831795,0.0651069777364892,0.09788537641966066,0.3531047291466983,0.09233633200683783,0.35865377355952116,true,-0.023585652985439465,0.0005562830267495695,true,true,false,0.122,0.7568284657452352
context_proxy,34,30,100,2,1.0,0.0,1.1171158858360809e-33,plan_conditioned,0.25328473851804856,0.6960058989319804,0.0711196374157536,0.5566114095971033,0.8354003882668575,0.550549908351551,0.8414618895124097,true,0.44272116041393184,0.19600202587825835,false,false,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.0,1.1171158858360809e-33,plan_plus_proxy,0.25328473851804856,0.6958694474262409,0.07093833661728197,0.5568303076563683,0.8349085871961135,0.5507842586129881,0.8409546362394937,true,0.44258470890819235,0.19588122455934937,false,false,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.0,1.1171158858360809e-33,oracle,0.25328473851804856,0.1837450928093741,0.09629083299004634,-0.0049849398511167264,0.37247512546986494,-0.01319177308751826,0.3806819587062664,true,-0.06953964570867446,0.004835762325287967,true,true,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.25,0.24999999999999978,plan_conditioned,0.25328473851804856,0.6960058989319804,0.0711196374157536,0.5566114095971033,0.8354003882668575,0.550549908351551,0.8414618895124097,true,0.44272116041393184,0.19600202587825835,false,false,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.25,0.24999999999999978,plan_plus_proxy,0.25328473851804856,0.6150962291002726,0.08185241246526107,0.4546655006683609,0.7755269575321844,0.44768924884624833,0.782503209354297,true,0.36181149058222406,0.13090755471733082,false,false,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.25,0.24999999999999978,oracle,0.25328473851804856,0.1837450928093741,0.09629083299004634,-0.0049849398511167264,0.37247512546986494,-0.01319177308751826,0.3806819587062664,true,-0.06953964570867446,0.004835762325287967,true,true,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.5,0.4999999999999999,plan_conditioned,0.25328473851804856,0.6960058989319804,0.0711196374157536,0.5566114095971033,0.8354003882668575,0.550549908351551,0.8414618895124097,true,0.44272116041393184,0.19600202587825835,false,false,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.5,0.4999999999999999,plan_plus_proxy,0.25328473851804856,0.5053874599548683,0.08967009752885176,0.3296340687983189,0.6811408511114178,0.32199151847593027,0.6887834014338063,true,0.2521027214368198,0.06355578215585075,false,false,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.5,0.4999999999999999,oracle,0.25328473851804856,0.1837450928093741,0.09629083299004634,-0.0049849398511167264,0.37247512546986494,-0.01319177308751826,0.3806819587062664,true,-0.06953964570867446,0.004835762325287967,true,true,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.75,0.7499999999999997,plan_conditioned,0.25328473851804856,0.6960058989319804,0.0711196374157536,0.5566114095971033,0.8354003882668575,0.550549908351551,0.8414618895124097,true,0.44272116041393184,0.19600202587825835,false,false,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.75,0.7499999999999997,plan_plus_proxy,0.25328473851804856,0.35901045023587197,0.09750059973245012,0.16790927476026973,0.5501116257114742,0.1595993335373491,0.5584215669343948,true,0.10572571171782341,0.011177926118240302,true,true,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,0.75,0.7499999999999997,oracle,0.25328473851804856,0.1837450928093741,0.09629083299004634,-0.0049849398511167264,0.37247512546986494,-0.01319177308751826,0.3806819587062664,true,-0.06953964570867446,0.004835762325287967,true,true,false,0.108,0.7533308565369682
context_proxy,34,30,100,2,1.0,1.0,1.0000000000000013,plan_conditioned,0.25328473851804856,0.6960058989319804,0.0711196374157536,0.5566114095971033,0.8354003882668575,0.550549908351551,0.8414618895124097,true,0.44272116041393184,0.19600202587825835,false,false,false,0.108,0.7533308565369682
