participant_code,card_code,study_day,daily_review_index,first_ease,last_ease,last_scheduled_interval_days,next_gap_days,next_first_ease,scheduler_encoding
P01,C018,2,2,3,3,6.0,5.881587430555555,1.0,mixed
P01,C018,8,3,1,1,0.0069444444444444,1.208108912037037,3.0,mixed
P01,C019,1,1,3,3,5.0,4.598301006944444,1.0,mixed
P01,C019,6,2,1,1,0.0069444444444444,1.2082813078703705,3.0,mixed
P01,C019,7,3,3,3,5.0,5.090380300925926,1.0,mixed
P01,C019,12,4,1,1,0.0069444444444444,1.0733869212962963,3.0,mixed
P01,C020,2,1,3,3,5.0,5.315975891203704,3.0,mixed
P01,C021,2,1,3,3,4.0,4.1088431712962965,2.0,mixed
P01,C022,2,1,3,3,3.0,3.2653061342592595,2.0,mixed
P01,C023,2,1,3,3,5.0,5.310673148148148,3.0,mixed
P01,C024,2,1,3,3,4.0,4.076647314814815,1.0,mixed
P01,C024,6,2,1,1,0.0069444444444444,1.2355730092592592,3.0,mixed
P01,C024,7,3,3,3,6.0,6.145199965277778,1.0,mixed
P01,C025,2,1,2,3,2.0,2.215348854166667,3.0,mixed
P01,C026,2,1,2,3,2.0,2.262964849537037,3.0,mixed
P01,C027,2,1,3,3,3.0,3.2672199421296297,1.0,mixed
P01,C027,5,2,1,1,0.0069444444444444,0.8089544791666666,3.0,mixed
P01,C027,6,3,3,3,6.0,6.324622199074074,1.0,mixed
P01,C027,12,4,1,1,0.0069444444444444,1.047884398148148,3.0,mixed
P01,C028,2,1,3,3,3.0,3.2484911805555554,3.0,mixed
P01,C029,2,1,1,3,1.0,1.564294201388889,3.0,mixed
P01,C029,3,2,3,3,5.0,4.3324993865740735,3.0,mixed
P01,C030,2,1,3,3,4.0,4.070967222222222,3.0,mixed
P01,C031,2,1,3,3,3.0,3.257468402777778,1.0,mixed
P01,C031,5,2,1,1,0.0069444444444444,0.8292788310185186,1.0,mixed
P01,C031,6,3,1,1,0.0069444444444444,1.2135885185185185,2.0,mixed
P01,C031,7,4,2,2,1.0,0.5837118171296296,3.0,mixed
P01,C031,8,5,3,3,2.0,2.438593506944444,1.0,mixed
P01,C031,10,6,1,1,0.0069444444444444,0.9047193287037038,3.0,mixed
P01,C031,11,7,3,3,2.0,2.214048981481481,3.0,mixed
P01,C032,2,1,3,3,3.0,3.063768101851852,3.0,mixed
P01,C033,2,1,3,3,5.0,5.300272696759259,3.0,mixed
P01,C034,2,1,2,3,3.0,3.260864710648148,1.0,mixed
