participant_code,card_code,study_day,daily_review_index,first_ease,last_ease,last_scheduled_interval_days,next_gap_days,next_first_ease,scheduler_encoding
P02,C090,7,2,3,3,7.0,6.948498738425926,3.0,mixed
P02,C091,5,1,2,4,4.0,3.958980358796296,2.0,mixed
P02,C092,5,1,2,4,3.0,2.928972002314815,2.0,mixed
P02,C093,5,1,2,3,2.0,1.9778866203703704,3.0,mixed
P02,C094,5,1,2,3,1.0,0.9849581712962964,2.0,mixed
P02,C094,6,2,2,2,3.0,2.9502106597222224,2.0,mixed
P02,C094,9,3,2,2,5.0,4.984150787037037,3.0,mixed
P02,C095,5,1,2,3,1.0,0.9843842592592592,2.0,mixed
P02,C095,6,2,2,2,2.0,1.9315822453703704,2.0,mixed
P02,C096,5,1,2,4,5.0,4.944082083333333,2.0,mixed
P02,C097,5,1,2,3,2.0,1.9694266550925923,4.0,mixed
P02,C098,5,1,2,4,5.0,4.948318599537037,2.0,mixed
P02,C099,5,1,3,3,3.0,2.9193016203703706,2.0,mixed
P03,C001,1,1,2,3,0.0069444444444444,0.9681354050925928,3.0,fsrs_like
P03,C001,2,2,3,3,8.0,8.011087442129629,3.0,fsrs_like
P03,C002,1,1,3,3,0.0069444444444444,0.966981875,3.0,fsrs_like
P03,C003,1,1,3,3,0.0069444444444444,0.9677435069444444,3.0,fsrs_like
P03,C004,1,1,3,3,0.0069444444444444,0.9702923842592592,3.0,fsrs_like
P03,C005,1,1,3,3,0.0069444444444444,0.9682408796296296,3.0,fsrs_like
P03,C006,1,1,3,3,0.0069444444444444,0.9687329976851852,3.0,fsrs_like
P03,C007,1,1,3,3,0.0069444444444444,0.968942650462963,3.0,fsrs_like
P03,C008,1,1,3,3,0.0069444444444444,0.9681757870370372,3.0,fsrs_like
P03,C009,1,1,2,3,0.0069444444444444,0.9698895023148149,3.0,fsrs_like
P03,C009,2,2,3,3,11.0,10.79716150462963,3.0,fsrs_like
P03,C010,1,1,3,3,0.0069444444444444,0.969352476851852,4.0,fsrs_like
P03,C011,1,1,3,3,0.0069444444444444,0.9690715277777776,2.0,fsrs_like
P03,C011,2,2,2,3,9.0,8.717847291666667,3.0,fsrs_like
P03,C012,1,1,2,3,0.0069444444444444,0.9712563541666668,3.0,fsrs_like
P03,C012,2,2,3,3,11.0,10.796965798611112,3.0,fsrs_like
P03,C013,1,1,2,3,0.0069444444444444,0.9726902199074072,3.0,fsrs_like
P03,C013,2,2,3,3,8.0,8.00843619212963,3.0,fsrs_like
P03,C014,1,1,3,3,0.0069444444444444,0.9694131944444444,3.0,fsrs_like
P03,C015,1,1,2,2,0.0038194444444444,0.9644907638888888,3.0,fsrs_like
P03,C015,2,2,3,3,11.0,10.79569068287037,3.0,fsrs_like
P03,C016,1,1,3,3,0.0069444444444444,0.9691146527777778,3.0,fsrs_like
P03,C017,1,1,3,3,0.0069444444444444,0.9702093981481482,3.0,fsrs_like
P03,C018,1,1,3,3,0.0069444444444444,0.9691677314814816,3.0,fsrs_like
P03,C019,1,1,2,2,0.0038194444444444,0.9646683217592592,3.0,fsrs_like
P03,C019,2,2,3,3,11.0,10.79317648148148,3.0,fsrs_like
P03,C020,1,1,3,3,0.0069444444444444,0.9719891319444444,3.0,fsrs_like
P03,C021,2,1,3,3,5.0,4.828250578703703,3.0,fsrs_like
P03,C022,2,1,3,3,0.0069444444444444,0.981461909722222,2.0,fsrs_like
P03,C022,3,2,2,3,11.0,10.964082835648147,3.0,fsrs_like
P03,C023,2,1,3,3,5.0,4.830021331018519,3.0,fsrs_like
P03,C024,2,1,3,3,0.0069444444444444,0.9808416550925926,3.0,fsrs_like
P03,C025,2,1,3,3,0.0069444444444444,0.9808558796296296,3.0,fsrs_like
P03,C028,2,1,3,3,0.0069444444444444,0.981826585648148,3.0,fsrs_like
P03,C029,2,1,3,3,0.0069444444444444,0.9796481134259258,3.0,fsrs_like
P03,C031,2,1,3,3,0.0069444444444444,0.983858923611111,3.0,fsrs_like
P03,C032,2,1,3,3,0.0069444444444444,0.982073738425926,3.0,fsrs_like
P03,C033,2,1,3,3,0.0069444444444444,0.9831339236111112,3.0,fsrs_like
P03,C034,2,1,3,3,0.0069444444444444,0.982918275462963,3.0,fsrs_like
P03,C035,2,1,3,3,0.0069444444444444,0.9827817129629628,3.0,fsrs_like
P03,C036,2,1,3,3,0.0069444444444444,0.9824616898148149,3.0,fsrs_like
P03,C037,2,1,2,2,0.0038194444444444,0.9768565162037036,2.0,fsrs_like
P03,C037,3,2,2,3,6.0,5.659274317129629,3.0,fsrs_like
P03,C038,2,1,3,3,0.0069444444444444,0.9822056828703704,3.0,fsrs_like
P03,C040,2,1,3,3,0.0069444444444444,0.9818944560185184,3.0,fsrs_like
P03,C041,3,1,3,3,5.0,4.928918958333333,3.0,fsrs_like
P03,C042,3,1,3,3,3.0,3.012717650462963,3.0,fsrs_like
P03,C043,3,1,2,3,2.0,2.025033067129629,3.0,fsrs_like
P03,C044,3,1,3,3,5.0,4.913305694444444,3.0,fsrs_like
P03,C045,3,1,3,3,3.0,2.9969570486111112,3.0,fsrs_like
P03,C046,3,1,3,3,4.0,3.822167037037037,3.0,fsrs_like
P03,C047,3,1,3,3,3.0,2.9952931828703706,3.0,fsrs_like
P03,C048,3,1,3,3,3.0,2.994084525462963,3.0,fsrs_like
P03,C049,3,1,3,3,5.0,4.912516377314814,3.0,fsrs_like
P03,C050,3,1,2,3,0.0069444444444444,0.9022586111111112,3.0,fsrs_like
P03,C050,4,2,3,3,8.0,7.86613925925926,3.0,fsrs_like
P03,C051,3,1,3,2,0.0069444444444444,0.9090388078703704,3.0,fsrs_like
P03,C051,4,2,3,3,8.0,7.857952071759259,3.0,fsrs_like
P03,C052,3,1,3,2,0.0069444444444444,0.901484386574074,3.0,fsrs_like
P03,C052,4,2,3,3,7.0,6.7991713078703695,3.0,fsrs_like
P03,C053,3,1,3,3,3.0,2.9943632060185186,3.0,fsrs_like
P03,C054,3,1,3,3,0.0069444444444444,0.9012079050925924,3.0,fsrs_like
P03,C055,3,1,3,3,0.0069444444444444,0.9014524652777778,3.0,fsrs_like
P03,C056,3,1,3,3,0.0069444444444444,0.9087982870370372,3.0,fsrs_like
P03,C057,3,1,2,2,0.0038194444444444,0.8993078356481482,3.0,fsrs_like
P03,C057,4,2,3,3,10.0,10.02628417824074,3.0,fsrs_like
P03,C058,3,1,3,3,0.0069444444444444,0.9088792013888888,3.0,fsrs_like
P03,C059,3,1,2,2,0.0038194444444444,0.899087037037037,3.0,fsrs_like
P03,C059,4,2,3,3,7.0,6.789996944444445,3.0,fsrs_like
P03,C060,3,1,3,3,0.0069444444444444,0.907597048611111,3.0,fsrs_like
P03,C061,4,1,3,3,5.0,4.718330983796297,3.0,fsrs_like
P03,C062,4,1,3,3,3.0,2.887395173611111,3.0,fsrs_like
P03,C063,4,1,3,3,3.0,2.8874151851851853,3.0,fsrs_like
P03,C064,4,1,3,3,5.0,4.712096030092592,3.0,fsrs_like
P03,C065,4,1,3,3,3.0,2.887956458333333,3.0,fsrs_like
P03,C066,4,1,3,3,4.0,3.977327337962963,3.0,fsrs_like
P03,C067,4,1,3,3,0.0069444444444444,0.9838223495370372,3.0,fsrs_like
P03,C068,4,1,3,3,0.0069444444444444,0.9832804050925924,3.0,fsrs_like
P03,C069,4,1,3,3,0.0069444444444444,0.9842160300925926,3.0,fsrs_like
P03,C070,4,1,3,3,0.0069444444444444,0.9835447337962964,3.0,fsrs_like
P03,C071,4,1,3,3,0.0069444444444444,0.9854462847222222,3.0,fsrs_like
P03,C072,4,1,3,3,0.0069444444444444,1.024482511574074,3.0,fsrs_like
P03,C073,4,1,3,3,0.0069444444444444,1.040195636574074,3.0,fsrs_like
P03,C074,4,1,3,3,0.0069444444444444,1.0439881597222225,3.0,fsrs_like
P03,C075,4,1,3,3,0.0069444444444444,1.0528321875,3.0,fsrs_like
P03,C076,4,1,2,2,0.0038194444444444,1.020355289351852,3.0,fsrs_like
P03,C076,5,2,3,3,9.0,8.936524074074075,3.0,fsrs_like
P03,C077,4,1,3,3,0.0069444444444444,1.053691851851852,3.0,fsrs_like
P03,C078,4,1,3,3,0.0069444444444444,1.0538364351851852,3.0,fsrs_like
P03,C079,4,1,3,3,0.0069444444444444,1.0484863078703703,3.0,fsrs_like
P03,C080,4,1,3,3,0.0069444444444444,1.067052835648148,3.0,fsrs_like
P03,C081,5,1,3,3,5.0,4.979883136574074,3.0,fsrs_like
P03,C082,5,1,3,3,5.0,4.965270520833333,3.0,fsrs_like
P03,C083,5,1,3,3,3.0,2.8948508217592592,3.0,fsrs_like
P03,C084,5,1,3,3,5.0,4.97824369212963,3.0,fsrs_like
P03,C085,5,1,3,3,3.0,2.888030162037037,3.0,fsrs_like
P03,C086,5,1,3,3,3.0,2.8878254050925927,3.0,fsrs_like
P03,C087,5,1,3,3,0.0069444444444444,0.9563931828703705,3.0,fsrs_like
P03,C088,5,1,3,3,0.0069444444444444,0.9630373726851852,3.0,fsrs_like
P03,C089,5,1,3,3,0.0069444444444444,0.9566890162037036,3.0,fsrs_like
P03,C090,5,1,3,3,0.0069444444444444,0.9577838310185184,3.0,fsrs_like
P03,C091,5,1,3,3,0.0069444444444444,0.9610236458333332,3.0,fsrs_like
P03,C092,5,1,3,3,0.0069444444444444,0.9628673148148148,3.0,fsrs_like
P03,C093,5,1,3,3,0.0069444444444444,0.9631293055555556,3.0,fsrs_like
P03,C094,5,1,3,3,0.0069444444444444,0.963822199074074,3.0,fsrs_like
P03,C095,5,1,3,3,0.0069444444444444,0.9630721527777776,3.0,fsrs_like
P03,C096,5,1,3,3,0.0069444444444444,0.96326125,3.0,fsrs_like
P03,C097,5,1,3,3,0.0069444444444444,0.9640517939814814,3.0,fsrs_like
P03,C098,5,1,3,3,0.0069444444444444,0.9651854861111112,3.0,fsrs_like
P03,C099,5,1,3,3,0.0069444444444444,0.9652522337962964,3.0,fsrs_like
P03,C100,5,1,3,3,0.0069444444444444,0.964385925925926,3.0,fsrs_like
P04,C001,1,1,1,3,1.0,0.508634050925926,1.0,mixed
P04,C001,2,2,1,1,0.0069444444444444,1.5804201041666666,2.0,mixed
P04,C001,3,3,2,2,1.0,0.7139621875,3.0,mixed
P04,C001,4,4,3,3,2.0,0.7307094097222222,1.0,mixed
P04,C001,5,5,1,3,1.0,0.5210484143518518,3.0,mixed
P04,C001,6,6,3,2,4.0,3.9108284953703705,3.0,mixed
P04,C002,1,1,1,3,1.0,0.4831938310185185,2.0,mixed
P04,C002,2,2,2,2,1.0,1.579642013888889,3.0,mixed
P04,C002,3,3,3,3,2.0,1.4475468287037037,1.0,mixed
P04,C002,5,4,1,4,2.0,1.9994952199074072,4.0,mixed
P04,C002,7,5,4,4,8.0,0.3337159027777778,3.0,mixed
P04,C003,1,1,1,3,1.0,0.5042108217592592,3.0,mixed
P04,C003,2,2,3,3,2.0,2.2444877777777776,2.0,mixed
P04,C003,4,3,2,2,4.0,0.7764090046296296,1.0,mixed
P04,C003,5,4,1,3,1.0,0.9995157986111112,2.0,mixed
P04,C003,6,5,2,2,1.0,1.021443576388889,3.0,mixed
P04,C003,7,6,3,3,3.0,0.3064212962962963,3.0,mixed
P04,C003,8,7,3,3,6.0,2.601604236111111,2.0,mixed
P04,C004,1,1,1,3,1.0,0.5231079513888889,3.0,mixed
P04,C004,2,2,3,3,4.0,3.0114106597222223,1.0,mixed
P04,C004,5,3,1,4,2.0,0.5460639583333333,3.0,mixed
P04,C004,6,4,3,3,16.0,1.486724212962963,2.0,mixed
P04,C004,7,5,2,2,6.0,5.96906212962963,2.0,mixed
P04,C005,1,1,3,3,3.0,2.802806793981482,1.0,mixed
P04,C005,4,2,1,1,0.0069444444444444,0.7319182407407407,1.0,mixed
P04,C005,5,3,1,3,1.0,1.0180554513888889,2.0,mixed
P04,C005,6,4,2,2,2.0,1.9721904166666668,4.0,mixed
P04,C006,1,1,1,3,1.0,0.5052536111111111,3.0,mixed
P04,C006,2,2,3,3,4.0,3.563653923611112,2.0,mixed
P04,C006,5,3,2,3,3.0,0.5254236921296297,3.0,mixed
P04,C006,6,4,3,3,19.0,2.477347488425926,3.0,mixed
P04,C007,1,1,1,3,1.0,0.5058010069444445,3.0,mixed
P04,C007,2,2,3,3,3.0,3.284759375,3.0,mixed
P04,C007,5,3,3,3,2.0,2.0054664583333333,3.0,mixed
P04,C008,1,1,1,3,1.0,0.520600787037037,1.0,mixed
P04,C008,2,2,1,1,0.0069444444444444,1.556796875,3.0,mixed
P04,C008,3,3,3,3,2.0,1.715900439814815,1.0,mixed
P04,C008,5,4,1,3,4.0,0.5246697337962962,3.0,mixed
P04,C008,6,5,3,3,2.0,1.801551122685185,3.0,mixed
P04,C008,8,6,3,3,6.0,1.6387117129629631,3.0,mixed
P04,C009,1,1,1,3,1.0,0.5142569212962963,3.0,mixed
P04,C009,2,2,3,3,4.0,3.553028055555556,1.0,mixed
P04,C009,5,3,1,3,1.0,0.5109736574074074,3.0,mixed
P04,C009,6,4,3,3,5.0,4.94273167824074,4.0,mixed
P04,C010,1,1,1,3,1.0,0.5093180902777777,3.0,mixed
P04,C010,2,2,3,3,2.0,2.2080507060185184,3.0,mixed
P04,C010,4,3,3,3,6.0,1.3372299537037038,2.0,mixed
P04,C010,5,4,2,3,3.0,2.980557708333333,4.0,mixed
P04,C011,1,1,1,3,1.0,0.5022132060185185,3.0,mixed
P04,C011,2,2,3,3,2.0,2.286529594907408,3.0,mixed
P04,C011,4,3,3,3,6.0,1.269498460648148,1.0,mixed
P04,C011,5,4,1,3,1.0,1.004443275462963,3.0,mixed
P04,C011,6,5,3,3,4.0,3.919559259259259,4.0,mixed
P04,C012,1,1,1,3,1.0,0.5045704398148148,3.0,mixed
P04,C012,2,2,3,3,3.0,3.263865914351852,2.0,mixed
P04,C012,5,3,2,4,2.0,2.016816284722222,3.0,mixed
P04,C012,7,4,3,3,7.0,6.993783437499999,3.0,mixed
P04,C013,1,1,1,3,1.0,0.4869619791666666,3.0,mixed
P04,C013,2,2,3,3,5.0,3.569753645833333,1.0,mixed
P04,C013,5,3,1,3,1.0,1.0073842708333334,3.0,mixed
P04,C013,6,4,3,3,6.0,0.7363086342592593,3.0,mixed
P04,C013,7,5,3,3,22.0,5.246343449074074,3.0,mixed
P04,C014,1,1,1,3,1.0,0.497460787037037,3.0,mixed
P04,C014,2,2,3,3,5.0,3.5629023032407408,1.0,mixed
P04,C014,5,3,1,3,1.0,1.0127873032407408,3.0,mixed
P04,C014,6,4,3,3,6.0,0.7271475578703703,3.0,mixed
P04,C014,7,5,3,3,22.0,5.247354571759259,2.0,mixed
P04,C015,1,1,1,3,1.0,0.4989008912037037,3.0,mixed
P04,C015,2,2,3,3,3.0,3.274405775462963,3.0,mixed
P04,C015,5,3,3,3,1.0,0.9972544560185186,3.0,mixed
P04,C015,6,4,3,3,6.0,5.990812384259259,1.0,mixed
P04,C015,12,5,1,1,0.0069444444444444,0.9973292361111112,3.0,mixed
P04,C016,1,1,2,3,2.0,2.0613076041666667,1.0,mixed
P04,C016,3,2,1,1,0.0069444444444444,0.7101500462962963,2.0,mixed
P04,C016,4,3,2,2,2.0,1.288217824074074,1.0,mixed
P04,C016,5,4,1,3,1.0,0.5332690509259259,3.0,mixed
P04,C016,6,5,3,3,5.0,4.942959224537037,2.0,mixed
P04,C017,1,1,3,3,4.0,3.7566792129629625,2.0,mixed
P04,C017,5,2,2,3,3.0,2.987288055555556,3.0,mixed
P04,C018,1,1,1,3,1.0,0.5038066319444444,3.0,mixed
P04,C018,2,2,3,3,6.0,3.559082071759259,2.0,mixed
P04,C018,5,3,2,3,4.0,2.319032222222222,1.0,mixed
P04,C018,8,4,1,1,0.0069444444444444,1.6556063541666666,3.0,mixed
P04,C019,1,1,3,3,5.0,4.0632732870370365,1.0,mixed
P04,C019,5,2,1,3,1.0,0.5319016550925926,1.0,mixed
P04,C019,6,3,1,3,5.0,0.7247333449074075,3.0,mixed
P04,C019,7,4,3,3,5.0,4.201479074074074,3.0,mixed
P04,C020,2,1,3,3,5.0,3.576086423611112,2.0,mixed
P04,C020,5,2,2,3,3.0,1.7376969560185185,3.0,mixed
P04,C020,7,3,3,3,36.0,1.2455109953703702,3.0,mixed
P04,C021,2,1,3,3,4.0,4.1088431712962965,2.0,mixed
P04,C021,6,2,2,3,1.0,0.997126863425926,2.0,mixed
P04,C021,7,3,2,2,4.0,3.935811296296297,2.0,mixed
P04,C022,2,1,3,3,3.0,3.2653061342592595,2.0,mixed
P04,C022,5,2,2,2,11.0,1.2960749652777777,1.0,mixed
P04,C022,6,3,1,3,1.0,0.992920451388889,4.0,mixed
P04,C023,2,1,3,3,5.0,4.570900011574074,2.0,mixed
P04,C023,6,2,2,3,4.0,0.7267073611111111,3.0,mixed
P04,C023,7,3,3,3,37.0,3.189540266203704,3.0,mixed
P04,C024,2,1,3,3,4.0,4.076647314814815,1.0,mixed
P04,C024,6,2,1,3,4.0,0.7321558101851852,3.0,mixed
P04,C024,7,3,3,3,6.0,3.1882584722222225,3.0,mixed
P04,C025,2,1,2,3,2.0,2.215348854166667,3.0,mixed
P04,C025,4,2,3,3,13.0,2.3506097685185185,1.0,mixed
P04,C025,6,3,1,3,1.0,0.9906183449074074,4.0,mixed
P04,C025,7,4,4,4,6.0,5.988530208333334,2.0,mixed
P04,C026,2,1,2,3,2.0,2.262964849537037,3.0,mixed
P04,C026,4,2,3,3,15.0,2.302034872685185,1.0,mixed
P04,C026,6,3,1,3,1.0,0.9839791319444444,2.0,mixed
P04,C026,7,4,2,2,2.0,1.9551607291666664,4.0,mixed
P04,C027,2,1,3,3,3.0,3.2672199421296297,1.0,mixed
P04,C027,5,2,1,1,0.0069444444444444,0.8089544791666666,3.0,mixed
P04,C027,6,3,3,3,2.0,1.965342118055556,4.0,mixed
P04,C028,2,1,3,3,3.0,3.2484911805555554,3.0,mixed
P04,C028,5,2,3,3,25.0,1.3228296180555557,2.0,mixed
P04,C028,6,3,2,3,2.0,1.9779046875,3.0,mixed
P04,C029,2,1,1,3,1.0,1.564294201388889,3.0,mixed
P04,C029,3,2,3,3,5.0,3.0055902314814817,1.0,mixed
P04,C029,6,3,1,3,1.0,0.9956270486111112,2.0,mixed
P04,C029,7,4,2,2,2.0,0.3213971990740741,3.0,mixed
P04,C029,8,5,3,3,18.0,1.618876412037037,3.0,mixed
P04,C030,2,1,3,3,4.0,4.070967222222222,3.0,mixed
P04,C030,6,2,3,3,3.0,2.941667222222222,3.0,mixed
P04,C031,2,1,3,3,3.0,3.257468402777778,1.0,mixed
P04,C031,5,2,1,1,0.0069444444444444,0.8292788310185186,1.0,mixed
P04,C031,6,3,1,3,1.0,0.7214581481481481,2.0,mixed
P04,C031,7,4,2,2,2.0,0.3254892129629629,3.0,mixed
P04,C031,8,5,3,3,2.0,1.645865763888889,2.0,mixed
P04,C032,2,1,3,3,3.0,3.063768101851852,3.0,mixed
P04,C032,5,2,3,3,27.0,1.5039778819444445,1.0,mixed
P04,C032,6,3,1,3,1.0,0.9956971064814816,3.0,mixed
P04,C032,7,4,3,3,6.0,5.974403125,3.0,mixed
P04,C033,2,1,3,3,5.0,4.568332546296296,1.0,mixed
P04,C033,6,2,1,3,1.0,0.7225609606481481,3.0,mixed
P04,C034,2,1,2,3,3.0,3.260864710648148,1.0,mixed
P04,C034,5,2,1,1,0.0069444444444444,0.8274395023148148,3.0,mixed
P04,C034,6,3,3,3,1.0,0.9975680671296296,3.0,mixed
P04,C034,7,4,3,3,5.0,4.973305613425926,3.0,mixed
P04,C035,2,1,1,3,1.0,1.2707658912037036,3.0,mixed
P04,C035,3,2,3,3,2.0,1.978068032407408,1.0,mixed
P04,C035,5,3,1,1,0.0069444444444444,0.8420910185185185,3.0,mixed
P04,C035,6,4,3,3,1.0,0.9999285069444444,3.0,mixed
P04,C035,7,5,3,3,5.0,0.3123324999999999,3.0,mixed
P04,C035,8,6,3,3,5.0,4.654922511574074,3.0,mixed
P04,C036,2,1,3,3,5.0,4.571513773148148,1.0,mixed
P04,C036,6,2,1,3,1.0,0.7224201736111111,1.0,mixed
P04,C036,7,3,1,3,5.0,0.3027562615740741,2.0,mixed
P04,C036,8,4,2,2,4.0,4.666782777777778,2.0,mixed
P04,C037,2,1,2,3,2.0,2.2484090625,3.0,mixed
P04,C037,4,2,3,3,14.0,2.322883263888889,1.0,mixed
P04,C037,6,3,1,3,1.0,0.9767308564814816,4.0,mixed
P04,C037,7,4,4,4,7.0,7.011016678240741,3.0,mixed
P04,C038,2,1,3,3,4.0,4.09084162037037,2.0,mixed
P04,C038,6,2,2,3,1.0,0.9883540856481482,3.0,mixed
P04,C038,7,3,3,3,3.0,2.9161971759259258,2.0,mixed
P04,C039,2,1,3,3,4.0,4.090319375,3.0,mixed
P04,C039,6,2,3,3,1.0,0.9994651851851852,3.0,mixed
P04,C039,7,3,3,3,5.0,4.965556053240741,3.0,mixed
P04,C040,3,1,2,3,3.0,2.530358854166667,1.0,mixed
P04,C040,6,2,1,3,3.0,0.7156882407407408,3.0,mixed
P04,C040,7,3,3,3,4.0,2.221167800925926,2.0,mixed
P04,C041,3,1,1,3,1.0,0.7030780208333334,2.0,mixed
P04,C041,4,2,2,2,3.0,3.0408434606481483,1.0,mixed
P04,C041,7,3,1,3,2.0,0.3078961921296296,1.0,mixed
P04,C041,8,4,1,1,0.0069444444444444,1.6384581944444443,3.0,mixed
P04,C042,3,1,1,3,1.0,0.7118761458333334,3.0,mixed
P04,C042,4,2,3,3,6.0,3.280166273148148,2.0,mixed
P04,C042,7,3,2,3,1.0,0.9746716782407407,1.0,mixed
P04,C042,8,4,1,1,0.0069444444444444,0.9878050231481482,3.0,mixed
P04,C042,9,5,3,3,2.0,1.9668445370370369,2.0,mixed
P04,C042,11,6,2,2,3.0,3.066442546296296,3.0,mixed
P04,C043,3,1,3,3,4.0,3.7291350347222223,3.0,mixed
P04,C043,7,2,3,3,4.0,3.933879965277778,3.0,mixed
P04,C044,3,1,3,3,5.0,3.993107453703704,1.0,mixed
P04,C044,7,2,1,3,1.0,0.3025094675925925,1.0,mixed
P04,C044,8,3,1,3,2.0,1.9254222337962963,3.0,mixed
P04,C045,3,1,3,3,5.0,3.993998900462963,2.0,mixed
P04,C045,7,2,2,4,3.0,0.2990414699074074,3.0,mixed
P04,C045,8,3,3,3,38.0,2.6125747453703707,3.0,mixed
P04,C046,3,1,1,3,1.0,0.6847221527777778,3.0,mixed
P04,C046,4,2,3,3,4.0,3.308750335648148,1.0,mixed
P04,C046,7,3,1,3,1.0,0.3132939467592592,3.0,mixed
P04,C046,8,4,3,3,3.0,2.962737824074074,3.0,mixed
P04,C047,3,1,1,3,1.0,0.7023857523148148,1.0,mixed
P04,C047,4,2,1,1,0.0069444444444444,0.8020754050925927,3.0,mixed
P04,C047,5,3,3,3,2.0,2.230717743055556,3.0,mixed
P04,C047,7,4,3,3,1.0,0.9869046643518518,2.0,mixed
P04,C047,8,5,2,2,3.0,2.947567615740741,3.0,mixed
P04,C048,3,1,3,3,2.0,1.694593912037037,3.0,mixed
P04,C048,5,2,3,3,9.0,2.2953559953703704,1.0,mixed
P04,C048,7,3,1,3,1.0,0.9887984027777778,3.0,mixed
P04,C048,8,4,3,3,5.0,4.985409814814815,3.0,mixed
P04,C049,3,1,3,3,5.0,3.9990708564814814,1.0,mixed
P04,C049,7,2,1,3,1.0,0.3024348379629629,2.0,mixed
P04,C049,8,3,2,3,3.0,2.953940740740741,3.0,mixed
P04,C050,3,1,2,3,2.0,1.4934799421296296,2.0,mixed
P04,C050,5,2,2,2,6.0,2.5000744791666665,1.0,mixed
P04,C050,7,3,1,3,1.0,0.969051886574074,3.0,mixed
P04,C050,8,4,3,3,3.0,2.9480937962962965,3.0,mixed
P04,C051,3,1,1,3,1.0,0.6577201851851852,3.0,mixed
P04,C051,4,2,3,3,3.0,3.066123391203704,3.0,mixed
P04,C051,7,3,3,3,1.0,0.9840329513888888,1.0,mixed
P04,C051,8,4,1,1,0.0069444444444444,0.9502104050925926,4.0,mixed
P04,C051,9,5,4,4,4.0,4.035834895833333,3.0,mixed
P04,C052,3,1,1,3,1.0,0.6423781597222222,3.0,mixed
P04,C052,4,2,3,3,5.0,3.361317361111112,2.0,mixed
P04,C052,7,3,2,3,2.0,1.9372744791666667,3.0,mixed
P04,C053,3,1,2,3,3.0,2.5155926157407404,1.0,mixed
P04,C053,6,2,1,1,0.0069444444444444,1.2096487962962963,2.0,mixed
P04,C053,7,3,2,3,1.0,0.9709691319444445,3.0,mixed
P04,C053,8,4,3,3,4.0,3.994178391203704,3.0,mixed
P04,C054,3,1,3,3,4.0,3.734587569444445,3.0,mixed
P04,C054,7,2,3,3,1.0,0.9618915162037036,3.0,mixed
P04,C054,8,3,3,3,5.0,5.002109074074074,3.0,mixed
P04,C055,3,1,3,3,5.0,4.002643888888889,3.0,mixed
P04,C055,7,2,3,3,4.0,0.301302349537037,3.0,mixed
P04,C055,8,3,3,3,32.0,3.6209421990740736,3.0,mixed
P04,C056,3,1,1,3,1.0,0.7010147800925927,3.0,mixed
P04,C056,4,2,3,3,5.0,3.302670462962963,1.0,mixed
P04,C056,7,3,1,3,1.0,0.9753964699074076,3.0,mixed
P04,C056,8,4,3,3,5.0,4.987792534722223,3.0,mixed
P04,C057,3,1,1,3,1.0,0.6348970949074074,2.0,mixed
P04,C057,4,2,2,2,2.0,1.8756133564814816,2.0,mixed
P04,C057,6,3,2,2,6.0,1.4943421527777778,2.0,mixed
P04,C057,7,4,2,3,3.0,2.8994138773148146,3.0,mixed
P04,C058,3,1,3,3,4.0,3.7258267708333337,3.0,mixed
P04,C058,7,2,3,3,1.0,0.9774113078703704,3.0,mixed
P04,C058,8,3,3,3,3.0,2.9425854513888887,3.0,mixed
P04,C059,3,1,2,3,2.0,1.6624250462962964,3.0,mixed
P04,C059,5,2,3,3,15.0,2.344119016203704,1.0,mixed
P04,C059,7,3,1,3,1.0,0.9590003125,2.0,mixed
P04,C059,8,4,2,2,3.0,2.9594338194444445,3.0,mixed
P04,C060,4,1,1,3,1.0,1.0004758912037035,3.0,mixed
P04,C060,5,2,3,3,2.0,2.0302041550925924,2.0,mixed
P04,C060,7,3,2,3,1.0,0.968723275462963,3.0,mixed
P04,C060,8,4,3,3,3.0,2.9505656944444443,3.0,mixed
P04,C061,4,1,3,3,5.0,4.311963668981481,1.0,mixed
P04,C061,8,2,1,3,1.0,0.9551505324074072,4.0,mixed
P04,C061,9,3,4,4,3.0,3.030887638888889,3.0,mixed
P04,C062,4,1,3,3,3.0,3.0687148032407405,3.0,mixed
P04,C062,7,2,3,3,26.0,1.243115451388889,1.0,mixed
P04,C062,8,3,1,3,1.0,0.9657505092592592,4.0,mixed
P04,C063,4,1,3,3,5.0,4.313405671296296,3.0,mixed
P04,C063,8,2,3,3,4.0,3.989610972222222,2.0,mixed
P04,C064,4,1,3,3,5.0,4.313327060185185,2.0,mixed
P04,C064,8,2,2,3,2.0,1.9260088773148147,3.0,mixed
P04,C065,4,1,2,3,2.0,1.807906423611111,1.0,mixed
P04,C065,6,2,1,1,0.0069444444444444,1.2342965625,3.0,mixed
P04,C065,7,3,3,3,3.0,1.2419533101851852,2.0,mixed
P04,C065,8,4,2,3,2.0,1.930716724537037,2.0,mixed
P04,C066,4,1,1,3,1.0,1.010542662037037,3.0,mixed
P04,C066,5,2,3,3,4.0,3.276679050925926,1.0,mixed
P04,C066,8,3,1,3,1.0,0.9584528935185186,3.0,mixed
P04,C067,4,1,1,3,1.0,0.8024685879629628,3.0,mixed
P04,C067,5,2,3,3,2.0,2.2298331828703706,3.0,mixed
P04,C067,7,3,3,3,8.0,1.2446113310185185,1.0,mixed
P04,C067,8,4,1,3,1.0,0.9707070601851852,3.0,mixed
